"am_sid","sciname","reviewed","iucn_sid","popn_trend","popn_category","spp_group","id_no","spatial_source","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text","occurcells"
"W-Msc-215436","Conus ebraeus",NA,192611,"Unknown","LC","CONESNAILS",192611,"iucn",32586122.2,11790667.9,30937382.2,30.826,5.163,64.011,0,"AM",17.299,38.111,8.351,NA,193
"W-Msc-428375","Conus suratensis",NA,192614,NA,"LC","CONESNAILS",192614,"iucn",18200579.4,9520563.5,15796540.6,38.828,13.357,47.815,0,"AM",16.717,60.27,4.264,NA,20
"W-Msc-420211","Conus granulatus",NA,192624,"Unknown","LC","CONESNAILS",192624,"iucn",3863983,2144885.9,3042073.4,34.394,21.136,44.47,0,"AM",15.167,70.507,0.821,NA,17
"W-Msc-420203","Conus attenuatus",NA,192629,"Unknown","LC","CONESNAILS",192629,"iucn",3274780.8,1075550.5,2869981.2,20.41,12.567,67.023,0,"AM",15.002,37.476,0.775,NA,4
"W-Msc-420216","Conus mus",NA,192633,"Unknown","LC","CONESNAILS",192633,"iucn",3584409.3,909139.9,3402375.5,20.243,5.425,74.332,0,"AM",15.092,26.721,0.918,NA,4
"W-Msc-215479","Conus miles",NA,192634,"Unknown","LC","CONESNAILS",192634,"iucn",32951042.8,7516416.8,32086436.6,19.991,2.679,77.33,0,"AM",17.311,23.426,8.661,NA,123
"W-Msc-215446","Conus coronatus",NA,192636,"Unknown","LC","CONESNAILS",192636,"iucn",34959792.2,13674035.5,32762578.4,32.463,6.538,60.998,0,"AM",17.37,41.737,8.844,NA,263
"W-Msc-428162","Conus jaspideus",NA,192637,"Unknown","LC","CONESNAILS",192637,"iucn",795199.5,345936.9,661102.4,26.616,16.73,56.654,0,"AM",13.586,52.327,0.178,NA,3
"W-Msc-426407","Conus boholensis",NA,192640,"Unknown","LC","CONESNAILS",192640,"iucn",10643746.1,8833347.5,3054285.1,11.61,71.393,16.997,0,"IUCN",16.18,34.577,2.384,NA,6
"W-Msc-428225","Conus orbignyi",NA,192641,"Unknown","LC","CONESNAILS",192641,"iucn",10749704.6,4145779.8,7608208.9,9.38,28.657,61.963,0,"AM",16.19,54.491,2.054,NA,4
"W-Msc-215432","Conus spectrum",NA,192647,"Unknown","LC","CONESNAILS",192647,"iucn",14292362,9794888.3,8673783.9,28.985,39.842,31.173,0,"IUCN",16.475,88.554,2.644,NA,40
"W-Msc-215488","Conus tenuistriatus",NA,192648,"Unknown","LC","CONESNAILS",192648,"iucn",19042800,9449226.1,13810382.6,21.835,27.873,50.292,0,"AM",16.762,68.421,3.728,NA,10
"W-Msc-428259","Conus radiatus",NA,192654,"Unknown","LC","CONESNAILS",192654,"iucn",10189484.9,7037886.3,5902455.8,26.575,42.983,30.442,0,"IUCN",16.137,83.867,1.9,NA,12
"W-Msc-428195","Conus luteus",NA,192656,"Unknown","DD","CONESNAILS",192656,"iucn",5084771.4,4149910.4,934860.9,0,81.261,18.739,0,"IUCN",15.442,22.527,1.12,NA,4
"W-Msc-215455","Conus episcopatus",NA,192664,"Unknown","LC","CONESNAILS",192664,"iucn",31600920.5,4040709.5,31376164.9,11.962,0.714,87.324,0,"AM",17.269,12.878,8.469,NA,3
"W-Msc-215451","Conus sponsalis",NA,192674,"Stable","LC","CONESNAILS",192674,"iucn",33798535.3,8838128.3,32782957.4,22.947,3.064,73.989,0,"AM",17.336,26.96,8.849,NA,122
"W-Msc-426373","Conus teramachii",NA,192681,"Unknown","LC","CONESNAILS",192681,"iucn",11470241.4,6027289.6,6389837.1,8.173,45.111,46.716,0,"AM",16.255,94.326,1.725,NA,10
"SLB-118880","Conus parius",NA,192686,"Unknown","LC","CONESNAILS",192686,"iucn",8984055.2,2752064,8447543.6,24.535,6.016,69.449,0,"AM",16.011,32.578,2.28,NA,5
"W-Msc-428404","Conus viola",NA,192692,"Unknown","LC","CONESNAILS",192692,"iucn",10372716.2,7475799.7,5356229.5,23.559,48.69,27.752,0,"IUCN",16.155,71.648,2.018,NA,5
"W-Msc-420206","Conus cancellatus",NA,192693,"Unknown","LC","CONESNAILS",192693,"iucn",4647653.1,3719283,1698729.3,17.099,62.346,20.556,0,"IUCN",15.352,45.674,1.004,NA,76
"W-Msc-215511","Conus varius",NA,192694,"Unknown","LC","CONESNAILS",192694,"iucn",27990169.1,3984926.1,27610446.7,12.85,1.372,85.778,0,"AM",17.147,14.433,7.453,NA,5
"W-Msc-428255","Conus purpurascens",NA,192696,NA,"LC","CONESNAILS",192696,"iucn",2388311.6,895490.3,1967594.8,20.343,18.505,61.152,0,"AM",14.686,45.512,0.531,NA,3
"W-Msc-215543","Conus striatellus",NA,192699,"Unknown","LC","CONESNAILS",192699,"iucn",27102836.3,4607233.3,26472036.2,14.422,2.34,83.239,0,"AM",17.115,17.404,7.146,NA,3
"W-Msc-215559","Conus eburneus",NA,192700,"Unknown","LC","CONESNAILS",192700,"iucn",32143838.2,9600442.2,30794238.1,25.353,4.329,70.318,0,"AM",17.286,31.176,8.312,NA,6
"W-Msc-215457","Conus marmoreus",NA,192701,"Unknown","LC","CONESNAILS",192701,"iucn",26788446.2,13930391.5,21600921.5,32.229,19.825,47.946,0,"AM",17.103,64.49,5.831,NA,181
"W-Msc-215510","Conus acutangulus",NA,192704,"Unknown","LC","CONESNAILS",192704,"iucn",33564633.1,8616378.7,32882052.9,23.474,2.132,74.394,0,"AM",17.329,26.204,8.876,NA,22
"W-Msc-426452","Conus cinereus",NA,192708,"Unknown","LC","CONESNAILS",192708,"iucn",13264122.5,6421827.7,10461030.4,27.028,22.143,50.829,0,"AM",16.401,61.388,2.824,NA,6
"W-Msc-215500","Conus pennaceus",NA,192712,"Unknown","LC","CONESNAILS",192712,"iucn",12390471.8,4852193.4,7649495,0.918,38.521,60.561,0,"AM",16.332,63.432,2.065,NA,6
"W-Msc-426366","Conus aurantius",NA,192716,"Unknown","NT","CONESNAILS",192716,"iucn",485338.5,464285.6,30075.9,1.829,93.902,4.268,0,"IUCN",13.093,6.478,0.125,NA,3
"W-Msc-215522","Conus litteratus",NA,192719,"Unknown","LC","CONESNAILS",192719,"iucn",32490039.2,13546696.2,29906447.3,33.415,8.27,58.315,0,"AM",17.296,45.297,8.073,NA,125
"W-Msc-215567","Conus glans",NA,192722,"Unknown","LC","CONESNAILS",192722,"iucn",30129262.4,6453117.5,29669348,19.712,1.588,78.7,0,"AM",17.221,21.75,8.009,NA,56
"W-Msc-215431","Conus achatinus",NA,192727,"Unknown","LC","CONESNAILS",192727,"iucn",22559438.8,7337319.1,21010340.9,25.409,7.136,67.455,0,"AM",16.932,34.922,5.671,NA,61
"W-Msc-426467","Conus crocatus",NA,192729,"Unknown","LC","CONESNAILS",192729,"iucn",19145011.8,3963392.4,18564339.9,17.467,3.053,79.479,0,"AM",16.768,21.349,5.011,NA,3
"W-Msc-426322","Conus aphrodite",NA,192730,"Unknown","LC","CONESNAILS",192730,"iucn",8362310.3,7530820.1,1864298.1,12.206,77.974,9.82,0,"IUCN",15.939,24.756,2.033,NA,6
"W-Msc-215546","Conus canonicus",NA,192737,"Unknown","LC","CONESNAILS",192737,"iucn",31497223.6,5748017.1,30966329.3,16.339,1.694,81.967,0,"AM",17.265,18.562,8.359,NA,28
"W-Msc-215519","Conus tessulatus",NA,192743,"Stable","LC","CONESNAILS",192743,"iucn",34876980.9,13625676.7,32840634.6,32.867,6.148,60.985,0,"AM",17.367,41.49,8.865,NA,50
"W-Msc-426459","Conus coffeae",NA,192754,"Unknown","LC","CONESNAILS",192754,"iucn",22213813.9,6896075,21846859.4,29.238,1.695,69.066,0,"AM",16.916,31.566,5.897,NA,6
"W-Msc-215499","Conus geographus",NA,192772,"Unknown","LC","CONESNAILS",192772,"iucn",32169295.8,6919311.7,31340690.6,18.723,2.61,78.666,0,"AM",17.287,22.078,8.46,NA,56
"W-Msc-215516","Conus vexillum",NA,192778,"Unknown","LC","CONESNAILS",192778,"iucn",34665970.1,11679705.2,32667025.4,27.629,5.929,66.442,0,"AM",17.361,35.754,8.818,NA,8
"W-Msc-215503","Conus tulipa",NA,192789,"Unknown","LC","CONESNAILS",192789,"iucn",30176720.2,6114699,29582080.3,18.116,1.981,79.903,0,"AM",17.223,20.67,7.985,NA,59
"W-Msc-215474","Conus cylindraceus",NA,192793,"Unknown","LC","CONESNAILS",192793,"iucn",20883388,6383298,19172841.9,22.143,8.236,69.621,0,"AM",16.854,33.293,5.175,NA,13
"W-Msc-215435","Conus musicus",NA,192796,"Unknown","LC","CONESNAILS",192796,"iucn",20469455,5008874.2,19832201.8,21.235,3.137,75.628,0,"AM",16.834,25.256,5.353,NA,5
"W-Msc-420217","Conus patae",NA,192798,"Unknown","LC","CONESNAILS",192798,"iucn",2970136.8,1729217.9,2342842.5,37.305,20.996,41.699,0,"AM",14.904,73.809,0.632,NA,5
"W-Msc-426448","Conus ceruttii",NA,192809,"Unknown","LC","CONESNAILS",192809,"iucn",798594.2,664637.9,235120.5,12.639,70.632,16.729,0,"IUCN",13.591,35.376,0.179,NA,4
"W-Msc-215475","Conus planorbis",NA,192811,"Unknown","LC","CONESNAILS",192811,"iucn",27115462,7337911.2,24927968.1,18.779,8.502,72.719,0,"AM",17.116,29.436,6.729,NA,7
"W-Msc-215439","Conus quercinus",NA,192812,"Unknown","LC","CONESNAILS",192812,"iucn",35318615.2,16568608,32406200.6,38.234,8.762,53.004,0,"AM",17.38,51.128,8.747,NA,167
"W-Msc-215484","Conus auricomus",NA,192815,"Unknown","LC","CONESNAILS",192815,"iucn",29449383.1,6677971.4,28595308.5,19.635,2.991,77.374,0,"AM",17.198,23.353,7.719,NA,13
"SLB-100621","Conus omaria",NA,192819,"Unknown","LC","CONESNAILS",192819,"iucn",24468859.8,8220844.5,23806704.6,30.62,2.774,66.606,0,"AM",17.013,34.532,6.426,NA,69
"W-Msc-426443","Conus caracteristicus",NA,192820,"Unknown","LC","CONESNAILS",192820,"iucn",12916389.2,4314186.9,10611245,15.593,17.733,66.674,0,"AM",16.374,40.657,2.864,NA,6
"W-Msc-426447","Conus centurio",NA,192831,"Unknown","LC","CONESNAILS",192831,"iucn",4471035.8,1737795.5,3864967.5,25.164,13.732,61.104,0,"AM",15.313,44.963,1.043,NA,11
"W-Msc-426359","Conus archon",NA,192837,NA,"LC","CONESNAILS",192837,"iucn",1287807.3,677543.7,1251753.2,49.541,2.752,47.706,0,"AM",14.068,54.128,0.338,NA,6
"W-Msc-215438","Conus legatus",NA,192843,"Unknown","LC","CONESNAILS",192843,"iucn",22474546.1,6098937.2,20963661,20.321,6.947,72.732,0,"AM",16.928,29.093,5.659,NA,8
"W-Msc-215541","Conus lividus",NA,192844,"Unknown","LC","CONESNAILS",192844,"iucn",34319306.3,15163344.8,31363635.7,35.176,9.016,55.808,0,"AM",17.351,48.347,8.466,NA,202
"W-Msc-426462","Conus consors",NA,192847,"Unknown","LC","CONESNAILS",192847,"iucn",22619682,8214914.8,21858672,32.752,3.435,63.813,0,"AM",16.934,37.582,5.9,NA,5
"W-Msc-215490","Conus balteatus",NA,192849,"Unknown","LC","CONESNAILS",192849,"iucn",21244942.4,5877519,20301892.2,23.124,4.51,72.366,0,"AM",16.872,28.951,5.48,NA,36
"W-Msc-215569","Conus virgo",NA,192853,"Unknown","LC","CONESNAILS",192853,"iucn",32299173.1,7759636.7,31172217.2,20.305,3.609,76.086,0,"AM",17.291,24.893,8.414,NA,93
"W-Msc-420220","Conus regius",NA,192869,"Unknown","LC","CONESNAILS",192869,"iucn",4723791.7,1342733.4,4387866.6,21.348,7.366,71.286,0,"AM",15.368,30.601,1.184,NA,13
"SLB-100581","Conus arenatus",NA,192870,"Unknown","LC","CONESNAILS",192870,"iucn",32130550.8,5610599.6,31734105.3,16.082,1.283,82.635,0,"AM",17.285,17.68,8.566,NA,5
"W-Msc-426444","Conus cardinalis",NA,192871,"Unknown","NT","CONESNAILS",192871,"iucn",2233829.8,1927756.4,460652.4,6.937,79.319,13.743,0,"IUCN",14.619,23.896,0.52,NA,9
"W-Msc-215454","Conus pertusus",NA,192879,"Unknown","LC","CONESNAILS",192879,"iucn",31797983,9686490.1,30459399.1,26.082,4.373,69.545,0,"AM",17.275,31.801,8.222,NA,25
"Fis-27753","Takifugu vermicularis",NA,193598,"Decreasing","NT","PUFFERFISH",193598,"iucn",2003165.9,673581.7,1850512.7,25.798,7.535,66.667,0,"AM",14.51,36.4,0.5,"Pufferfish",14
"Fis-35467","Arothron caeruleopunctatus",NA,193599,"Unknown","LC","PUFFERFISH",193599,"iucn",16112273.9,11049435.5,9283151.4,25.855,42.993,31.152,0,"IUCN",16.595,84.015,2.983,"Pufferfish",21
"Fis-145529","Takifugu bimaculatus",NA,193602,"Decreasing","LC","PUFFERFISH",193602,"iucn",4090957.8,3110912,1541186.6,13.655,60.552,25.793,0,"IUCN",15.224,49.541,0.84,"Pufferfish",6
"Fis-30893","Sphoeroides parvus",NA,193611,"Unknown","LC","PUFFERFISH",193611,"iucn",1547690,1402567.5,562985.6,27.355,63.225,9.42,0,"IUCN",14.252,40.14,0.379,"Pufferfish",97
"Fis-26899","Takifugu rubripes",NA,193612,"Decreasing","NT","PUFFERFISH",193612,"iucn",2491981.7,982126.1,2382094.2,34.974,4.103,60.923,0,"AM",14.729,41.23,0.643,"Pufferfish",19
"Fis-134060","Torquigener vicinus",NA,193614,"Unknown","LC","PUFFERFISH",193614,"iucn",491731.6,415408.9,171108.5,19.048,65.608,15.344,0,"IUCN",13.106,41.19,0.112,"Pufferfish",8
"Fis-26955","Torquigener hypselogeneion",NA,193621,"Unknown","LC","PUFFERFISH",193621,"iucn",20055408.3,13076641.3,12777477.8,28.474,37.173,34.353,0,"IUCN",16.814,97.712,3.53,"Pufferfish",74
"Fis-26889","Lagocephalus spadiceus",NA,193622,"Decreasing","LC","PUFFERFISH",193622,"iucn",24876596.7,16706590.1,21344106.8,52.35,14.797,32.853,0,"AM",17.029,78.273,5.761,"Pufferfish",102
"Fis-134077","Canthigaster papua",1,193623,"Unknown","LC","PUFFERFISH",193623,"iucn",13748534,6897368.2,11616504.2,34.501,15.686,49.813,0,"AM",16.436,59.376,3.136,"Pufferfish",38
"Fis-145527","Takifugu reticularis",NA,193624,"Decreasing","LC","PUFFERFISH",193624,"iucn",1275964.7,478488.1,805562,0.595,36.706,62.698,0,"AM",14.059,59.398,0.217,"Pufferfish",6
"Fis-134084","Lagocephalus suezensis",NA,193628,"Unknown","LC","PUFFERFISH",193628,"iucn",18764591.6,2468621.2,17016849.1,3.917,9.56,86.523,0,"AM",16.747,14.507,4.593,"Pufferfish",6
"Fis-23819","Sphoeroides spengleri",NA,193630,"Unknown","LC","PUFFERFISH",193630,"iucn",6457880.1,4105960.9,5831084.3,53.058,10.515,36.428,0,"AM",15.681,70.415,1.574,"Pufferfish",263
"Fis-127179","Contusus brevicaudus",NA,193631,"Unknown","LC","PUFFERFISH",193631,"iucn",1169013.2,837121.9,712719.1,32.842,37.895,29.263,0,"IUCN",13.972,85.139,0.226,"Pufferfish",53
"Fis-25618","Sphoeroides greeleyi",NA,193632,"Unknown","LC","PUFFERFISH",193632,"iucn",6187336.4,4496527.9,3373104.4,26.645,46.522,26.834,0,"IUCN",15.638,75.016,1.214,"Pufferfish",31
"Fis-29190","Torquigener pleurogramma",NA,193636,"Unknown","LC","PUFFERFISH",193636,"iucn",1921416,1221720,1459777.9,39.572,24.465,35.963,0,"AM",14.469,83.692,0.394,"Pufferfish",69
"Fis-127175","Torquigener andersonae",NA,193637,"Unknown","LC","PUFFERFISH",193637,"iucn",164499.1,109380,77896.3,13.846,52.308,33.846,0,"IUCN",12.011,71.216,0.03,"Pufferfish",7
"Fis-133901","Canthigaster axiologus",NA,193642,"Unknown","LC","PUFFERFISH",193642,"iucn",21570268.2,11851619.5,17561380.5,36.141,19.021,44.838,0,"AM",16.887,67.487,4.74,"Pufferfish",26
"Fis-26564","Colomesus psittacus",NA,193650,"Unknown","LC","PUFFERFISH",193650,"iucn",3899953.2,3199246.2,1978195,31.979,50.339,17.682,0,"IUCN",15.176,61.833,0.864,"Pufferfish",53
"Fis-28622","Canthigaster margaritata",NA,193655,"Unknown","LC","PUFFERFISH",193655,"iucn",4728443.3,4494819,619142.8,8.323,86.584,5.093,0,"IUCN",15.369,13.775,1.213,"Pufferfish",29
"Fis-26177","Canthigaster bennetti",NA,193656,"Unknown","LC","PUFFERFISH",193656,"iucn",26291623.8,10661246.9,23055481.6,28.033,12.347,59.621,0,"AM",17.085,46.242,6.223,"Pufferfish",147
"Fis-28766","Takifugu exascurus",NA,193659,"Stable","LC","PUFFERFISH",193659,"iucn",701855.8,477407.9,318031.8,13.553,53.114,33.333,0,"IUCN",13.461,66.616,0.129,"Pufferfish",5
"Fis-134051","Torquigener gloerfelti",NA,193660,"Unknown","LC","PUFFERFISH",193660,"iucn",8859093.6,8439992.8,1527406.1,12.648,82.503,4.849,0,"IUCN",15.997,18.097,2.278,"Pufferfish",5
"Fis-127185","Tetractenos glaber",NA,193661,"Unknown","LC","PUFFERFISH",193661,"iucn",2059567.3,1797498.8,745989.2,24.414,62.269,13.317,0,"IUCN",14.538,41.502,0.485,"Pufferfish",69
"Fis-26098","Arothron meleagris",NA,193662,"Stable","LC","PUFFERFISH",193662,"iucn",25160284.5,14868571.3,13891944.3,14.368,44.525,41.107,0,"IUCN",17.041,93.432,4.014,"Pufferfish",106
"Fis-26721","Canthigaster jactator",NA,193663,"Unknown","LC","PUFFERFISH",193663,"iucn",1284928.3,721947.8,682219.1,9.251,46.916,43.833,0,"IUCN",14.066,94.497,0.195,"Pufferfish",47
"Fis-26935","Lagocephalus lunaris",NA,193664,"Unknown","LC","PUFFERFISH",193664,"iucn",25479371.9,18909290.4,19699408.7,50.647,24.087,25.266,0,"AM",17.053,95.989,5.318,"Pufferfish",220
"Fis-55124","Takifugu flavidus",NA,193666,"Decreasing","NT","PUFFERFISH",193666,"iucn",1682095.2,1044581.8,680632.7,2.619,57.935,39.445,0,"IUCN",14.336,65.158,0.282,"Pufferfish",3
"Fis-27754","Takifugu porphyreus",NA,193667,"Unknown","LC","PUFFERFISH",193667,"iucn",2253158.5,344108.7,2153050.4,11.272,4.799,83.929,0,"AM",14.628,15.982,0.581,"Pufferfish",12
"Fis-26178","Canthigaster compressa",NA,193669,"Unknown","LC","PUFFERFISH",193669,"iucn",11438828.7,6988401.6,8086650.7,31.604,29.418,38.978,0,"AM",16.253,86.419,2.183,"Pufferfish",70
"Fis-134062","Torquigener paxtoni",NA,193670,"Unknown","LC","PUFFERFISH",193670,"iucn",833538,766036.9,186701,14.194,77.742,8.065,0,"IUCN",13.633,24.372,0.207,"Pufferfish",6
"Fis-26728","Arothron mappa",NA,193671,"Unknown","LC","PUFFERFISH",193671,"iucn",21542378.5,11750935.9,16763262.2,32.229,22.335,45.436,0,"AM",16.886,70.099,4.525,"Pufferfish",72
"Fis-34021","Torquigener parcuspinus",NA,193672,"Unknown","LC","PUFFERFISH",193672,"iucn",12381773.8,9332075.2,6460424,27.104,48.734,24.162,0,"IUCN",16.332,69.228,2.519,"Pufferfish",22
"Fis-26717","Canthigaster amboinensis",NA,193675,"Unknown","LC","PUFFERFISH",193675,"iucn",23610691.2,10772412.4,18416976.8,23.541,22.012,54.448,0,"AM",16.977,58.492,4.971,"Pufferfish",127
"Fis-29189","Omegophora armilla",NA,193676,"Unknown","LC","PUFFERFISH",193676,"iucn",1677851,1375274.5,1131390.3,49.55,31.982,18.468,0,"IUCN",14.333,82.267,0.371,"Pufferfish",108
"Fis-28092","Feroxodon multistriatus",NA,193677,"Unknown","LC","PUFFERFISH",193677,"iucn",10349295.8,8569495.9,3626860,17.806,65.192,17.002,0,"IUCN",16.152,42.323,2.313,"Pufferfish",82
"Fis-34404","Torquigener pallimaculatus",NA,193678,"Unknown","LC","PUFFERFISH",193678,"iucn",7799715.7,5894915.6,3837281,24.706,51.12,24.175,0,"IUCN",15.87,65.095,1.591,"Pufferfish",104
"Fis-63048","Marilyna pleurosticta",1,193686,"Unknown","LC","PUFFERFISH",193686,"iucn",2202901.8,1713544.9,1307475.9,37.634,39.919,22.446,0,"IUCN",14.605,76.302,0.463,"Pufferfish",45
"Fis-113028","Torquigener randalli",NA,193689,"Unknown","DD","PUFFERFISH",193689,"iucn",164777.9,164777.9,0,0,100,0,NA,"IUCN",12.012,0,0.044,"Pufferfish",6
"Fis-28768","Takifugu pardalis",NA,193693,"Unknown","LC","PUFFERFISH",193693,"iucn",2414614.7,1240651.6,1735589.7,23.779,25.796,50.425,0,"AM",14.697,71.483,0.468,"Pufferfish",25
"Fis-150910","Canthigaster natalensis",NA,193695,"Unknown","LC","PUFFERFISH",193695,"iucn",1661130.7,1333896.9,505718.5,11.032,68.861,20.107,0,"IUCN",14.323,37.913,0.36,"Pufferfish",7
"Fis-55216","Takifugu chrysops",NA,193696,"Stable","LC","PUFFERFISH",193696,"iucn",186422.2,37778.5,166254.2,9.589,10.959,79.452,0,"AM",12.136,22.723,0.045,"Pufferfish",3
"Fis-58037","Canthigaster pygmaea",NA,193697,"Unknown","LC","PUFFERFISH",193697,"iucn",643826.1,252421.9,619142.8,35.556,4,60.444,0,"AM",13.375,40.77,0.167,"Pufferfish",4
"Fis-141491","Sphoeroides tyleri",NA,193698,"Unknown","LC","PUFFERFISH",193698,"iucn",2993859.3,1414044.9,2241957.2,21.457,25.591,52.953,0,"AM",14.912,63.072,0.605,"Pufferfish",10
"Fis-25619","Arothron hispidus",1,193699,"Unknown","LC","PUFFERFISH",193699,"iucn",34728854.4,17046097.4,31262213.8,38.777,10.43,50.793,0,"AM",17.363,54.526,8.439,"Pufferfish",295
"Fis-60581","Torquigener flavimaculosus",NA,193703,"Unknown","LC","PUFFERFISH",193703,"iucn",5693066.4,4217012.8,3083863.9,27.059,48.382,24.559,0,"IUCN",15.555,73.129,1.138,"Pufferfish",20
"Fis-62637","Torquigener altipinnis",NA,193704,"Unknown","LC","PUFFERFISH",193704,"iucn",963960,455865.9,633310.5,13.008,36.585,50.407,0,"AM",13.779,71.981,0.171,"Pufferfish",17
"Fis-26249","Canthigaster rivulata",NA,193705,"Unknown","LC","PUFFERFISH",193705,"iucn",20657142.4,19421584.7,2998618.4,8.841,85.055,6.104,0,"IUCN",16.844,15.44,5.243,"Pufferfish",133
"Fis-28618","Canthigaster callisterna",NA,193709,"Unknown","LC","PUFFERFISH",193709,"iucn",1803640,1413472.9,764401.4,21.053,57.293,21.654,0,"IUCN",14.405,54.08,0.382,"Pufferfish",32
"Fis-35347","Canthigaster smithae",NA,193711,"Unknown","LC","PUFFERFISH",193711,"iucn",4530273.5,1423144.2,4014487.9,20.264,11.353,68.383,0,"AM",15.326,35.45,1.084,"Pufferfish",19
"Fis-163987","Arothron stellatus",1,193712,"Unknown","LC","PUFFERFISH",193712,"iucn",31238185.1,15942263.9,28145316.8,40.664,10.698,48.638,0,"AM",17.257,56.643,7.597,"Pufferfish",144
"Fis-26210","Arothron reticularis",NA,193716,"Unknown","LC","PUFFERFISH",193716,"iucn",19259546.7,9776639.4,17337248.9,40.527,10.527,48.946,0,"AM",16.774,56.391,4.68,"Pufferfish",63
"Fis-26839","Lagocephalus inermis",NA,193717,"Unknown","LC","PUFFERFISH",193717,"iucn",24279655.1,18663501.9,17012575.2,46.216,31.212,22.572,0,"IUCN",17.005,91.154,5.038,"Pufferfish",191
"Fis-64430","Lagocephalus guentheri",NA,193718,"Unknown","LC","PUFFERFISH",193718,"iucn",15901430.5,14525888.5,2715961,8.45,82.75,8.8,0,"IUCN",16.582,18.697,3.921,"Pufferfish",52
"Fis-58036","Arothron diadematus",NA,193722,"Unknown","LC","PUFFERFISH",193722,"iucn",914017.2,688899.5,619142.8,42.724,33.127,24.149,0,"IUCN",13.726,89.874,0.186,"Pufferfish",9
"Fis-35313","Canthigaster ocellicincta",NA,193723,"Unknown","LC","PUFFERFISH",193723,"iucn",13388575.4,9199672.3,7712750.8,26.094,42.812,31.094,0,"IUCN",16.41,83.837,2.483,"Pufferfish",35
"Fis-150216","Canthigaster jamestyleri",NA,193725,"Unknown","LC","PUFFERFISH",193725,"iucn",3197200.5,2028086.6,2012817.9,26.391,36.535,37.074,0,"AM",14.978,99.247,0.547,"Pufferfish",8
"Fis-26723","Canthigaster epilampra",NA,193733,"Unknown","LC","PUFFERFISH",193733,"iucn",17494149,9086512,12931821.1,25.716,26.127,48.157,0,"AM",16.677,70.265,3.491,"Pufferfish",40
"Fis-34019","Torquigener hicksi",NA,193735,"Unknown","DD","PUFFERFISH",193735,"iucn",6314608.1,6314608.1,0,0,100,0,NA,"IUCN",15.658,0,1.705,"Pufferfish",22
"Fis-127173","Torquigener perlevis",1,193741,"Unknown","LC","PUFFERFISH",193741,"iucn",1183202.1,992149.2,694616.5,42.998,40.295,16.708,0,"IUCN",13.984,70.011,0.268,"Pufferfish",10
"Fis-32650","Chelonodon laticeps",NA,193742,"Unknown","LC","PUFFERFISH",193742,"iucn",4813651.4,4062894.5,1266543.4,10.908,73.309,15.783,0,"IUCN",15.387,31.173,1.097,"Pufferfish",17
"Fis-26842","Amblyrhynchotes honckenii",NA,193747,"Unknown","LC","PUFFERFISH",193747,"iucn",18023092.3,17382209.2,1320087,3.897,92.541,3.562,0,"IUCN",16.707,7.594,4.692,"Pufferfish",84
"Fis-26722","Canthigaster coronata",NA,193749,"Unknown","LC","PUFFERFISH",193749,"iucn",10257370.5,9798698.1,631657.5,1.761,93.562,4.677,0,"IUCN",16.144,6.446,2.645,"Pufferfish",39
"Fis-25401","Ephippion guttifer",NA,193758,"Unknown","LC","PUFFERFISH",193758,"iucn",1709102,939113.1,1681944.9,52.211,1.531,46.259,0,"AM",14.351,55.835,0.454,"Pufferfish",95
"Fis-30892","Sphoeroides dorsalis",NA,193759,"Unknown","LC","PUFFERFISH",193759,"iucn",4381295.2,2557315.8,4320743.4,57.424,1.38,41.196,0,"AM",15.293,59.187,1.166,"Pufferfish",174
"Fis-127171","Torquigener squamicauda",NA,193760,"Unknown","LC","PUFFERFISH",193760,"iucn",2728681.4,2639225.2,336337.3,9.428,87.076,3.496,0,"IUCN",14.819,12.744,0.712,"Pufferfish",20
"Fis-23818","Sphoeroides nephelus",NA,193762,"Unknown","LC","PUFFERFISH",193762,"iucn",4177758.2,2809049.3,2783602.3,34.047,32.942,33.011,0,"AM",15.245,99.094,0.758,"Pufferfish",126
"Fis-26179","Canthigaster janthinoptera",NA,193766,"Unknown","LC","PUFFERFISH",193766,"iucn",27998224.8,12309597.9,23778505.2,28.71,15.159,56.132,0,"AM",17.148,51.768,6.419,"Pufferfish",210
"Fis-26843","Tylerius spinosissimus",NA,193769,"Unknown","LC","PUFFERFISH",193769,"iucn",21098047.6,11539329.9,13555434.5,18.417,37.536,44.047,0,"AM",16.865,85.127,3.659,"Pufferfish",77
"Fis-28989","Sphoeroides marmoratus",NA,193771,"Unknown","LC","PUFFERFISH",193771,"iucn",2642530.7,543024.7,2627431.1,18.925,0.538,80.538,0,"AM",14.787,20.668,0.709,"Pufferfish",8
"Fis-28767","Takifugu stictonotus",NA,193772,"Unknown","LC","PUFFERFISH",193772,"iucn",2349682.5,1415727.9,1657002.2,31.111,28.111,40.778,0,"AM",14.67,85.439,0.447,"Pufferfish",10
"Fis-26199","Canthigaster solandri",NA,193775,"Unknown","LC","PUFFERFISH",193775,"iucn",19677778.5,12275464.7,9925429.9,12.895,49.301,37.804,0,"IUCN",16.795,80.856,3.314,"Pufferfish",144
"Fis-145524","Takifugu snyderi",NA,193779,"Unknown","LC","PUFFERFISH",193779,"iucn",1034759.1,473875.9,993469.4,41.748,3.883,54.369,0,"AM",13.85,47.699,0.268,"Pufferfish",7
