am_sid,am_category,reviewed,sciname,name_verified
W-Msc-419641,NA,null,Simulamerelina caribaea,TRUE
W-Msc-506594,NA,null,Ennucula puelcha,TRUE
SLB-177015,NA,null,Antalis antillarum,TRUE
SLB-177016,NA,null,Paradentalium disparile,TRUE
SLB-177050,NA,null,Lyria beauii,TRUE
SLB-177056,NA,null,Peracle triacanthus,TRUE
W-Msc-532750,NA,null,Discopsis omalos,TRUE
W-Msc-419742,NA,null,Cleotrivia candidula,FALSE
W-Msc-419700,NA,null,Bostrycapulus aculeatus,TRUE
SLB-177101,NA,null,Stramonita cruentata,FALSE
SLB-177103,NA,null,Polygona infundibulum,TRUE
W-Msc-384729,NA,null,Odontocymbiola magellanica,TRUE
W-Msc-473978,NA,null,Prunum prunum,TRUE
SLB-177115,NA,null,Falsilunatia soluta,TRUE
W-Msc-197205,NA,null,Laevilitorina caliginosa,TRUE
W-Msc-532295,NA,null,Macoma inornata,TRUE
W-Msc-506215,NA,null,Malletia cumingii,TRUE
SLB-177155,NA,null,Stigmaulax cancellatus,TRUE
W-Msc-532413,NA,null,Armina muelleri,TRUE
W-Msc-532385,NA,null,Anatoma tenuis,TRUE
W-Msc-419575,NA,null,Barleeia creutzbergi,TRUE
W-Msc-420051,NA,null,Triplofusus giganteus,TRUE
W-Msc-533296,NA,null,Photinula coerulescens,TRUE
W-Msc-160377,NA,null,Melanella oleacea,TRUE
SLB-177233,NA,null,Hemipolygona cariniferus,FALSE
SLB-177242,NA,null,Chaetopleura peruviana,TRUE
W-Msc-234137,NA,null,Crepipatella dilatata,TRUE
W-Msc-533535,NA,null,Trochita pileus,TRUE
W-Msc-197336,NA,null,Onoba turqueti,TRUE
W-Msc-197516,NA,null,Trophon plicatus,TRUE
W-Msc-606556,NA,null,Adelomelon ancilla,TRUE
SLB-177267,NA,null,Pachycymbiola brasiliana,TRUE
W-Msc-140120,NA,null,Hydatina vesicaria,TRUE
W-Msc-140420,NA,null,Trophon clathratus,TRUE
SLB-177294,NA,null,Fusiturricula altenai,FALSE
W-Msc-181254,NA,null,Flabellina dushia,TRUE
W-Msc-420594,NA,null,Risbecia nyalya,TRUE
W-Msc-533411,NA,null,Sclerodoris prea,TRUE
SLB-177304,NA,null,Chromodoris neona,TRUE
W-Msc-420601,NA,null,Jorunna spazzola,TRUE
W-Msc-532799,NA,null,Eubranchus conicla,TRUE
SLB-177309,NA,null,Mexichromis kempfi,TRUE
W-Msc-197350,NA,null,Pellilitorina pellita,TRUE
W-Msc-420380,NA,null,Eucyclotoma stegeri,TRUE
SLB-177347,NA,null,Colpospirella algida,TRUE
W-Msc-420050,NA,null,Teralatirus ernesti,TRUE
SLB-177365,NA,null,Truncadaphne chrysoleuca,FALSE
SLB-177370,NA,null,Schwartziella chesnelii,TRUE
W-Msc-505963,NA,null,Aulacomya atra,TRUE
W-Msc-141235,NA,null,Alvania scrobiculata,TRUE
W-Msc-147146,NA,null,Scabrotrophon fabricii,TRUE
SLB-177377,NA,null,Colus kroeyeri,FALSE
W-Msc-532601,NA,null,Cheirodonta verbernei,TRUE
SLB-177385,NA,null,Favartia nucea,TRUE
SLB-177389,NA,null,Epitonium turritellula,FALSE
W-Msc-533115,NA,null,Zebina vitrinella,TRUE
W-Msc-533359,NA,null,Pyramidelloides carinatus,TRUE
SLB-177407,NA,null,Cymatium krebsii,TRUE
W-Msc-533267,NA,null,Persicula interruptolineata,TRUE
SLB-177429,NA,null,Fusinus chocolatus,TRUE
SLB-177430,NA,null,Petaloconchus mcgintyi,TRUE
SLB-177435,NA,null,Pelycidion megalomastomus,TRUE
W-Msc-533128,NA,null,Monogamus minibulla,TRUE
W-Msc-709505,NA,null,Cymakra dubia,FALSE
SLB-177445,NA,null,Polycera incognita,TRUE
W-Msc-197512,NA,null,Trophon geversianus,TRUE
W-Msc-405264,NA,null,Siratus cailleti,TRUE
SLB-177499,NA,null,Mysella miniuscula,TRUE
W-Msc-473974,NA,null,Prunum pellucidum,TRUE
SLB-177512,NA,null,Phlyctiderma semiasperum,FALSE
W-Msc-584317,NA,null,Falsilunatia patagonica,TRUE
SLB-188021,NA,null,Boreoscala magellanica,TRUE
W-Msc-532822,NA,null,Eumetula pulla,TRUE
W-Sca-532946,NA,null,Laevidentalium liodon,TRUE
SLB-177548,NA,null,Hemipolygona mcgintyi,TRUE
W-Msc-419771,NA,null,Stigmaulax cayennensis,TRUE
W-Msc-533271,NA,null,Persicula obesa,TRUE
W-Msc-419976,NA,null,Monostiolum tessellatum,TRUE
W-Msc-419943,NA,null,Phyllonotus oculatus,TRUE
W-Msc-420088,NA,null,Vexillum variatum,TRUE
W-Msc-558821,NA,null,Chicoreus spectrum,TRUE
SLB-177618,NA,null,Polygona brevicaudata,TRUE
W-Msc-511799,NA,null,Strombina pumilio,TRUE
W-Msc-555171,NA,null,Eucorys bartschi,TRUE
SLB-177661,NA,null,Polygona angulata,TRUE
W-Msc-419464,NA,null,Emiliotia rubrostriata,TRUE
W-Msc-159883,NA,null,Iothia radiata,TRUE
SLB-177684,NA,null,Strictispira drangai,TRUE
W-Msc-197351,NA,null,Pellilitorina setosa,TRUE
W-Msc-420662,NA,null,Ledella solidula,TRUE
W-Msc-197154,NA,null,Eatoniella glacialis,TRUE
W-Msc-532866,NA,null,Fusiturricula jaquensis,TRUE
W-Msc-405199,NA,null,Vokesimurex chrysostoma,TRUE
W-Msc-405271,NA,null,Siratus formosus,TRUE
W-Msc-405215,NA,null,Vokesimurex messorius,TRUE
W-Msc-141317,NA,null,Onoba mighelsii,FALSE
W-Msc-491217,NA,null,Pareuthria michaelseni,TRUE
SLB-177844,NA,null,Admete magellanica,TRUE
W-Msc-197144,NA,null,Diaphana paessleri,TRUE
W-Msc-197030,NA,null,Amauropsis aureolutea,TRUE
W-Msc-197309,NA,null,Nothoadmete antarctica,TRUE
W-Msc-197138,NA,null,Cylichna georgiana,TRUE
SLB-177886,NA,null,Trophon truncatus,FALSE
W-Msc-419907,NA,null,Mesophora novem,TRUE
W-Msc-406367,NA,null,Attiliosa aldridgei,TRUE
SLB-177939,NA,null,Oscilla somersi,FALSE
W-Msc-139712,NA,null,Eccliseogyra nitida,TRUE
W-Msc-419798,NA,null,Cylindriscala andrewsii,TRUE
W-Msc-141315,NA,null,Onoba leptalea,TRUE
W-Msc-405222,NA,null,Vokesimurex olssoni,TRUE
W-Msc-419389,NA,null,Echinogurges clavatus,TRUE
SLB-178029,NA,null,Falsimohnia albozonata,TRUE
W-Msc-197342,NA,null,Paradmete fragillima,TRUE
W-Msc-490727,NA,null,Antillophos smithi,TRUE
SLB-178155,NA,null,Vexillum cubanum,TRUE
W-Msc-389976,NA,null,Hypselodoris lilyeveae,TRUE
W-Msc-532789,NA,null,Egila virginiae,TRUE
W-Msc-532814,NA,null,Eulimastoma surinamense,TRUE
W-Msc-241254,NA,null,Tritonia challengeriana,TRUE
W-Msc-197270,NA,null,Marseniopsis pacifica,TRUE
W-Msc-370549,NA,null,Doridoxa ingolfiana,TRUE
SLB-178262,NA,null,Siphonaria lessoni,TRUE
W-Msc-181244,NA,null,Eubranchus leopoldoi,TRUE
W-Msc-197073,NA,null,Brookula powelli,TRUE
W-Msc-606558,NA,null,Adelomelon riosi,TRUE
W-Msc-384739,NA,null,Odontocymbiola pescalia,TRUE
SLB-178364,NA,null,Casmaria atlantica,TRUE
W-Msc-419775,NA,null,Bursa natalensis,TRUE
W-Msc-419448,NA,null,Callogaza watsoni,TRUE
SLB-178451,NA,null,Eulima fusus,TRUE
W-Msc-399266,NA,null,Trophon lacunellus,FALSE
W-Msc-420092,NA,null,Mitra antillensis,TRUE
SLB-178462,NA,null,Ovulactaeon meekii,TRUE
W-Msc-448231,NA,null,Olivella myrmecoon,TRUE
W-Msc-533258,NA,null,Pendroma perplexa,TRUE
W-Msc-197079,NA,null,Bulbus carcellesi,TRUE
W-Msc-197080,NA,null,Bulbus scotianus,TRUE
W-Msc-532850,NA,null,Fissurellidea megatrema,TRUE
SLB-178618,NA,null,Lyria leonardi,TRUE
SLB-178754,NA,null,Eulimostraca encalada,TRUE
W-Msc-419892,NA,null,Cosmotriphora arnoldoi,TRUE
W-Msc-532913,NA,null,Hummelinckiella borinquensis,TRUE
W-Msc-388687,NA,null,Patelloida perfestiva,FALSE
W-Msc-491117,NA,null,Metula lintea,TRUE
SLB-178920,NA,null,Fusinus benjamini,TRUE
W-Msc-197409,NA,null,Prosipho hunteri,TRUE
W-Msc-428256,LC,null,Conus pusio,TRUE
W-Msc-246651,NA,null,Cuvierina cancapae,TRUE
W-Msc-533265,NA,null,Persicula cordorae,TRUE
W-Msc-146868,NA,null,Cylichna magna,TRUE
SLB-179136,NA,null,Hypselodoris ruthae,TRUE
SLB-179149,NA,null,Berghia creutzbergi,TRUE
W-Msc-533390,NA,null,Rostanga byga,TRUE
SLB-179174,NA,null,Oliva bewleyi,TRUE
SLB-179220,NA,null,Cylindrobulla gigas,TRUE
W-Msc-532805,NA,null,Euchelus hummelincki,TRUE
W-Msc-532439,NA,null,Benthonellania donmoorei,TRUE
W-Msc-532717,NA,null,Cylichna krebsii,TRUE
SLB-179288,NA,null,Petaloconchus floridanus,TRUE
W-Msc-533455,NA,null,Stephopoma myrakeenae,TRUE
W-Msc-533274,NA,null,Persicula weberi,TRUE
SLB-179424,NA,null,Conus brunneobandatus,FALSE
W-Msc-533162,NA,null,Natica menkeana,TRUE
W-Msc-533432,NA,null,Solariella kempi,TRUE
W-Msc-197111,NA,null,Chlanidota signeyana,TRUE
W-Msc-532518,NA,null,Calliostoma fernandezi,TRUE
W-Msc-533235,NA,null,Oocorys clericus,TRUE
W-Msc-532875,NA,null,Gaza olivacea,TRUE
W-Msc-532549,NA,null,Calliotropis globosa,TRUE
W-Msc-532506,NA,null,Calliostoma argentum,TRUE
W-Msc-532507,NA,null,Calliostoma axelolssoni,TRUE
W-Msc-532512,NA,null,Calliostoma cnidophilum,TRUE
SLB-179718,NA,null,Macromphalina apexplanum,TRUE
SLB-179721,NA,null,Macromphalina garcesi,TRUE
W-Msc-458335,NA,null,Spinosipella agnes,TRUE
W-Msc-532953,NA,null,Lamellaria patagonica,TRUE
W-Msc-533513,NA,null,Triphora atlantica,TRUE
SLB-179920,NA,null,Typhis expansus,TRUE
W-Msc-532529,NA,null,Calliostoma modestulum,TRUE
W-Msc-197401,NA,null,Prosipho contrarius,TRUE
W-Msc-197060,NA,null,Bathydoris clavigera,TRUE
W-Msc-532607,NA,null,Chromodoris grahami,TRUE
SLB-179982,NA,null,Hindsiclava rosenstielana,FALSE
W-Msc-507043,NA,null,Xylophaga clenchi,TRUE
W-Msc-387689,NA,null,Xylophaga gerda,TRUE
W-Msc-387693,NA,null,Xylophaga whoi,TRUE
SLB-180004,NA,null,Cerithiopsis cruzana,TRUE
W-Msc-389074,NA,null,Dacrydium leucoguttatum,TRUE
W-Msc-160143,NA,null,Buccinum finmarkianum,TRUE
W-Msc-408034,NA,null,Pygmaepterys germainae,TRUE
W-Msc-406218,NA,null,Pterynotus havanensis,TRUE
W-Msc-142010,NA,null,Yoldiella solidula,TRUE
W-Msc-399134,NA,null,Trophon acanthodes,TRUE
SLB-181355,NA,null,Oradarea megalops,TRUE
SLB-181357,NA,null,Oradarea tricarinata,TRUE
SLB-181358,NA,null,Oradarea tridentata,TRUE
SLB-181364,NA,null,Gondogeneia simplex,TRUE
SLB-181394,NA,null,Prostebbingia serrata,TRUE
SLB-181397,NA,null,Schraderia acuticauda,TRUE
SLB-181470,NA,null,Ceradocopsis kergueleni,TRUE
SLB-181473,NA,null,Echiniphimedia scotti,TRUE
SLB-181484,NA,null,Gnathiphimedia incerta,TRUE
SLB-181486,NA,null,Gnathiphimedia macrops,TRUE
SLB-181487,NA,null,Gnathiphimedia mandibularis,TRUE
W-Ase-177924,NA,null,Odontaster penicillatus,TRUE
SLB-181516,NA,null,Iphimediella microdentata,TRUE
SLB-181554,NA,null,Orchomenella pinguides,TRUE
W-Msc-420653,NA,null,Amphioctopus burryi,TRUE
W-Bry-173332,NA,null,Paracellaria wandeli,TRUE
SLB-181592,NA,null,Parapanoploea longirostris,TRUE
SLB-181605,NA,null,Lepechinella drygalskii,TRUE
SLB-181614,NA,null,Phrixometra nutrix,TRUE
W-Por-170639,NA,null,Polymastia invaginata,TRUE
SLB-181619,NA,null,Podocerus capillimanus,TRUE
SLB-181620,NA,null,Liljeborgia kerguelenensis,TRUE
W-Por-170680,NA,null,Sphaerotylus antarcticus,TRUE
W-Ech-160832,NA,null,Tripylaster philippii,TRUE
SLB-181722,NA,null,Cheirimedon similis,TRUE
SLB-181753,NA,null,Orchomenella franklini,TRUE
SLB-181766,NA,null,Orchomenyx macronyx,TRUE
SLB-181773,NA,null,Pseudorchomene coatsi,TRUE
SLB-181806,NA,null,Tryphosella bispinosa,TRUE
SLB-181923,NA,null,Ultimachelium nichollsi,TRUE
SLB-181933,NA,null,Sophrosyne antarctica,TRUE
SLB-181978,NA,null,Cicadosa cicadoides,TRUE
SLB-181989,NA,null,Uristes georgianus,TRUE
W-Pol-173673,NA,null,Aglaophamus macroura,TRUE
W-Bry-174021,NA,null,Hornera smitti,TRUE
W-Bry-471921,NA,null,Isosecuriflustra angusta,TRUE
SLB-182046,NA,null,Figularia spatulata,FALSE
W-Bry-173319,NA,null,Melicerita latilaminata,TRUE
SLB-182144,NA,null,Oediceroides similis,TRUE
SLB-182149,NA,null,Metopoides heterostylis,TRUE
SLB-182298,NA,null,Torometopa crenatipalmata,TRUE
SLB-182152,NA,null,Torometopa dentimanus,TRUE
SLB-182158,NA,null,Solanometra antarctica,TRUE
SLB-182272,NA,null,Oediceroides newnesi,TRUE
W-Por-194279,NA,null,Tedania spinata,TRUE
W-Por-168253,NA,null,Biemna chilensis,TRUE
W-Por-165983,NA,null,Halicnemia papillosa,TRUE
W-Oct-409495,NA,null,Primnoella chilensis,TRUE
SLB-182280,NA,null,Thouarella koellikeri,TRUE
SLB-182282,NA,null,Pagetina antarctica,TRUE
SLB-182283,NA,null,Pagetina genarum,TRUE
SLB-182284,NA,null,Pseudharpinia obtusifrons,TRUE
SLB-182285,NA,null,Cephalophoxoides kergueleni,TRUE
NZ-6407,NA,null,Urothoides lachneessa,TRUE
SLB-182288,NA,null,Stegosoladidus ingens,TRUE
SLB-182289,NA,null,Stegocephalina pacis,TRUE
SLB-182292,NA,null,Mesoproboloides spinosa,TRUE
W-Msc-549862,NA,null,Coralliophila latilirata,TRUE
W-Msc-511779,NA,null,Euplica loisae,TRUE
W-Msc-403732,NA,null,Morum ponderosum,TRUE
W-Msc-215452,NA,null,Conus nanus,TRUE
SLB-182429,NA,null,Cletocythereis watsonae,TRUE
SLB-182623,NA,null,Pauliella horrida,FALSE
W-Ase-292795,NA,null,Pharia pyramidata,TRUE
W-Ase-292797,NA,null,Phataria unifascialis,TRUE
W-Ase-254919,NA,null,Nidorellia armata,TRUE
W-Oph-243693,NA,null,Ophiolepis grisea,TRUE
W-Oph-243251,NA,null,Diopederma daniana,TRUE
SLB-182659,NA,null,Bunodactis hermaphroditica,TRUE
W-Oph-243647,NA,null,Ophioderma teres,TRUE
W-Oph-245472,NA,null,Microphiopholis geminata,TRUE
W-Ech-513163,NA,null,Centrocidaris doederleini,TRUE
W-Hyd-231564,NA,null,Hebella striata,TRUE
W-Ech-513138,NA,null,Astropyga pulvinata,TRUE
W-Ech-513223,NA,null,Diadema mexicanum,TRUE
W-Ech-513609,NA,null,Toxopneustes roseus,TRUE
W-Ech-513244,NA,null,Echinometra vanbrunti,TRUE
W-Ech-513386,NA,null,Mellitella stokesii,TRUE
W-Ech-513095,NA,null,Agassizia scrobiculata,TRUE
W-Hol-148777,NA,null,Pelagothuria natatrix,TRUE
W-Oct-286226,NA,null,Leptogorgia cuspidata,TRUE
W-Oct-286271,NA,null,Leptogorgia ramulus,TRUE
W-Oct-286273,NA,null,Leptogorgia rigida,TRUE
W-Oct-290566,NA,null,Pacifigorgia adamsii,TRUE
W-Msc-689282,NA,null,Emarginula dilecta,TRUE
W-Msc-713885,NA,null,Nerita morio,TRUE
SLB-182950,NA,null,Rissoina heronensis,FALSE
SLB-182953,NA,null,Rissoina tenuistriata,TRUE
W-Msc-593533,NA,null,Rissoina schubelae,FALSE
SLB-182972,NA,null,Lophocochlias minutissimus,TRUE
SLB-183243,NA,null,Calliostoma tosaense,TRUE
SLB-183333,NA,null,Lepechinella wolffi,TRUE
SLB-183335,NA,null,Orchomene gerulicorbis,TRUE
SLB-183337,NA,null,Oediceroides wolffi,TRUE
SLB-183340,NA,null,Pardaliscoides longicaudatus,TRUE
NZ-6299,NA,null,Princaxelia abyssalis,TRUE
SLB-183342,NA,null,Scopelocheirus schellenbergi,TRUE
NZ-24281,NA,null,Glyptometra inaequalis,TRUE
W-Oph-243603,NA,null,Ophiocreas sibogae,TRUE
W-Ase-414182,NA,null,Patiriella oliveri,TRUE
SLB-183470,NA,null,Coscinasterias edmondi,TRUE
W-Oph-243154,NA,null,Astroceras elegans,TRUE
SLB-183480,NA,null,Asteroporpa australiensis,TRUE
wp-126817,NA,null,Rhabdadenia biflora,TRUE
W-Msc-387373,NA,null,Propeamussium alcocki,TRUE
SLB-183508,NA,null,Conocarpus erectus,TRUE
SLB-183538,NA,null,Valettietta anacantha,TRUE
W-Msc-393632,NA,null,Talochlamys pulleineana,TRUE
W-Ech-513406,NA,null,Mortonia polyporus,TRUE
W-Oph-243881,NA,null,Ophionereis fasciata,TRUE
SLB-183658,NA,null,Asteropsis lissoterga,TRUE
SLB-183706,NA,null,Cymatium dunkeri,TRUE
SLB-183774,NA,null,Krithe antisawanensis,TRUE
SLB-183814,NA,null,Cylindryllioides mawsoni,TRUE
W-Iso-345000,NA,null,Notopais magnifica,TRUE
W-Bch-441590,NA,null,Leptomaia tuberculata,TRUE
ITS-684711,NA,null,Corallianassa articulata,TRUE
W-Bch-444033,NA,null,Gaillardiellus bathus,TRUE
W-Msc-578482,NA,null,Merelina pisinna,TRUE
W-Msc-594563,NA,null,Euprotomus vomer,TRUE
W-Bch-442544,NA,null,Pilumnus novaezealandiae,TRUE
W-Bch-440963,NA,null,Goneplacoides marivenae,TRUE
NZ-7397,NA,null,Porcellanopagurus tridentatus,TRUE
W-Bch-444394,NA,null,Zosimus actaeoides,TRUE
W-Msc-428154,LC,null,Conus howelli,TRUE
W-Bra-595672,NA,null,Minutella minuta,FALSE
SLB-184568,NA,null,Pagurixus kermadecensis,TRUE
W-Bch-441124,NA,null,Ebalia humilis,TRUE
SLB-184636,LC,null,Thaumastocheles dochmiodon,TRUE
NZ-7248,NA,null,Stylodactyloides crosnieri,TRUE
W-Oph-243123,NA,null,Asteroschema migrator,TRUE
SLB-184677,DD,null,Willemoesia pacifica,TRUE
SLB-184687,NA,null,Munida kapala,TRUE
SLB-184688,NA,null,Munida psylla,TRUE
SLB-184689,NA,null,Paramunida antipodes,TRUE
SLB-184691,NA,null,Paralomis staplesi,TRUE
NZ-7394,NA,null,Porcellanopagurus chiltoni,TRUE
SLB-184702,NA,null,Cheiroplatea pumicicola,TRUE
NZ-7418,NA,null,Trizocheles brachyops,TRUE
W-Bch-441003,NA,null,Thyraplax truncata,TRUE
W-Bch-441013,NA,null,Intesius richeri,TRUE
W-Oph-243145,NA,null,Astrobrachion adhaerens,TRUE
W-Oph-124956,NA,null,Ophiocreas oedipus,TRUE
W-Bch-442270,NA,null,Garthambrus allisoni,TRUE
W-Bch-442280,NA,null,Garthambrus tani,TRUE
W-Bch-211051,NA,null,Calocarcinus africanus,TRUE
SLB-184751,NA,null,Ceratonereis articulata,TRUE
W-Pol-332893,NA,null,Aglaophamus elamellatus,TRUE
SLB-184799,LC,null,Polycheles amemiyai,TRUE
SLB-184803,LC,null,Polycheles martini,TRUE
SLB-184805,LC,null,Polycheles tanneri,TRUE
SLB-184828,LC,null,Stereomastis helleri,TRUE
SLB-184832,LC,null,Stereomastis phosphorus,TRUE
SLB-184834,LC,null,Stereomastis polita,TRUE
SLB-184911,LC,null,Eduarctus reticulatus,TRUE
SLB-185177,NA,null,Podocerus danae,TRUE
W-Por-169300,NA,null,Kirkpatrickia variolosa,TRUE
W-Hol-529710,NA,null,Trachythyone lechleri,TRUE
SLB-185271,NA,null,Haliclona tenella,TRUE
W-Bry-472078,NA,null,Eupaxia quadrata,TRUE
SLB-185460,NA,null,Nealocythere schornikovi,TRUE
SLB-185462,NA,null,Sclerochilus kerguelensis,TRUE
SLB-185463,NA,null,Sclerochilus meridionalis,TRUE
SLB-186033,NA,null,Sinezona ferriezi,TRUE
W-Msc-414596,NA,null,Trimusculus odhneri,TRUE
W-Msc-716495,NA,null,Pilosabia trigona,TRUE
SLB-188977,NA,null,Mesodasys brittanica,TRUE
SLB-186981,NA,null,Ischnochiton pusio,TRUE
W-Msc-505416,NA,null,Acesta patagonica,TRUE
W-Bch-444444,NA,null,Discoplax hirtipes,TRUE
SLB-187057,NA,null,Squilla aculeata,TRUE
SLB-187059,NA,null,Parasquilla similis,TRUE
W-Bch-210170,NA,null,Actumnus setifer,TRUE
W-Msc-546855,NA,null,Diloma nigerrima,TRUE
W-Msc-476431,NA,null,Argobuccinum ranelliforme,TRUE
SLB-187289,NA,null,Nassarius gayii,TRUE
MFW-9081,NA,null,Marinula pepita,TRUE
SLB-187396,NA,null,Leptoseris troglodyta,FALSE
SLB-187431,NA,null,Pagurus villosus,TRUE
W-Bch-445026,NA,null,Pinnixa bahamondei,TRUE
W-Msc-532851,NA,null,Fissurellidea patagonica,TRUE
W-Ase-378839,NA,null,Stichaster striatus,TRUE
SLB-187624,NA,null,Gitanopsis desmondi,TRUE
SLB-187629,NA,null,Orchomenella chilensis,TRUE
SLB-187635,NA,null,Transorchestia chiliensis,TRUE
SLB-187637,NA,null,Orchestoidea tuberculata,TRUE
W-Ase-178786,NA,null,Anasterias antarctica,TRUE
W-Ase-177946,NA,null,Asterina fimbriata,TRUE
W-Oph-243922,NA,null,Ophiophragmus chilensis,TRUE
W-Oph-236037,NA,null,Ophiactis asperula,TRUE
W-Bry-472336,NA,null,Catadysis pygmaeum,TRUE
W-Ase-368324,NA,null,Mimastrella cognata,TRUE
W-Ase-178021,NA,null,Poraniopsis echinaster,TRUE
W-Ase-172787,NA,null,Lophaster stellans,TRUE
W-Ase-178573,NA,null,Pteraster gibber,TRUE
W-Ase-178580,NA,null,Peribolaster folliculatus,TRUE
W-Ase-172678,NA,null,Cosmasterias lurida,TRUE
W-Ase-255042,NA,null,Meyenaster gelatinosus,TRUE
W-Hyd-174502,NA,null,Antarctoscyphus asymmetricus,TRUE
W-Hol-174123,NA,null,Chiridota pisanii,TRUE
W-Hyd-284128,NA,null,Gymnangium japonicum,TRUE
W-Msc-595506,NA,null,Lasaea hawaiiensis,FALSE
W-Msc-473059,NA,null,Argyropeza leucocephala,TRUE
W-Msc-506675,NA,null,Nucula hawaiensis,TRUE
W-Bch-444718,NA,null,Cyclograpsus longipes,TRUE
W-Bch-440391,NA,null,Platepistoma balssii,TRUE
W-Bch-443883,NA,null,Trapezia punctimanus,TRUE
W-Bch-443874,NA,null,Trapezia areolata,TRUE
W-Bch-441026,NA,null,Progeryon mararae,TRUE
SLB-188305,NA,null,Plesionika fenneri,TRUE
W-Msc-504422,NA,null,Calloarca nuttingi,TRUE
SLB-188343,NA,null,Paragiopagurus wallisi,TRUE
W-Msc-393274,NA,null,Pascahinnites pasca,TRUE
W-Msc-457735,NA,null,Spondylus orstomi,TRUE
SLB-188529,NA,null,Munida intermedia,TRUE
W-Msc-505278,NA,null,Basterotia lutea,TRUE
W-Msc-381555,NA,null,Frigidocardium thaanumi,TRUE
W-Oct-378316,NA,null,Calcigorgia spiculifera,TRUE
W-Msc-505373,NA,null,Kelliella rotunda,TRUE
SLB-188852,NA,null,Waldo arthuri,FALSE
W-Ase-370831,NA,null,Pseudarchaster alascensis,TRUE
W-Msc-581816,NA,null,Doris montereyensis,TRUE
SLB-188982,NA,null,Calcinus orchidae,TRUE
SLB-188983,NA,null,Ciliopagurus vakovako,TRUE
W-Msc-437365,NA,null,Echinolittorina cinerea,TRUE
SLB-189205,NA,null,Gnathophyllum panamense,TRUE
W-Msc-579084,NA,null,Montereina nobilis,TRUE
W-Oph-242722,NA,null,Amphiophiura pacifica,TRUE
W-Oph-244366,NA,null,Stegophiura carinata,TRUE
W-Oph-243915,NA,null,Ophiopholis japonica,TRUE
W-Oph-243916,NA,null,Ophiopholis kennerlyi,TRUE
W-Pol-129782,NA,null,Ampharete petersenae,TRUE
W-Bch-441511,NA,null,Acanthophrys cristimanus,TRUE
W-Bch-209052,NA,null,Actaeodes consobrinus,TRUE
W-Bch-444119,NA,null,Alainodaeus akiaki,TRUE
W-Bch-444122,NA,null,Alainodaeus nuku,TRUE
SLB-189538,NA,null,Albunea bulla,TRUE
SLB-189539,NA,null,Albunea elioti,TRUE
SLB-189540,NA,null,Alpheopsis yaldwyni,TRUE
SLB-189542,NA,null,Alpheus bradypus,TRUE
SLB-189545,NA,null,Alpheus idiocheles,TRUE
SLB-189547,NA,null,Alpheus microscaphis,TRUE
SLB-189549,NA,null,Alpheus ochrostriatus,TRUE
SLB-189550,NA,null,Alpheus perplexus,TRUE
SLB-189551,NA,null,Alpheus randalli,TRUE
SLB-189561,NA,null,Athanas rhothionastes,TRUE
SLB-189563,NA,null,Axianassa heardi,FALSE
SLB-189564,NA,null,Axianassa ngochoae,TRUE
SLB-189565,NA,null,Axiopsis pica,TRUE
SLB-189567,NA,null,Bathynarius albicinctus,TRUE
SLB-189569,NA,null,Bathynarius pacificus,TRUE
W-Bch-440307,NA,null,Calappa sebastieni,TRUE
SLB-189572,NA,null,Calcinus albengai,TRUE
SLB-189573,NA,null,Calcinus anani,TRUE
SLB-189577,NA,null,Calcinus nitidus,TRUE
SLB-189578,NA,null,Calcinus revi,TRUE
W-Bch-211050,NA,null,Calocarcinus habei,TRUE
W-Bch-208779,NA,null,Caphyra rotundifrons,TRUE
W-Bch-208780,NA,null,Caphyra unidentata,TRUE
W-Bch-440939,NA,null,Carcinoplax abyssicola,TRUE
W-Bch-440956,NA,null,Carcinoplax velutina,TRUE
SLB-189595,NA,null,Catapagurus ensifer,TRUE
W-Por-165313,NA,null,Dactylospongia metachromia,TRUE
SLB-189630,NA,null,Conus vicweei,TRUE
SLB-189632,NA,null,Cheramus sibogae,TRUE
SLB-189633,NA,null,Chlorocurtis jactans,TRUE
SLB-189636,NA,null,Ciliopagurus galzini,TRUE
SLB-189638,NA,null,Ciliopagurus pacificus,TRUE
W-Bch-444288,NA,null,Lioxanthodes alcocki,TRUE
W-Bch-444379,NA,null,Lophozozymus edwardsi,TRUE
SLB-189654,NA,null,Clibanarius rhabdodactylus,TRUE
W-Bch-557903,NA,null,Cycloachelous suborbicularis,TRUE
SLB-189679,NA,null,Holothuria coronopertusa,TRUE
W-Bch-211059,NA,null,Dacryopilumnus eremita,TRUE
W-Bch-442225,NA,null,Daldorfia dimorpha,TRUE
W-Bch-442229,NA,null,Daldorfia leprosa,TRUE
SLB-189686,NA,null,Dardanus robustus,TRUE
W-Bch-211040,NA,null,Demania garthi,TRUE
W-Bch-444245,NA,null,Demania mortenseni,TRUE
W-Bch-209528,NA,null,Ebaliopsis erosa,TRUE
W-Bch-441751,NA,null,Elamena mathoei,TRUE
W-Bch-440440,NA,null,Ethusa hawaiiensis,TRUE
W-Bch-440444,NA,null,Ethusa indonesiensis,TRUE
W-Bch-389553,NA,null,Ethusina crenulata,TRUE
W-Bch-389554,NA,null,Ethusina huilianae,TRUE
W-Bch-441416,NA,null,Urnalana purarensis,TRUE
SLB-190037,NA,null,Eucalliax aequimana,TRUE
SLB-190043,NA,null,Galathea amamiensis,TRUE
