spp_group,iucn_sid,iucn_subpop,spatial_source,sciname,name_verified,class
CONESNAILS,192785,NA,iucn,Africonus regonae,TRUE,Gastropoda
CONESNAILS,192786,NA,iucn,Conus arenatus,TRUE,Gastropoda
CONESNAILS,192787,NA,iucn,Conus fijisulcatus,TRUE,Gastropoda
CONESNAILS,192788,NA,iucn,Conus bahamensis,FALSE,Gastropoda
CONESNAILS,192789,NA,iucn,Conus tulipa,TRUE,Gastropoda
CONESNAILS,192790,NA,iucn,Conus trigonus,TRUE,Gastropoda
CONESNAILS,192791,NA,iucn,Conus helgae,TRUE,Gastropoda
CONESNAILS,192792,NA,iucn,Conus typhon,TRUE,Gastropoda
CONESNAILS,192793,NA,iucn,Conus cylindraceus,TRUE,Gastropoda
CONESNAILS,192794,NA,iucn,Conus magus,TRUE,Gastropoda
CONESNAILS,192795,NA,iucn,Conus boschorum,TRUE,Gastropoda
CONESNAILS,192796,NA,iucn,Conus musicus,TRUE,Gastropoda
CONESNAILS,192797,NA,iucn,Conus thalassiarchus,TRUE,Gastropoda
CONESNAILS,192798,NA,iucn,Conus patae,TRUE,Gastropoda
CONESNAILS,192799,NA,iucn,Conus namocanus,TRUE,Gastropoda
CONESNAILS,192800,NA,iucn,Conus ciderryi,TRUE,Gastropoda
CONESNAILS,192801,NA,iucn,Conus guidopoppei,TRUE,Gastropoda
CONESNAILS,192802,NA,iucn,Conus dondani,TRUE,Gastropoda
CONESNAILS,192803,NA,iucn,Conus angasi,TRUE,Gastropoda
CONESNAILS,192804,NA,iucn,Conus acutimarginatus,FALSE,Gastropoda
CONESNAILS,192805,NA,iucn,Conus archetypus,TRUE,Gastropoda
CONESNAILS,192806,NA,iucn,Conus kiicumulus,TRUE,Gastropoda
CONESNAILS,192807,NA,iucn,Conus bajanensis,TRUE,Gastropoda
CONESNAILS,192808,NA,iucn,Conus grahami,TRUE,Gastropoda
CONESNAILS,192809,NA,iucn,Conus ceruttii,TRUE,Gastropoda
CONESNAILS,192810,NA,iucn,Conus chrysocestus,TRUE,Gastropoda
CONESNAILS,192811,NA,iucn,Conus planorbis,TRUE,Gastropoda
CONESNAILS,192812,NA,iucn,Conus quercinus,TRUE,Gastropoda
CONESNAILS,192813,NA,iucn,Conus floccatus,TRUE,Gastropoda
CONESNAILS,192814,NA,iucn,Conus rainesae,TRUE,Gastropoda
CONESNAILS,192815,NA,iucn,Conus auricomus,TRUE,Gastropoda
CONESNAILS,192816,NA,iucn,Conus ximenes,TRUE,Gastropoda
CONESNAILS,192817,NA,iucn,Conus kulkulcan,TRUE,Gastropoda
CONESNAILS,192818,NA,iucn,Conus deynzerorum,TRUE,Gastropoda
CONESNAILS,192819,NA,iucn,Conus omaria,TRUE,Gastropoda
CONESNAILS,192820,NA,iucn,Conus caracteristicus,TRUE,Gastropoda
CONESNAILS,192821,NA,iucn,Conus lizarum,TRUE,Gastropoda
CONESNAILS,192822,NA,iucn,Conus columba,TRUE,Gastropoda
CONESNAILS,192823,NA,iucn,Conus fernandesi,TRUE,Gastropoda
CONESNAILS,192824,NA,iucn,Conus nimbosus,TRUE,Gastropoda
CONESNAILS,192825,NA,iucn,Conus colorovariegatus,TRUE,Gastropoda
CONESNAILS,192826,NA,iucn,Conus gordyi,TRUE,Gastropoda
CONESNAILS,192827,NA,iucn,Conus penchaszadehi,TRUE,Gastropoda
CONESNAILS,192828,NA,iucn,Conus fragilissimus,TRUE,Gastropoda
CONESNAILS,192829,NA,iucn,Conus circumcisus,TRUE,Gastropoda
CONESNAILS,192830,NA,iucn,Conus carnalis,TRUE,Gastropoda
CONESNAILS,192831,NA,iucn,Conus centurio,TRUE,Gastropoda
CONESNAILS,192832,NA,iucn,Conus illawarra,TRUE,Gastropoda
CONESNAILS,192833,NA,iucn,Conus broderipii,TRUE,Gastropoda
CONESNAILS,192834,NA,iucn,Conus scalptus,TRUE,Gastropoda
CONESNAILS,192835,NA,iucn,Conus fulmen,TRUE,Gastropoda
CONESNAILS,192836,NA,iucn,Conus eversoni,TRUE,Gastropoda
CONESNAILS,192837,NA,iucn,Conus archon,TRUE,Gastropoda
CONESNAILS,192838,NA,iucn,Conus timorensis,TRUE,Gastropoda
CONESNAILS,192839,NA,iucn,Conus tiaratus,TRUE,Gastropoda
CONESNAILS,192840,NA,iucn,Conus ignotus,FALSE,Gastropoda
CONESNAILS,192841,NA,iucn,Conus iberogermanicus,TRUE,Gastropoda
CONESNAILS,192842,NA,iucn,Conus ione,TRUE,Gastropoda
CONESNAILS,192843,NA,iucn,Conus legatus,TRUE,Gastropoda
CONESNAILS,192844,NA,iucn,Conus lividus,TRUE,Gastropoda
CONESNAILS,192845,NA,iucn,Conus guanche,TRUE,Gastropoda
CONESNAILS,192846,NA,iucn,Conus gabryae,FALSE,Gastropoda
CONESNAILS,192847,NA,iucn,Conus consors,TRUE,Gastropoda
CONESNAILS,192848,NA,iucn,Conus adamsonii,TRUE,Gastropoda
CONESNAILS,192849,NA,iucn,Conus balteatus,TRUE,Gastropoda
CONESNAILS,192850,NA,iucn,Conus pacificus,TRUE,Gastropoda
CONESNAILS,192851,NA,iucn,Conus gabelishi,TRUE,Gastropoda
CONESNAILS,192852,NA,iucn,Conus ardisiaceus,TRUE,Gastropoda
CONESNAILS,192853,NA,iucn,Conus virgo,TRUE,Gastropoda
CONESNAILS,192854,NA,iucn,Conus jourdani,TRUE,Gastropoda
CONESNAILS,192856,NA,iucn,Conus honkeri,TRUE,Gastropoda
CONESNAILS,192857,NA,iucn,Conus paulae,TRUE,Gastropoda
CONESNAILS,192858,NA,iucn,Conus fuscoflavus,TRUE,Gastropoda
CONESNAILS,192859,NA,iucn,Conus eugrammatus,TRUE,Gastropoda
CONESNAILS,192860,NA,iucn,Conus zapatosensis,TRUE,Gastropoda
CONESNAILS,192861,NA,iucn,Conus elegans,TRUE,Gastropoda
CONESNAILS,192862,NA,iucn,Conus gondwanensis,TRUE,Gastropoda
CONESNAILS,192863,NA,iucn,Conus korni,TRUE,Gastropoda
CONESNAILS,192864,NA,iucn,Conus zeylanicus,TRUE,Gastropoda
CONESNAILS,192865,NA,iucn,Conus scopulorum,TRUE,Gastropoda
CONESNAILS,192866,NA,iucn,Conus sennottorum,TRUE,Gastropoda
CONESNAILS,192867,NA,iucn,Conus luciae,TRUE,Gastropoda
CONESNAILS,192868,NA,iucn,Conus alconnelli,TRUE,Gastropoda
CONESNAILS,192869,NA,iucn,Conus regius,TRUE,Gastropoda
CONESNAILS,192870,NA,iucn,Conus arenatus,TRUE,Gastropoda
CONESNAILS,192871,NA,iucn,Conus cardinalis,TRUE,Gastropoda
CONESNAILS,192872,NA,iucn,Conus pictus,TRUE,Gastropoda
CONESNAILS,192873,NA,iucn,Conus filicinctus,TRUE,Gastropoda
CONESNAILS,192874,NA,iucn,Conus nux,TRUE,Gastropoda
CONESNAILS,192875,NA,iucn,Conus wakayamaensis,TRUE,Gastropoda
CONESNAILS,192876,NA,iucn,Conus rosalindensis,TRUE,Gastropoda
CONESNAILS,192877,NA,iucn,Conus franciscoi,TRUE,Gastropoda
CONESNAILS,192878,NA,iucn,Conus cuvieri,TRUE,Gastropoda
CONESNAILS,192879,NA,iucn,Conus pertusus,TRUE,Gastropoda
PUFFERFISH,193598,NA,iucn,Takifugu vermicularis,TRUE,Actinopterygii
PUFFERFISH,193599,NA,iucn,Arothron caeruleopunctatus,TRUE,Actinopterygii
PUFFERFISH,193600,NA,iucn,Chelonodon dapsilis,TRUE,Actinopterygii
PUFFERFISH,193601,NA,iucn,Canthigaster flavoreticulata,TRUE,Actinopterygii
PUFFERFISH,193602,NA,iucn,Takifugu bimaculatus,TRUE,Actinopterygii
PUFFERFISH,193605,NA,iucn,Sphoeroides rubripes,TRUE,Actinopterygii
PUFFERFISH,193611,NA,iucn,Sphoeroides parvus,TRUE,Actinopterygii
PUFFERFISH,193612,NA,iucn,Takifugu rubripes,TRUE,Actinopterygii
PUFFERFISH,193613,NA,iucn,Arothron carduus,TRUE,Actinopterygii
PUFFERFISH,193614,NA,iucn,Torquigener vicinus,TRUE,Actinopterygii
PUFFERFISH,193620,NA,iucn,Sphoeroides andersonianus,TRUE,Actinopterygii
PUFFERFISH,193621,NA,iucn,Torquigener hypselogeneion,TRUE,Actinopterygii
PUFFERFISH,193622,NA,iucn,Lagocephalus spadiceus,TRUE,Actinopterygii
PUFFERFISH,193623,NA,iucn,Canthigaster papua,TRUE,Actinopterygii
PUFFERFISH,193624,NA,iucn,Takifugu reticularis,TRUE,Actinopterygii
PUFFERFISH,193628,NA,iucn,Lagocephalus suezensis,TRUE,Actinopterygii
PUFFERFISH,193630,NA,iucn,Sphoeroides spengleri,TRUE,Actinopterygii
PUFFERFISH,193631,NA,iucn,Contusus brevicaudus,TRUE,Actinopterygii
PUFFERFISH,193632,NA,iucn,Sphoeroides greeleyi,TRUE,Actinopterygii
PUFFERFISH,193636,NA,iucn,Torquigener pleurogramma,TRUE,Actinopterygii
PUFFERFISH,193637,NA,iucn,Torquigener andersonae,TRUE,Actinopterygii
PUFFERFISH,193638,NA,iucn,Pelagocephalus marki,TRUE,Actinopterygii
PUFFERFISH,193641,NA,iucn,Takifugu coronoidus,TRUE,Actinopterygii
PUFFERFISH,193642,NA,iucn,Canthigaster axiologus,TRUE,Actinopterygii
PUFFERFISH,193650,NA,iucn,Colomesus psittacus,TRUE,Actinopterygii
PUFFERFISH,193654,NA,iucn,Takifugu plagiocellatus,TRUE,Actinopterygii
PUFFERFISH,193655,NA,iucn,Canthigaster margaritata,TRUE,Actinopterygii
PUFFERFISH,193656,NA,iucn,Canthigaster bennetti,TRUE,Actinopterygii
PUFFERFISH,193659,NA,iucn,Takifugu exascurus,TRUE,Actinopterygii
PUFFERFISH,193660,NA,iucn,Torquigener gloerfelti,TRUE,Actinopterygii
PUFFERFISH,193661,NA,iucn,Tetractenos glaber,TRUE,Actinopterygii
PUFFERFISH,193662,NA,iucn,Arothron meleagris,TRUE,Actinopterygii
PUFFERFISH,193663,NA,iucn,Canthigaster jactator,TRUE,Actinopterygii
PUFFERFISH,193664,NA,iucn,Lagocephalus lunaris,TRUE,Actinopterygii
PUFFERFISH,193666,NA,iucn,Takifugu flavidus,TRUE,Actinopterygii
PUFFERFISH,193667,NA,iucn,Takifugu porphyreus,TRUE,Actinopterygii
PUFFERFISH,193669,NA,iucn,Canthigaster compressa,TRUE,Actinopterygii
PUFFERFISH,193670,NA,iucn,Torquigener paxtoni,TRUE,Actinopterygii
PUFFERFISH,193671,NA,iucn,Arothron mappa,TRUE,Actinopterygii
PUFFERFISH,193672,NA,iucn,Torquigener parcuspinus,TRUE,Actinopterygii
PUFFERFISH,193675,NA,iucn,Canthigaster amboinensis,TRUE,Actinopterygii
PUFFERFISH,193676,NA,iucn,Omegophora armilla,TRUE,Actinopterygii
PUFFERFISH,193677,NA,iucn,Feroxodon multistriatus,TRUE,Actinopterygii
PUFFERFISH,193678,NA,iucn,Torquigener pallimaculatus,TRUE,Actinopterygii
PUFFERFISH,193679,NA,iucn,Sphoeroides georgemilleri,TRUE,Actinopterygii
PUFFERFISH,193680,NA,iucn,Takifugu variomaculatus,TRUE,Actinopterygii
PUFFERFISH,193685,NA,iucn,Reicheltia halsteadi,TRUE,Actinopterygii
PUFFERFISH,193686,NA,iucn,Marilyna pleurosticta,TRUE,Actinopterygii
PUFFERFISH,193689,NA,iucn,Torquigener randalli,TRUE,Actinopterygii
PUFFERFISH,193691,NA,iucn,Canthigaster capistrata,TRUE,Actinopterygii
PUFFERFISH,193693,NA,iucn,Takifugu pardalis,TRUE,Actinopterygii
PUFFERFISH,193695,NA,iucn,Canthigaster natalensis,TRUE,Actinopterygii
PUFFERFISH,193696,NA,iucn,Takifugu chrysops,TRUE,Actinopterygii
PUFFERFISH,193697,NA,iucn,Canthigaster pygmaea,TRUE,Actinopterygii
PUFFERFISH,193698,NA,iucn,Sphoeroides tyleri,TRUE,Actinopterygii
PUFFERFISH,193699,NA,iucn,Arothron hispidus,TRUE,Actinopterygii
PUFFERFISH,193701,NA,iucn,Torquigener balteus,TRUE,Actinopterygii
PUFFERFISH,193702,NA,iucn,Canthigaster investigatoris,TRUE,Actinopterygii
PUFFERFISH,193703,NA,iucn,Torquigener flavimaculosus,TRUE,Actinopterygii
PUFFERFISH,193704,NA,iucn,Torquigener altipinnis,TRUE,Actinopterygii
PUFFERFISH,193705,NA,iucn,Canthigaster rivulata,TRUE,Actinopterygii
PUFFERFISH,193706,NA,iucn,Canthigaster marquesensis,TRUE,Actinopterygii
PUFFERFISH,193709,NA,iucn,Canthigaster callisterna,TRUE,Actinopterygii
PUFFERFISH,193711,NA,iucn,Canthigaster smithae,TRUE,Actinopterygii
PUFFERFISH,193712,NA,iucn,Arothron stellatus,TRUE,Actinopterygii
PUFFERFISH,193716,NA,iucn,Arothron reticularis,TRUE,Actinopterygii
PUFFERFISH,193717,NA,iucn,Lagocephalus inermis,TRUE,Actinopterygii
PUFFERFISH,193718,NA,iucn,Lagocephalus guentheri,TRUE,Actinopterygii
PUFFERFISH,193721,NA,iucn,Tetraodon implutus,TRUE,Actinopterygii
PUFFERFISH,193722,NA,iucn,Arothron diadematus,TRUE,Actinopterygii
PUFFERFISH,193723,NA,iucn,Canthigaster ocellicincta,TRUE,Actinopterygii
PUFFERFISH,193725,NA,iucn,Canthigaster jamestyleri,TRUE,Actinopterygii
PUFFERFISH,193730,NA,iucn,Polyspina piosae,TRUE,Actinopterygii
PUFFERFISH,193733,NA,iucn,Canthigaster epilampra,TRUE,Actinopterygii
PUFFERFISH,193734,NA,iucn,Chelonodon pleurospilus,TRUE,Actinopterygii
PUFFERFISH,193735,NA,iucn,Torquigener hicksi,TRUE,Actinopterygii
PUFFERFISH,193737,NA,iucn,Lagocephalus cheesemanii,TRUE,Actinopterygii
PUFFERFISH,193741,NA,iucn,Torquigener perlevis,TRUE,Actinopterygii
PUFFERFISH,193742,NA,iucn,Chelonodon laticeps,TRUE,Actinopterygii
PUFFERFISH,193743,NA,iucn,Spheroides nitidus,TRUE,Actinopterygii
PUFFERFISH,193746,NA,iucn,Arothron leopardus,TRUE,Actinopterygii
PUFFERFISH,193747,NA,iucn,Amblyrhynchotes honckenii,TRUE,Actinopterygii
PUFFERFISH,193749,NA,iucn,Canthigaster coronata,TRUE,Actinopterygii
PUFFERFISH,193750,NA,iucn,Tetraodon fluviatilis,TRUE,Actinopterygii
PUFFERFISH,193751,NA,iucn,Canthigaster cyanetron,TRUE,Actinopterygii
PUFFERFISH,193753,NA,iucn,Canthigaster supramacula,TRUE,Actinopterygii
PUFFERFISH,193758,NA,iucn,Ephippion guttifer,TRUE,Actinopterygii
PUFFERFISH,193759,NA,iucn,Sphoeroides dorsalis,TRUE,Actinopterygii
PUFFERFISH,193760,NA,iucn,Torquigener squamicauda,TRUE,Actinopterygii
PUFFERFISH,193762,NA,iucn,Sphoeroides nephelus,TRUE,Actinopterygii
PUFFERFISH,193766,NA,iucn,Canthigaster janthinoptera,TRUE,Actinopterygii
PUFFERFISH,193769,NA,iucn,Tylerius spinosissimus,TRUE,Actinopterygii
PUFFERFISH,193771,NA,iucn,Sphoeroides marmoratus,TRUE,Actinopterygii
PUFFERFISH,193772,NA,iucn,Takifugu stictonotus,TRUE,Actinopterygii
PUFFERFISH,193775,NA,iucn,Canthigaster solandri,TRUE,Actinopterygii
PUFFERFISH,193779,NA,iucn,Takifugu snyderi,TRUE,Actinopterygii
PUFFERFISH,193780,NA,iucn,Canthigaster punctata,TRUE,Actinopterygii
PUFFERFISH,193781,NA,iucn,Takifugu basilevskianus,TRUE,Actinopterygii
PUFFERFISH,193782,NA,iucn,Torquigener whitleyi,TRUE,Actinopterygii
PUFFERFISH,193784,NA,iucn,Tetractenos hamiltoni,TRUE,Actinopterygii
PUFFERFISH,193785,NA,iucn,Marilyna darwinii,TRUE,Actinopterygii
PUFFERFISH,193786,NA,iucn,Arothron inconditus,TRUE,Actinopterygii
PUFFERFISH,193787,NA,iucn,Javichthys kailolae,TRUE,Actinopterygii
PUFFERFISH,193788,NA,iucn,Tetrodon florealis,TRUE,Actinopterygii
PUFFERFISH,193789,NA,iucn,Takifugu alboplumbeus,TRUE,Actinopterygii
PUFFERFISH,193792,NA,iucn,Contusus richei,TRUE,Actinopterygii
PUFFERFISH,193793,NA,iucn,Canthigaster rostrata,TRUE,Actinopterygii
PUFFERFISH,193796,NA,iucn,Canthigaster valentini,TRUE,Actinopterygii
PUFFERFISH,193799,NA,iucn,Canthigaster cyanospilota,TRUE,Actinopterygii
PUFFERFISH,193802,NA,iucn,Canthigaster sanctaehelenae,TRUE,Actinopterygii
PUFFERFISH,193803,NA,iucn,Omegophora cyanopunctata,TRUE,Actinopterygii
PUFFERFISH,193804,NA,iucn,Arothron nigropunctatus,TRUE,Actinopterygii
PUFFERFISH,193805,NA,iucn,Arothron immaculatus,TRUE,Actinopterygii
PUFFERFISH,193809,NA,iucn,Takifugu pseudommus,TRUE,Actinopterygii
PUFFERFISH,193810,NA,iucn,Takifugu oblongus,TRUE,Actinopterygii
PUFFERFISH,193813,NA,iucn,Sphoeroides testudineus,TRUE,Actinopterygii
PUFFERFISH,193820,NA,iucn,Canthigaster tyleri,TRUE,Actinopterygii
PUFFERFISH,193822,NA,iucn,Arothron firmamentum,TRUE,Actinopterygii
BONEFISH_TARPONS,194298,NA,iucn,Albula argentea,TRUE,Actinopterygii
BONEFISH_TARPONS,194299,NA,iucn,Albula glossodonta,TRUE,Actinopterygii
BONEFISH_TARPONS,194301,NA,iucn,Albula oligolepis,TRUE,Actinopterygii
BONEFISH_TARPONS,194302,NA,iucn,Albula virgata,TRUE,Actinopterygii
BONEFISH_TARPONS,194303,NA,iucn,Albula vulpes,TRUE,Actinopterygii
BONEFISH_TARPONS,194305,NA,iucn,Pterothrissus belloci,TRUE,Actinopterygii
BONEFISH_TARPONS,194306,NA,iucn,Pterothrissus gissu,TRUE,Actinopterygii
BONEFISH_TARPONS,194307,NA,iucn,Elops hawaiensis,TRUE,Actinopterygii
BONEFISH_TARPONS,194308,NA,iucn,Elops senegalensis,TRUE,Actinopterygii
BONEFISH_TARPONS,194309,NA,iucn,Elops smithi,TRUE,Actinopterygii
COMBTOOTHBLENNIES,194851,NA,iucn,Blennius adriaticus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,194853,NA,iucn,Microlipophrys dalmatinus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,194854,NA,iucn,Microlipophrys nigriceps,TRUE,Actinopterygii
COMBTOOTHBLENNIES,194855,NA,iucn,Parablennius rouxi,TRUE,Actinopterygii
COMBTOOTHBLENNIES,194856,NA,iucn,Salaria basilisca,TRUE,Actinopterygii
GROUPERS,195291,NA,iucn,Epinephelus chabaudi,TRUE,Actinopterygii
GROUPERS,195292,NA,iucn,Epinephelus quinquefasciatus,TRUE,Actinopterygii
LOBSTERS,195345,NA,iucn,Gibbularctus gibberosus,TRUE,Malacostraca
GROUPERS,195409,NA,iucn,Epinephelus itajara,TRUE,Actinopterygii
COMBTOOTHBLENNIES,196307,NA,iucn,Meiacanthus anema,TRUE,Actinopterygii
COMBTOOTHBLENNIES,196308,NA,iucn,Omobranchus ferox,TRUE,Actinopterygii
COMBTOOTHBLENNIES,196310,NA,iucn,Omox biporos,TRUE,Actinopterygii
COMBTOOTHBLENNIES,196686,NA,iucn,Chasmodes bosquianus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,196687,NA,iucn,Hypleurochilus caudovittatus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,196688,NA,iucn,Hypleurochilus multifilis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,198632,NA,iucn,Scartella cristata,TRUE,Actinopterygii
COMBTOOTHBLENNIES,198774,NA,iucn,Parablennius pilicornis,TRUE,Actinopterygii
MARINE_MAMMALS,198920,NA,iucn,Neophocaena phocaenoides,TRUE,Mammalia
COMBTOOTHBLENNIES,199651,NA,iucn,Cirripectes heemstraorum,TRUE,Actinopterygii
BONEFISH_TARPONS,199659,NA,iucn,Albula koreana,TRUE,Actinopterygii
SEACUCUMBERS,200714,NA,iucn,Holothuria inornata,TRUE,Holothuroidea
SEACUCUMBERS,200715,NA,iucn,Holothuria fuscogilva,TRUE,Holothuroidea
CONESNAILS,15307967,NA,iucn,Conus denizi,FALSE,Gastropoda
CONESNAILS,15307969,NA,iucn,Conus desidiosus,TRUE,Gastropoda
CONESNAILS,15307971,NA,iucn,Conus delanoyae,TRUE,Gastropoda
CONESNAILS,15307973,NA,iucn,Conus bellocqae,TRUE,Gastropoda
CONESNAILS,15307975,NA,iucn,Conus furnae,TRUE,Gastropoda
CONESNAILS,15307977,NA,iucn,Conus cacao,TRUE,Gastropoda
CONESNAILS,15307979,NA,iucn,Conus calhetae,TRUE,Gastropoda
CONESNAILS,15307981,NA,iucn,Conus pseudocuneolus,TRUE,Gastropoda
REPTILES,16285718,Chelonia mydas Hawaiian,iucn,Chelonia mydas,TRUE,Reptilia
COMBTOOTHBLENNIES,18263684,NA,iucn,Petroscirtes ancylodon,TRUE,Actinopterygii
SEACUCUMBERS,19708732,NA,iucn,Actinopyga varians,TRUE,Holothuroidea
SEACUCUMBERS,19708753,NA,iucn,Argiodia maculata,TRUE,Holothuroidea
SEACUCUMBERS,19708759,NA,iucn,Holothuria aemula,TRUE,Holothuroidea
SEACUCUMBERS,19708766,NA,iucn,Holothuria albifasciatus,TRUE,Holothuroidea
SEACUCUMBERS,19708770,NA,iucn,Holothuria altaturricula,TRUE,Holothuroidea
SEACUCUMBERS,19708780,NA,iucn,Holothuria austrinabassa,TRUE,Holothuroidea
SEACUCUMBERS,19708816,NA,iucn,Holothuria cadelli,TRUE,Holothuroidea
SEACUCUMBERS,19708918,NA,iucn,Holothuria casoae,TRUE,Holothuroidea
SEACUCUMBERS,19708976,NA,iucn,Holothuria duoturriforma,TRUE,Holothuroidea
SEACUCUMBERS,19709023,NA,iucn,Holothuria enalia,TRUE,Holothuroidea
SEACUCUMBERS,19709100,NA,iucn,Holothuria huberti,TRUE,Holothuroidea
SEACUCUMBERS,19709103,NA,iucn,Holothuria immobilis,TRUE,Holothuroidea
SEACUCUMBERS,19710303,NA,iucn,Holothuria insignis,TRUE,Holothuroidea
SEACUCUMBERS,19710863,NA,iucn,Holothuria isuga,TRUE,Holothuroidea
SEACUCUMBERS,19710927,NA,iucn,Holothuria longicosta,TRUE,Holothuroidea
SEACUCUMBERS,19710984,NA,iucn,Holothuria manningi,TRUE,Holothuroidea
SEACUCUMBERS,19711070,NA,iucn,Holothuria nigralutea,TRUE,Holothuroidea
SEACUCUMBERS,19711082,NA,iucn,Holothuria papillata,TRUE,Holothuroidea
SEACUCUMBERS,19711112,NA,iucn,Holothuria pluricuriosa,TRUE,Holothuroidea
SEACUCUMBERS,19711179,NA,iucn,Holothuria pseudonotabilis,TRUE,Holothuroidea
SEACUCUMBERS,19711252,NA,iucn,Holothuria pyxoides,TRUE,Holothuroidea
SEACUCUMBERS,19711306,NA,iucn,Holothuria rathbunii,TRUE,Holothuroidea
SEACUCUMBERS,19711325,NA,iucn,Holothuria squamifera,TRUE,Holothuroidea
SEACUCUMBERS,19711394,NA,iucn,Holothuria truncata,TRUE,Holothuroidea
SEACUCUMBERS,19711507,NA,iucn,Holothuria tuberculata,TRUE,Holothuroidea
SEACUCUMBERS,19711761,NA,iucn,Apostichopus johnsoni,TRUE,Holothuroidea
SEACUCUMBERS,19711843,NA,iucn,Apostichopus leukothele,TRUE,Holothuroidea
SEACUCUMBERS,19711938,NA,iucn,Apostichopus multidentis,TRUE,Holothuroidea
SEACUCUMBERS,19712189,NA,iucn,Apostichopus nigripunctatus,TRUE,Holothuroidea
SEACUCUMBERS,19712304,NA,iucn,Apostichopus nipponensis,TRUE,Holothuroidea
SEACUCUMBERS,19712515,NA,iucn,Allopatides corrugatus,TRUE,Holothuroidea
SEACUCUMBERS,19712597,NA,iucn,Allopatides dendroeides,TRUE,Holothuroidea
SEACUCUMBERS,19712646,NA,iucn,Amphigymnas bahamensis,TRUE,Holothuroidea
SEACUCUMBERS,19712826,NA,iucn,Amphigymnas multipes,TRUE,Holothuroidea
SEACUCUMBERS,19715239,NA,iucn,Bathyplotes baculosus,TRUE,Holothuroidea
SEACUCUMBERS,19715267,NA,iucn,Bathyplotes bigelowi,TRUE,Holothuroidea
SEACUCUMBERS,19715433,NA,iucn,Bathyplotes cinctus,TRUE,Holothuroidea
SEACUCUMBERS,19715512,NA,iucn,Bathyplotes crenulata,TRUE,Holothuroidea
SEACUCUMBERS,19715612,NA,iucn,Bathyplotes golden-hindi,TRUE,Holothuroidea
SEACUCUMBERS,19715689,NA,iucn,Bathyplotes phlegmaticus,TRUE,Holothuroidea
SEACUCUMBERS,19715765,NA,iucn,Bathyplotes roseus,TRUE,Holothuroidea
SEACUCUMBERS,19716054,NA,iucn,Bathyplotes rubicundus,TRUE,Holothuroidea
SEACUCUMBERS,19716454,NA,iucn,Synallactes triplax,TRUE,Holothuroidea
SEACUCUMBERS,19716630,NA,iucn,Synallactes pellucidus,TRUE,Holothuroidea
SEACUCUMBERS,19717202,NA,iucn,Benthothuria cristata,TRUE,Holothuroidea
SEACUCUMBERS,19717334,NA,iucn,Benthothuria distorta,TRUE,Holothuroidea
SEACUCUMBERS,19717382,NA,iucn,Benthothuria fusiformis,TRUE,Holothuroidea
SEACUCUMBERS,19717509,NA,iucn,Capheira sulcata,TRUE,Holothuroidea
SEACUCUMBERS,19718050,NA,iucn,Capheira mollis,TRUE,Holothuroidea
SEACUCUMBERS,19718342,NA,iucn,Hansenothuria benti,TRUE,Holothuroidea
SEACUCUMBERS,19718565,NA,iucn,Mesothuria edwardensis,TRUE,Holothuroidea
SEACUCUMBERS,19718927,NA,iucn,Mesothuria gargantua,TRUE,Holothuroidea
SEACUCUMBERS,19719775,NA,iucn,Mesothuria holothurioides,TRUE,Holothuroidea
SEACUCUMBERS,19719847,NA,iucn,Mesothuria incerta,TRUE,Holothuroidea
SEACUCUMBERS,19719913,NA,iucn,Mesothuria magellani,TRUE,Holothuroidea
SEACUCUMBERS,19720016,NA,iucn,Mesothuria megapoda,TRUE,Holothuroidea
SEACUCUMBERS,19720058,NA,iucn,Mesothuria multipora,TRUE,Holothuroidea
SEACUCUMBERS,19720743,NA,iucn,Mesothuria oktaknemoides,TRUE,Holothuroidea
SEACUCUMBERS,19720826,NA,iucn,Mesothuria oktaknemus,TRUE,Holothuroidea
SEACUCUMBERS,19720909,NA,iucn,Mesothuria squamosa,TRUE,Holothuroidea
SEACUCUMBERS,19720962,NA,iucn,Molpadiodemas violaceus,TRUE,Holothuroidea
SEACUCUMBERS,19723127,NA,iucn,Paroriza grevei,TRUE,Holothuroidea
SEACUCUMBERS,19725134,NA,iucn,Paroriza verrucosa,TRUE,Holothuroidea
SEACUCUMBERS,19742996,NA,iucn,Paelopatides dissidens,TRUE,Holothuroidea
SEACUCUMBERS,19743004,NA,iucn,Paelopatides gelatinosus,TRUE,Holothuroidea
SEACUCUMBERS,19743016,NA,iucn,Paelopatides illicitus,TRUE,Holothuroidea
SEACUCUMBERS,19743022,NA,iucn,Paelopatides insignis,TRUE,Holothuroidea
SEACUCUMBERS,19743027,NA,iucn,Paelopatides mammillatus,TRUE,Holothuroidea
SEACUCUMBERS,19743032,NA,iucn,Paelopatides modestus,TRUE,Holothuroidea
SEACUCUMBERS,19743037,NA,iucn,Paelopatides mollis,TRUE,Holothuroidea
SEACUCUMBERS,19743044,NA,iucn,Paelopatides ovalis,TRUE,Holothuroidea
SEACUCUMBERS,19743050,NA,iucn,Paelopatides retifer,TRUE,Holothuroidea
SEACUCUMBERS,19743056,NA,iucn,Paelopatides suspecta,TRUE,Holothuroidea
