sciname,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid
Pictiblennius yatabei,154829,LC,Stable,NA,NA
Blennodesmus scapularis,154694,LC,Unknown,NA,NA
Blennodon dorsale,179026,LC,Unknown,NA,NA
Blennodon dorsalis,179026,LC,Unknown,NA,NA
Trypterigium dorsalis,179026,LC,Unknown,NA,NA
Trypterygion dorsale,179026,LC,Unknown,NA,NA
Blennophis semifasciatus,183260,LC,Stable,NA,NA
Salarias concolor,183260,LC,Stable,NA,NA
Salarias cuvieri,183260,LC,Stable,NA,NA
Salarias modestus,183260,LC,Stable,NA,NA
Salarias petersoni,183260,LC,Stable,NA,NA
Salarias viridis,183260,LC,Stable,NA,NA
Scartichthys viridis,183260,LC,Stable,NA,NA
Blennophis striatus,178933,LC,Unknown,NA,NA
Clinus striatus,178933,LC,Unknown,NA,NA
Blennophis webbii,185129,LC,Unknown,NA,NA
Ophioblennius atlanticus,185129,LC,Unknown,NA,NA
Rupiscartes atlanticus,185129,LC,Unknown,NA,NA
Salarias atlanticus,185129,LC,Unknown,NA,NA
Bodianus guttatus,132781,LC,Stable,NA,NA
Cephalopholis argus,132781,LC,Stable,NA,NA
Cephalopolis argus,132781,LC,Stable,NA,NA
Epinephelus argus,132781,LC,Stable,NA,NA
Serranus guttatus,132781,LC,Stable,NA,NA
Serranus immunerur,132781,LC,Stable,NA,NA
Serranus myriaster,132781,LC,Stable,NA,NA
Serranus thyrsites,132781,LC,Stable,NA,NA
Bodianus acanthistius,132730,LC,Unknown,NA,NA
Cephalopholis acanthistius,132730,LC,Unknown,NA,NA
Cephalopholis popino,132730,LC,Unknown,NA,NA
Epinephelus acanthistius,132730,LC,Unknown,NA,NA
Hyporthodus acanthistius,132730,LC,Unknown,NA,NA
Bodianus albotaeniatus,187404,LC,Unknown,NA,NA
Cossyphus albotaeniatus,187404,LC,Unknown,NA,NA
Crenilabrus modestus,187404,LC,Unknown,NA,NA
Lepidaplois atrorubens,187404,LC,Unknown,NA,NA
Lepidaplois richardsoni,187404,LC,Unknown,NA,NA
Lepidoplois strophodes,187404,LC,Unknown,NA,NA
Bodianus anthioides,187715,LC,Unknown,NA,NA
Bodianus anthoides,187715,LC,Unknown,NA,NA
Crenilabrus anthioides,187715,LC,Unknown,NA,NA
Lepidaplois anthioides,187715,LC,Unknown,NA,NA
Bodianus axillaris,187516,LC,Unknown,NA,NA
Labrus axillaris,187516,LC,Unknown,NA,NA
Lepidaplois albomaculatus,187516,LC,Unknown,NA,NA
Lepidaplois axillaris,187516,LC,Unknown,NA,NA
Bodianus bathycapros,187619,LC,Unknown,NA,NA
Bodianus bilunulatus,187554,LC,Unknown,NA,NA
Bodianus bilunulatus bilunulatus,187554,LC,Unknown,NA,NA
Cossyphus albotaeniatus,187554,LC,Unknown,NA,NA
Labrus bilunulatus,187554,LC,Unknown,NA,NA
Bodianus bimaculatus,187638,LC,Unknown,NA,NA
Bodianus bistrispinus,16759340,LC,Unknown,NA,NA
Rypticus bistrispinus,16759340,LC,Unknown,NA,NA
Bodianus boenak,39773,LC,Unknown,NA,NA
Cephalopholis boenak,39773,LC,Unknown,NA,NA
Bodianus busellatus,187420,LC,Unknown,NA,NA
Bodianus cyclostomus,64412,VU,Decreasing,NA,NA
Bodianus melanoleucos,64412,VU,Decreasing,NA,NA
Bodianus melanoleucus,64412,VU,Decreasing,NA,NA
Labrus laevis,64412,VU,Decreasing,NA,NA
Paracanthistius melanoleucus,64412,VU,Decreasing,NA,NA
Plectropoma maculatum,64412,VU,Decreasing,NA,NA
Plectropoma melanoleucum,64412,VU,Decreasing,NA,NA
Plectropomus laevis,64412,VU,Decreasing,NA,NA
Plectropomus leopardus,64412,VU,Decreasing,NA,NA
Plectropomus maculatum,64412,VU,Decreasing,NA,NA
Plectropomus maculatus,64412,VU,Decreasing,NA,NA
Plectropomus melanoleucus,64412,VU,Decreasing,NA,NA
Bodianus cylindriatus,187583,LC,Unknown,NA,NA
Verreo cylindriatus,187583,LC,Unknown,NA,NA
Bodianus diana,187587,LC,Unknown,NA,NA
Labrus diana,187587,LC,Unknown,NA,NA
Lepidaplois aldabrensis,187587,LC,Unknown,NA,NA
Lepidaplois diana,187587,LC,Unknown,NA,NA
Bodianus dictynna,187368,LC,Unknown,NA,NA
Bodianus diplotaenia,183624,LC,Stable,NA,NA
Harpe diplotaenia,183624,LC,Stable,NA,NA
Bodianus eclancheri,183539,LC,Unknown,NA,NA
Cossyphus eclancheri,183539,LC,Unknown,NA,NA
Bodianus flavifrons,187807,LC,Unknown,NA,NA
Bodianus flavipinnis,187650,DD,Unknown,NA,NA
Bodianus frenchii,187506,NT,Decreasing,NA,NA
Cossyphus frenchii,187506,NT,Decreasing,NA,NA
Bodianus guativere,132806,LC,Decreasing,NA,NA
Cephalopholis fulva,132806,LC,Decreasing,NA,NA
Cephalopholis fulvus,132806,LC,Decreasing,NA,NA
Epinephelus fulva,132806,LC,Decreasing,NA,NA
Epinephelus fulvus,132806,LC,Decreasing,NA,NA
Gymnocephalus ruber,132806,LC,Decreasing,NA,NA
Holocentrus auratus,132806,LC,Decreasing,NA,NA
Labrus fulvus,132806,LC,Decreasing,NA,NA
Perca punctata,132806,LC,Decreasing,NA,NA
Serranus ouatalibi,132806,LC,Decreasing,NA,NA
Bodianus iagonensis,187493,DD,Decreasing,NA,NA
Bodianus speciosus,187493,DD,Decreasing,NA,NA
Bodianus tredecimspinosus,187493,DD,Decreasing,NA,NA
Cossyphus tredecimspinosus,187493,DD,Decreasing,NA,NA
Diastodon speciosus,187493,DD,Decreasing,NA,NA
Labrus iagonensis,187493,DD,Decreasing,NA,NA
Cephalopholis analis,132725,DD,Unknown,NA,NA
Cephalopholis aurantia,132725,DD,Unknown,NA,NA
Cephalopholis aurantius,132725,DD,Unknown,NA,NA
Cephalopholis indelibilis,132725,DD,Unknown,NA,NA
Cephalopholis obtusauris,132725,DD,Unknown,NA,NA
Cephalopholis obtusaurus,132725,DD,Unknown,NA,NA
Epinephelus analis,132725,DD,Unknown,NA,NA
Epinephelus aurantius,132725,DD,Unknown,NA,NA
Epinephelus miltostigma,132725,DD,Unknown,NA,NA
Serranus analis,132725,DD,Unknown,NA,NA
Serranus aurantius,132725,DD,Unknown,NA,NA
Serranus rufus,132725,DD,Unknown,NA,NA
Bodianus insularis,187643,LC,Unknown,NA,NA
Bodianus izuensis,187721,DD,Unknown,NA,NA
Bodianus leucosticticus,187690,LC,Unknown,NA,NA
Bodianus leucostictus,187690,LC,Unknown,NA,NA
Labrus leucosticticus,187690,LC,Unknown,NA,NA
Lepidaplois bourboni,187690,LC,Unknown,NA,NA
Bodianus loxozonus,187744,LC,Unknown,NA,NA
Bodianus loxozonus loxozonus,187744,LC,Unknown,NA,NA
Lepidaplois loxozonus,187744,LC,Unknown,NA,NA
Lepidaplois trotteri,187744,LC,Unknown,NA,NA
Bodianus luteopunctatus,187753,LC,Unknown,NA,NA
Bodianus trilineatus,187753,LC,Unknown,NA,NA
Lepidaplois luteopunctatus,187753,LC,Unknown,NA,NA
Lepidaplois trilineatus,187753,LC,Unknown,NA,NA
Bodianus macrocephalus,132726,LC,Unknown,NA,NA
Epinephelus flavocaeruleus,132726,LC,Unknown,NA,NA
Holocentrus caerulescens,132726,LC,Unknown,NA,NA
Holocentrus flavocaeruleus,132726,LC,Unknown,NA,NA
Serranus borbonicus,132726,LC,Unknown,NA,NA
Serranus borbonius,132726,LC,Unknown,NA,NA
Serranus delissii,132726,LC,Unknown,NA,NA
Serranus flavocaeruleus,132726,LC,Unknown,NA,NA
Serranus flavocoeruleus,132726,LC,Unknown,NA,NA
Bodianus macrognathos,187683,LC,Unknown,NA,NA
Lepidaplois macrognathos,187683,LC,Unknown,NA,NA
Bodianus macrourus,187648,LC,Unknown,NA,NA
Labrus hirsutus,187648,LC,Unknown,NA,NA
Labrus macrourus,187648,LC,Unknown,NA,NA
Lepidaplois hirsutus,187648,LC,Unknown,NA,NA
Bodianus maculatus,132818,LC,Decreasing,NA,NA
Plectropomus maculatus,132818,LC,Decreasing,NA,NA
Bodianus maculatus,132820,DD,Unknown,NA,NA
Bodianus taeniops,132820,DD,Unknown,NA,NA
Cephalopholis taeniops,132820,DD,Unknown,NA,NA
Epinephelus taeniops,132820,DD,Unknown,NA,NA
Serranus taeniops,132820,DD,Unknown,NA,NA
Bodianus masudai,187697,LC,Unknown,NA,NA
Bodianus melanurus,132774,LC,Unknown,NA,NA
Epinephelus angularis,132774,LC,Unknown,NA,NA
Epinephelus areolatus,132774,LC,Unknown,NA,NA
Epinephelus chlorostigma,132774,LC,Unknown,NA,NA
Epinephelus craspedurus,132774,LC,Unknown,NA,NA
Epinephelus waandersii,132774,LC,Unknown,NA,NA
Perca areolata,132774,LC,Unknown,NA,NA
Serranus celebicus,132774,LC,Unknown,NA,NA
Serranus glaucus,132774,LC,Unknown,NA,NA
Serranus waandersii,132774,LC,Unknown,NA,NA
Bodianus mesothorax,187646,LC,Unknown,NA,NA
Labrus mesothorax,187646,LC,Unknown,NA,NA
Lepidaplois mesothorax,187646,LC,Unknown,NA,NA
Bodianus neilli,187661,LC,Unknown,NA,NA
Cossyphus neilli,187661,LC,Unknown,NA,NA
Bodianus neopercularis,187445,DD,Unknown,NA,NA
Bodianus opercularis,187378,LC,Unknown,NA,NA
Cossyphus opercularis,187378,LC,Unknown,NA,NA
Bodianus oxycephalus,187804,DD,Unknown,NA,NA
Cossyphus oxycephalus,187804,DD,Unknown,NA,NA
Bodianus pacificus,187700,DD,Unknown,NA,NA
Decodon pacificus,187700,DD,Unknown,NA,NA
Verreo pacificus,187700,DD,Unknown,NA,NA
Bodianus paraleucosticticus,187528,DD,Unknown,NA,NA
Bodianus perditio,187781,LC,Unknown,NA,NA
Chaeropsodes pictus,187781,LC,Unknown,NA,NA
Cossyphus nigromaculatus,187781,LC,Unknown,NA,NA
Labrus perditio,187781,LC,Unknown,NA,NA
Lepidaplois perditio,187781,LC,Unknown,NA,NA
Bodianus prognathus,187571,LC,Unknown,NA,NA
Bodianus pulchellus,187570,LC,Unknown,NA,NA
Cossyphus pulchellus,187570,LC,Unknown,NA,NA
Bodianus punctatus,198671,LC,Unknown,NA,NA
Dicentrarchus orientalis,198671,LC,Unknown,NA,NA
Dicentrarchus punctatus,198671,LC,Unknown,NA,NA
Labrax lupus,198671,LC,Unknown,NA,NA
Labrax orientalis,198671,LC,Unknown,NA,NA
Labrax punctatus,198671,LC,Unknown,NA,NA
Labrax schoenleinii,198671,LC,Unknown,NA,NA
Morone punctatus,198671,LC,Unknown,NA,NA
Perca punctata,198671,LC,Unknown,NA,NA
Perca punctulata,198671,LC,Unknown,NA,NA
Sciaena punctata,198671,LC,Unknown,NA,NA
Bodianus rubrisos,187597,DD,Unknown,NA,NA
Bodianus rufus,187672,LC,Unknown,NA,NA
Labrus rufus,187672,LC,Unknown,NA,NA
Bodianus russelli,187777,LC,Unknown,NA,NA
Polylepion russelli,187777,LC,Unknown,NA,NA
Bodianus sanguineus,187429,LC,Unknown,NA,NA
Verriculus sanguineus,187429,LC,Unknown,NA,NA
Bodianus scrofa,187495,VU,Decreasing,NA,NA
Cossyphus scrofa,187495,VU,Decreasing,NA,NA
Crenilabrus caninus,187495,VU,Decreasing,NA,NA
Diastodon scrofa,187495,VU,Decreasing,NA,NA
Labrus scrofa,187495,VU,Decreasing,NA,NA
Lepidaplois scrofa,187495,VU,Decreasing,NA,NA
Pseudolepidaplois pfaffi,187495,VU,Decreasing,NA,NA
Pseudolepidaplois scrofa,187495,VU,Decreasing,NA,NA
Trochocopus scrofa,187495,VU,Decreasing,NA,NA
Bodianus sepiacaudus,187576,DD,Unknown,NA,NA
Bodianus solatus,187509,DD,Unknown,NA,NA
Bodianus stellatus,132761,LC,Stable,NA,NA
Cephalopholis cruentata,132761,LC,Stable,NA,NA
Cephalopholis cruentatus,132761,LC,Stable,NA,NA
Epinephelus cruentatus,132761,LC,Stable,NA,NA
Petrometopon cruentatum,132761,LC,Stable,NA,NA
Petrometopon cruentatus,132761,LC,Stable,NA,NA
Serranus apiarius,132761,LC,Stable,NA,NA
Serranus coronatus,132761,LC,Stable,NA,NA
Serranus nigriculus,132761,LC,Stable,NA,NA
Sparus cruentatus,132761,LC,Stable,NA,NA
Bodianus stellifer,47149357,DD,Unknown,NA,NA
Stellifer stellifer,47149357,DD,Unknown,NA,NA
Bodianus tanyokidus,187374,DD,Unknown,NA,NA
Bodianus thoracotaeniatus,187391,DD,Unknown,NA,NA
Bodianus triourus,198670,LC,Stable,NA,NA
Holocentrus surinamensis,198670,LC,Stable,NA,NA
Lobotes auctorum,198670,LC,Stable,NA,NA
Lobotes citrinus,198670,LC,Stable,NA,NA
Lobotes erate,198670,LC,Stable,NA,NA
Lobotes farkharii,198670,LC,Stable,NA,NA
Lobotes incurvus,198670,LC,Stable,NA,NA
Lobotes somnolentus,198670,LC,Stable,NA,NA
Lobotes surinamensis,198670,LC,Stable,NA,NA
Lobotus surinamensis,198670,LC,Stable,NA,NA
Bodianus undulosus,132739,DD,Unknown,NA,NA
Cephalopholis undulosus,132739,DD,Unknown,NA,NA
Epinephelus undulosus,132739,DD,Unknown,NA,NA
Serranus amboinensis,132739,DD,Unknown,NA,NA
Bodianus unimaculatus,187812,LC,Unknown,NA,NA
Cossyphus unimaculatus,187812,LC,Unknown,NA,NA
Bodianus vulpinus,187553,LC,Unknown,NA,NA
Cossyphus vulpinus,187553,LC,Unknown,NA,NA
Bohadschia argus,180541,LC,Stable,NA,NA
Bohadschia atra,180355,DD,Unknown,NA,NA
Bohadschia cousteaui,180523,LC,Unknown,NA,NA
Pearsonothuria graeffei,180248,LC,Unknown,NA,NA
Bohadschia koellikeri,180216,DD,Unknown,NA,NA
Bohadschia maculisparsa,180220,VU,Unknown,NA,NA
Bohadschia marmorata,180411,DD,Decreasing,NA,NA
Bohadschia mitsioensis,180303,DD,Unknown,NA,NA
Bohadschia paradoxa,180323,DD,Unknown,NA,NA
Bohadschia similis,180386,DD,Unknown,NA,NA
Bohadschia steinitzi,180372,DD,Unknown,NA,NA
Bohadschia subrubra,180511,DD,Stable,NA,NA
Bohadschia tenuissima,180274,DD,Unknown,NA,NA
Bohadschia vitiensis,180352,DD,Decreasing,NA,NA
Bola coitor,169353,LC,Stable,NA,NA
Johnius coitor,169353,LC,Stable,NA,NA
Sciaena coitor,169353,LC,Stable,NA,NA
Bolbometopon bicolor,190690,LC,Unknown,NA,NA
Callyodon scriptus,190690,LC,Unknown,NA,NA
Cetoscarus bicolor,190690,LC,Unknown,NA,NA
Pseudoscarus nigripinnis,190690,LC,Unknown,NA,NA
Scarus bicolor,190690,LC,Unknown,NA,NA
Scarus ophthalmistius,190690,LC,Unknown,NA,NA
Scarus pulchellus,190690,LC,Unknown,NA,NA
Scarus roseiceps,190690,LC,Unknown,NA,NA
Bolbometopon muricatum,63571,VU,Decreasing,NA,NA
Bolbometopon muricatus,63571,VU,Decreasing,NA,NA
Callyodon muricatus,63571,VU,Decreasing,NA,NA
Scarus muricatus,63571,VU,Decreasing,NA,NA
Bolboschoenus maritimus,164276,LC,Stable,NA,NA
Schoenoplectus maritimus,164276,LC,Stable,NA,NA
Scirpus maritimus,164276,LC,Stable,NA,NA
Bolinichthys distofax,15598540,LC,Unknown,NA,NA
Bolinichthys indicus,190390,LC,Stable,NA,NA
Lepidophanes indicus,190390,LC,Stable,NA,NA
Bolinichthys photothorax,190317,LC,Stable,NA,NA
Lampanyctus photothorax,190317,LC,Stable,NA,NA
Lampanyctus stilbius,190317,LC,Stable,NA,NA
Lepidophanes photothorax,190317,LC,Stable,NA,NA
Macrostoma photothorax,190317,LC,Stable,NA,NA
Bolinichthys supralateralis,190488,LC,Unknown,NA,NA
Lampanyctus superlateralis,190488,LC,Unknown,NA,NA
Lampanyctus supralateralis,190488,LC,Unknown,NA,NA
Lepidophanes supralateralis,190488,LC,Unknown,NA,NA
Bolitaena microcotyla,163312,LC,Unknown,NA,NA
Bolitaena pygmaea,163312,LC,Unknown,NA,NA
Eledonella pygmaea,163312,LC,Unknown,NA,NA
Bollmania litura,185946,LC,Unknown,NA,NA
Bollmannia litura,185946,LC,Unknown,NA,NA
Bollmania macropoma,183900,DD,Unknown,NA,NA
Bollmannia macropoma,183900,DD,Unknown,NA,NA
Bollmania marginalis,183451,DD,Unknown,NA,NA
Bollmannia marginalis,183451,DD,Unknown,NA,NA
Bollmania ocellata,183672,DD,Unknown,NA,NA
Bollmannia ocellata,183672,DD,Unknown,NA,NA
Bollmania stigmatura,154840,DD,Unknown,NA,NA
Bollmannia stigmatura,154840,DD,Unknown,NA,NA
Bollmania umbrosa,183816,DD,Unknown,NA,NA
Bollmannia umbrosa,183816,DD,Unknown,NA,NA
Bollmannia boqueronensis,185944,LC,Unknown,NA,NA
Bollmannia chlamydes,183947,LC,Unknown,NA,NA
Bollmannia communis,185947,LC,Unknown,NA,NA
Bollmannia eigenmanni,185945,LC,Unknown,NA,NA
Gobius eigenmanni,185945,LC,Unknown,NA,NA
Bollmannia gomezi,183463,DD,Unknown,NA,NA
Bollmannia longpinnus,183762,DD,Unknown,NA,NA
Bollmannia pawneea,183368,DD,Unknown,NA,NA
Bonapartia pedaliota,190176,LC,Unknown,NA,NA
Zaphotias pedaliotus,190176,LC,Unknown,NA,NA
Zaphotias photocephalus,190176,LC,Unknown,NA,NA
Boninastrea boninensis,132965,DD,Unknown,NA,NA
Boops boops,170251,LC,Stable,NA,NA
Boops canariensis,170251,LC,Stable,NA,NA
Box boops,170251,LC,Stable,NA,NA
Box canariensis,170251,LC,Stable,NA,NA
Box vulgaris,170251,LC,Stable,NA,NA
Sparus boops,170251,LC,Stable,NA,NA
Boops goreensis,170169,LC,Stable,NA,NA
Boops salpa,170169,LC,Stable,NA,NA
Box goreensis,170169,LC,Stable,NA,NA
Box salpa,170169,LC,Stable,NA,NA
Eusalpa salpa,170169,LC,Stable,NA,NA
Sarpa salpa,170169,LC,Stable,NA,NA
Sparus salpa,170169,LC,Stable,NA,NA
Boops lineatus,170171,DD,Unknown,NA,NA
Box lineatus,170171,DD,Unknown,NA,NA
Boopsoidea inornata,170218,LC,Stable,NA,NA
Pagrus holubi,170218,LC,Stable,NA,NA
Boroda francoi,172450,LC,Unknown,NA,NA
Bunaka gyrinoides,172450,LC,Unknown,NA,NA
Bunaka pinguis,172450,LC,Unknown,NA,NA
Bunaka sticta,172450,LC,Unknown,NA,NA
Eleotris canarensis,172450,LC,Unknown,NA,NA
Eleotris gyrinoides,172450,LC,Unknown,NA,NA
Lizettea pelewensis,172450,LC,Unknown,NA,NA
Oxyeleotris gyrinoides,172450,LC,Unknown,NA,NA
Borostomias mononema,190359,LC,Unknown,NA,NA
Diplolychnus lucifer,190359,LC,Unknown,NA,NA
Diplolychnus mononema,190359,LC,Unknown,NA,NA
Bostrichthys sinensis,166138,LC,Stable,NA,NA
Bostrychus sinensis,166138,LC,Stable,NA,NA
Bostrichthys zonatus,2895,DD,Unknown,NA,NA
Bostrychus zonatus,2895,DD,Unknown,NA,NA
Bostrychus africanus,182363,LC,Unknown,NA,NA
Eleotris africana,182363,LC,Unknown,NA,NA
Eleotris camerunensis,182363,LC,Unknown,NA,NA
Hanno africanus,182363,LC,Unknown,NA,NA
Hannoichthys africanus,182363,LC,Unknown,NA,NA
Botaurus poiciloptilus,22697353,EN,Decreasing,NA,NA
Bothus africanus,198725,LC,Stable,NA,NA
Bothus diaphanus,198725,LC,Stable,NA,NA
Bothus podas,198725,LC,Stable,NA,NA
Bothus podas africanus,198725,LC,Stable,NA,NA
Peloria heckelii,198725,LC,Stable,NA,NA
Pleuronectes podas,198725,LC,Stable,NA,NA
Rhombus gesneri,198725,LC,Stable,NA,NA
Rhombus heterophthalmus,198725,LC,Stable,NA,NA
Rhombus maderensis,198725,LC,Stable,NA,NA
Rhombus serratus,198725,LC,Stable,NA,NA
Solea rhomboide,198725,LC,Stable,NA,NA
Bothus guibei,15601982,DD,Unknown,NA,NA
Bothus leopardinus,183862,LC,Unknown,NA,NA
Rhomboidichthys leopardinus,183862,LC,Unknown,NA,NA
Bothus lunatus,190102,LC,Unknown,NA,NA
Bothus lunulatus,190102,LC,Unknown,NA,NA
Platophrys lunatus,190102,LC,Unknown,NA,NA
Pleuronectes argus,190102,LC,Unknown,NA,NA
Pleuronectes lunatus,190102,LC,Unknown,NA,NA
Rhomboidichthys lunatus,190102,LC,Unknown,NA,NA
Romboidichthys lunatus,190102,LC,Unknown,NA,NA
Bothus maculiferus,16425422,LC,Unknown,NA,NA
Pleuronectes maculiferus,16425422,LC,Unknown,NA,NA
Bothus mancus,154833,LC,Stable,NA,NA
Platophrys mancus,154833,LC,Stable,NA,NA
Pleuronectes barffi,154833,LC,Stable,NA,NA
Pleuronectes mancus,154833,LC,Stable,NA,NA
Bothus mellissi,61934580,LC,Unknown,NA,NA
Bothus ocellatus,16425468,LC,Unknown,NA,NA
Rhombus ocellatus,16425468,LC,Unknown,NA,NA
Bothus robinsi,16425533,LC,Unknown,NA,NA
Botryocladia darwinii,63655,DD,Unknown,NA,NA
Bovichthys elongatus,155002,LC,Unknown,NA,NA
Bovichtus chilensis,155002,LC,Unknown,NA,NA
Bovichtus elongatus,155002,LC,Unknown,NA,NA
Bowdleria punctata,22715504,LC,Increasing,NA,NA
Brachaelurus colcloughi,39335,VU,Unknown,NA,NA
Heteroscyllium colcloughi,39335,VU,Unknown,NA,NA
Brachaelurus waddi,41732,LC,Unknown,NA,NA
Brachionichthys hirsutus,2958,CR,NA,NA,NA
Brachioteuthis beanii,163101,LC,Unknown,NA,NA
Brachioteuthis behnii,162944,DD,Unknown,NA,NA
Tracheloteuthis behnii,162944,DD,Unknown,NA,NA
Brachioteuthis linkovskyi,190915,DD,Unknown,NA,NA
Brachioteuthis picta,162956,LC,Unknown,NA,NA
Brachioteuthis riisei,163095,DD,Unknown,NA,NA
Tracheloteuthis riisei,163095,DD,Unknown,NA,NA
Brachirus aenea,164893,LC,Stable,NA,NA
Brachirus harmandi,164893,LC,Stable,NA,NA
Brachirus elongatus,180924,LC,Unknown,NA,NA
Typhlachirus elongatus,180924,LC,Unknown,NA,NA
Brachirus pan,181100,LC,Unknown,NA,NA
Euryglossa pan,181100,LC,Unknown,NA,NA
Pleuronectes pan,181100,LC,Unknown,NA,NA
Synaptura pan,181100,LC,Unknown,NA,NA
Brachirus panoides,180707,LC,Unknown,NA,NA
Euryglossa panoides,180707,LC,Unknown,NA,NA
Synaptura panoides,180707,LC,Unknown,NA,NA
Brachirus sorsogonensis,155145,DD,Unknown,NA,NA
Synaptura sorsogonensis,155145,DD,Unknown,NA,NA
Brachydeuterus auritus,194413,NT,Unknown,NA,NA
Brachydeuterus leuciscus,183833,LC,Unknown,NA,NA
Haemulopsis leuciscus,183833,LC,Unknown,NA,NA
Pomadasys leuciscus,183833,LC,Unknown,NA,NA
Pristipoma leuciscus,183833,LC,Unknown,NA,NA
Brachygenys chrysargyreus,194417,LC,Unknown,NA,NA
Brachygenys taeniata,194417,LC,Unknown,NA,NA
Haemulon chrysargyreum,194417,LC,Unknown,NA,NA
Haemulon taeniatum,194417,LC,Unknown,NA,NA
Brachygobius kabiliensis,181337,LC,Unknown,NA,NA
Brachygobius xanthozona,188016,DD,Unknown,NA,NA
Brachygobius xanthozonus,188016,DD,Unknown,NA,NA
Gobius xanthozona,188016,DD,Unknown,NA,NA
Hypogymnogobius xanthozona,188016,DD,Unknown,NA,NA
Hypogymnogobius xanthozonus,188016,DD,Unknown,NA,NA
Brachynectes fasciatus,179039,LC,Unknown,NA,NA
Verconectes fasciatus,179039,LC,Unknown,NA,NA
Brachypleura novae-zeelandica,155261,LC,Decreasing,NA,NA
Brachypleura novaezeelandiae,155261,LC,Decreasing,NA,NA
Brachypleura xanthosticta,155261,LC,Decreasing,NA,NA
Brachyramphus brevirostris,22694875,NT,Decreasing,NA,NA
Synthliboramphus craveri,22694887,VU,Decreasing,NA,NA
Brachyramphus marmoratus,22694870,EN,Decreasing,NA,NA
Brachyramphus perdix,22729000,NT,Decreasing,NA,NA
Brachysomophis atlanticus,199036,LC,Unknown,NA,NA
Brachysomophis longipinnis,155206,DD,Unknown,NA,NA
Brama agassizi,154906,LC,Unknown,NA,NA
Brama dussumieri,154906,LC,Unknown,NA,NA
Brama leucotaenia,154906,LC,Unknown,NA,NA
Brama brama,195091,LC,Unknown,NA,NA
Brama chilensis,195091,LC,Unknown,NA,NA
Brama marina,195091,LC,Unknown,NA,NA
Brama pinnasquamata,195091,LC,Unknown,NA,NA
Brama raji,195091,LC,Unknown,NA,NA
Chaetodon umbratus,195091,LC,Unknown,NA,NA
Lepidotus catalonicus,195091,LC,Unknown,NA,NA
Lepodus saragus,195091,LC,Unknown,NA,NA
Sparus brama,195091,LC,Unknown,NA,NA
Sparus castaneola,195091,LC,Unknown,NA,NA
Sparus dentatus,195091,LC,Unknown,NA,NA
Sparus johnsoni,195091,LC,Unknown,NA,NA
Sparus niger,195091,LC,Unknown,NA,NA
Sparus raii,195091,LC,Unknown,NA,NA
Toxotes squamosus,195091,LC,Unknown,NA,NA
Brama longipinnis,190394,LC,Unknown,NA,NA
Brama princeps,190394,LC,Unknown,NA,NA
Taractichthys longipinnis,190394,LC,Unknown,NA,NA
Brama parrae,187546,LC,Unknown,NA,NA
Clepticus genizara,187546,LC,Unknown,NA,NA
Clepticus parrae,187546,LC,Unknown,NA,NA
Clepticus parrai,187546,LC,Unknown,NA,NA
Branchiostegus japonicus,155243,LC,Unknown,NA,NA
Coryphaena japonica,155243,LC,Unknown,NA,NA
Latilus ruber,155243,LC,Unknown,NA,NA
Branchiostegus semifasciatus,155239,LC,Unknown,NA,NA
Latilus semifasciatus,155239,LC,Unknown,NA,NA
Brannerella brasiliensis,185194,LC,Stable,NA,NA
Starksia brasiliensis,185194,LC,Stable,NA,NA
Brannerella fasciata,47144879,LC,Unknown,NA,NA
Starksia fasciata,47144879,LC,Unknown,NA,NA
Brannerella guttata,155248,LC,Stable,NA,NA
Starksia guttata,155248,LC,Stable,NA,NA
Brannerella sluiteri,194912,LC,Stable,NA,NA
Starksia sluiteri,194912,LC,Stable,NA,NA
Brannerella spinipenis,183730,LC,Unknown,NA,NA
Starksia spinipenis,183730,LC,Unknown,NA,NA
Branta bernicla,22679946,LC,Unknown,NA,NA
Branta leucopsis,22679943,LC,Increasing,NA,NA
Branta ruficollis,22679954,VU,Decreasing,NA,NA
Bregmaceros atlanticus,154997,LC,Unknown,NA,NA
Bregmaceros bathymaster,183566,LC,Unknown,NA,NA
Bregmaceros longipes,183566,LC,Unknown,NA,NA
Bregmaceros cantori,16425572,LC,Unknown,NA,NA
Bregmaceros houdei,16425603,LC,Unknown,NA,NA
Bregmaceros nectabanus,15522050,LC,Unknown,NA,NA
Breviraja africana,161347,DD,Unknown,NA,NA
Neoraja africana,161347,DD,Unknown,NA,NA
Breviraja atripinna,161584,DD,Unknown,NA,NA
Fenestraja atripinna,161584,DD,Unknown,NA,NA
Breviraja caerulea,161666,LC,Unknown,NA,NA
Neoraja caerulea,161666,LC,Unknown,NA,NA
Breviraja claramaculata,161416,DD,Unknown,NA,NA
Breviraja colesi,161527,DD,Unknown,NA,NA
Breviraja cubensis,161693,DD,Unknown,NA,NA
Fenestraja cubensis,161693,DD,Unknown,NA,NA
Breviraja ishiyamai,161359,DD,Unknown,NA,NA
Fenestraja ishiyamai,161359,DD,Unknown,NA,NA
Breviraja marklei,161587,LC,Unknown,NA,NA
