"","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area"
"1537","Fis-32431",187801,"Cirrhilabrus rubrimarginatus",NA,NA,"WRASSES","LC","Unknown",14287306.6179138,8535654.27603203
"1538","Fis-32459",177962,"Naso fageni",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",12353235.476042,3720036.31053316
"1539","Fis-32476",48342250,"Ecsenius lividanalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8924127.87508762,6375033.65706042
"1540","Fis-32479",48342173,"Ecsenius monoculus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3664123.57576112,1484547.30443746
"1541","Fis-32482",48342145,"Ecsenius pictus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5786054.91703911,4376879.06506572
"1542","Fis-32511",187569,"Gomphosus caeruleus",NA,NA,"WRASSES","LC","Unknown",14902404.2606338,6700302.6569504
"1543","Fis-32512",155029,"Salarias ceramensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",10627204.1389945,7756333.14621409
"1544","Fis-32521",165683,"Heniochus diphreutes",NA,NA,"BUTTERFLYFISH","LC","Stable",19908725.7069248,11032365.1358108
"1545","Fis-32530",165619,"Chaetodon guttatissimus",NA,NA,"BUTTERFLYFISH","LC","Stable",6694276.15072046,5648653.9671822
"1546","Fis-32531",165642,"Chaetodon madagaskariensis",NA,NA,"BUTTERFLYFISH","LC","Unknown",7459779.27021131,4095478.27757307
"1547","Fis-32532",165671,"Chaetodon xanthocephalus",NA,NA,"BUTTERFLYFISH","LC","Unknown",5707469.04148114,4007586.52381804
"1548","Fis-32538",165723,"Chaetodon collare",NA,NA,"BUTTERFLYFISH","LC","Stable",14329725.2970209,5894809.12938782
"1549","Fis-32539",165624,"Chaetodon triangulum",NA,NA,"BUTTERFLYFISH","LC","Stable",5328777.15668894,3001954.43068952
"1550","Fis-32540",187428,"Halichoeres leucoxanthus",NA,NA,"WRASSES","LC","Unknown",3288088.59101261,1404370.45363391
"1551","Fis-32541",48342445,"Meiacanthus smithi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",9146379.81186958,2188279.45904243
"1552","Fis-32542",165662,"Chaetodon fremblii",NA,NA,"BUTTERFLYFISH","LC","Stable",680024.015399754,633070.145145296
"1553","Fis-32546",165899,"Centropyge potteri",NA,NA,"ANGELFISH","LC","Stable",714926.310014926,686464.650923599
"1554","Fis-32579",190706,"Scarus russelii",NA,NA,"PARROTFISH","LC","Unknown",5360434.95953566,4042426.52275553
"1555","Fis-32580",190700,"Scarus scaber",NA,NA,"PARROTFISH","LC","Unknown",14528676.2947202,5720015.97147679
"1556","Fis-32587",170164,"Rhabdosargus thorpei",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",1010548.39491547,655643.689905768
"1557","Fis-32632",4362,"Chaetodon marleyi",NA,NA,"BUTTERFLYFISH","LC","Stable",677821.838413664,476355.565047425
"1558","Fis-32633",165607,"Chaetodon falcula",NA,NA,"BUTTERFLYFISH","LC","Stable",6707733.32583599,4682794.51236434
"1559","Fis-32634",165709,"Chaetodon blackburnii",NA,NA,"BUTTERFLYFISH","LC","Stable",2934112.7187133,1740155.91825401
"1560","Fis-32637",187691,"Halichoeres lapillus",NA,NA,"WRASSES","LC","Unknown",2938654.81784786,1982891.93532237
"1561","Fis-32638",187651,"Pteragogus pelycus",NA,NA,"WRASSES","LC","Unknown",4638500.17892683,3905077.121305
"1562","Fis-32641",46079217,"Antennablennius australis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3284011.15569953,2034039.52470824
"1563","Fis-32647",154680,"Dentex barnardi",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",440986.785031885,438005.092421324
"1564","Fis-32650",193742,"Chelonodon laticeps",NA,NA,"PUFFERFISH","LC","Unknown",4746957.62305997,1274594.01375014
"1565","Fis-32653",165610,"Chaetodon leucopleura",NA,NA,"BUTTERFLYFISH","LC","Stable",3087194.16139648,1664758.72887705
"1566","Fis-32670",170191,"Argyrops bleekeri",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",14239881.3474494,5754308.11840829
"1567","Fis-32747",165635,"Chaetodon humeralis",NA,NA,"BUTTERFLYFISH","LC","Stable",2257018.04525172,2111723.15228851
"1568","Fis-32748",183653,"Chromis atrilobata",NA,NA,"DAMSELFISH","LC","Unknown",2076169.01242762,1721388.82658405
"1569","Fis-32755",165880,"Holacanthus passer",NA,NA,"ANGELFISH","LC","Stable",2112765.77094968,1535412.78201789
"1570","Fis-32760",183308,"Ophioblennius steindachneri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1768903.98542443,1591077.73401924
"1571","Fis-32762",187809,"Xiphocheilus typus",NA,NA,"WRASSES","LC","Unknown",14617977.1421116,8057361.52320475
"1572","Fis-32974",132754,"Alphestes immaculatus",NA,NA,"GROUPERS","LC","Unknown",1853724.28656111,1579379.62208889
"1573","Fis-33010",196060,"Myxine ios",NA,NA,"hagfishes","LC","Unknown",1958849.39131495,244803.449773071
"1574","Fis-33074",165654,"Chaetodon dolosus",NA,NA,"BUTTERFLYFISH","LC","Stable",2834124.07748895,2118864.75029069
"1575","Fis-33082",165666,"Chaetodon mitratus",NA,NA,"BUTTERFLYFISH","LC","Stable",3185432.23790117,1516175.64745337
"1576","Fis-33251",44686,"Epinephelus cifuentesi",NA,44680,"GROUPERS","NT","Unknown",317228.892871007,255548.475935901
"1577","Fis-33251",44680,"Epinephelus cifuentesi",44686,NA,"GROUPERS","VU","Decreasing",317228.892871007,255548.475935901
"1578","Fis-33369",14052,"Mycteroperca prionura",NA,NA,"GROUPERS","NT","Decreasing",501661.597847,363942.607682453
"1579","Fis-33723",48321151,"Alticus monochrus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2295820.61402356,1559234.60287054
"1580","Fis-33774",196051,"Myxine capensis",NA,NA,"hagfishes","LC","Unknown",774713.87658117,618037.757577316
"1581","Fis-33809",4364,"Chaetodon robustus",NA,NA,"BUTTERFLYFISH","LC","Stable",1346007.36926695,1331053.97911637
"1582","Fis-33881",165648,"Chaetodon decussatus",NA,NA,"BUTTERFLYFISH","LC","Stable",11653774.1788093,5583433.94207028
"1583","Fis-34021",193672,"Torquigener parcuspinus",NA,NA,"PUFFERFISH","LC","Unknown",11569222.8443716,6503429.7331343
"1584","Fis-34182",165891,"Chaetodontoplus meredithi",NA,NA,"ANGELFISH","LC","Stable",3039390.38220529,740465.520796261
"1585","Fis-34183",187400,"Choerodon vitta",NA,NA,"WRASSES","LC","Stable",7780369.83804495,2420737.70088931
"1586","Fis-34191",165855,"Centropyge eibli",NA,NA,"ANGELFISH","LC","Stable",5829616.62027833,3251625.44864547
"1587","Fis-34233",165865,"Centropyge aurantonotus",NA,NA,"ANGELFISH","LC","Stable",4217486.00167747,1888716.35965928
"1588","Fis-34264",165896,"Centropyge multicolor",NA,NA,"ANGELFISH","LC","Stable",9697518.83095353,5229711.98251423
"1589","Fis-34365",165825,"Holacanthus africanus",NA,NA,"ANGELFISH","LC","Stable",1358944.02328413,1258163.59993859
"1590","Fis-34404",193678,"Torquigener pallimaculatus",NA,NA,"PUFFERFISH","LC","Unknown",8051012.08966465,3862359.28652354
"1591","Fis-34428",165697,"Coradion altivelis",NA,NA,"BUTTERFLYFISH","LC","Stable",17705839.6202395,13912028.0029666
"1592","Fis-34720",48342130,"Salarias guttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",13207958.2230023,9175526.23700071
"1593","Fis-35089",165705,"Chaetodon fasciatus",NA,NA,"BUTTERFLYFISH","LC","Stable",2817209.15448757,952955.167279359
"1594","Fis-35091",165609,"Chaetodon larvatus",NA,NA,"BUTTERFLYFISH","LC","Stable",1884911.64718301,1038505.41395863
"1595","Fis-35094",165625,"Chaetodon paucifasciatus",NA,NA,"BUTTERFLYFISH","LC","Stable",1913173.4828218,880481.118147606
"1596","Fis-35096",165670,"Chaetodon semilarvatus",NA,NA,"BUTTERFLYFISH","LC","Stable",1807275.18040584,1073798.92389902
"1597","Fis-35097",165691,"Heniochus intermedius",NA,NA,"BUTTERFLYFISH","LC","Stable",2099653.78208546,916662.034780549
"1598","Fis-35167",154856,"Chromis pembae",NA,NA,"DAMSELFISH","LC","Unknown",3675472.98638592,2540600.68518491
"1599","Fis-35229",165608,"Heniochus pleurotaenia",NA,NA,"BUTTERFLYFISH","LC","Stable",3801101.5181273,2380359.1210121
"1600","Fis-35281",178025,"Prionurus maculatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",2420967.01739469,864007.168373017
"1601","Fis-35282",178016,"Prionurus microlepidotus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",2181066.92447687,550762.540772875
"1602","Fis-35286",48342307,"Ecsenius aequalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3695692.30211032,425072.502296634
"1603","Fis-35292",154947,"Ecsenius trilineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",7092452.13923224,3550065.78777161
"1604","Fis-35294",48342314,"Stanulus talboti",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5503682.69971981,1283774.94696659
"1605","Fis-35313",193723,"Canthigaster ocellicincta",NA,NA,"PUFFERFISH","LC","Unknown",13516778.779191,7763658.26848252
"1606","Fis-35326",187768,"Macropharyngodon ornatus",NA,NA,"WRASSES","LC","Unknown",12797501.8270773,5127246.28684994
"1607","Fis-35327",187599,"Cirrhilabrus scottorum",NA,NA,"WRASSES","LC","Unknown",6963878.80861973,3436259.10220001
"1608","Fis-35341",48342164,"Meiacanthus mossambicus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2010469.95302829,1210008.96502577
"1609","Fis-35347",193711,"Canthigaster smithae",NA,NA,"PUFFERFISH","LC","Unknown",4633532.66028838,4040809.97602763
"1610","Fis-35352",177998,"Acanthurus tristis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",2976374.04783415,2768628.97277685
"1611","Fis-35355",48342412,"Plagiotremus phenax",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2360419.15831928,1415825.18634893
"1612","Fis-35356",187589,"Halichoeres iridis",NA,NA,"WRASSES","LC","Unknown",4737398.8279027,4086677.99483115
"1613","Fis-35377",193820,"Canthigaster tyleri",NA,NA,"PUFFERFISH","LC","Unknown",9457873.78404908,3721264.20442095
"1614","Fis-35385",190681,"Siphonognathus argyrophanes",NA,NA,"PARROTFISH","LC","Unknown",946208.326149806,895185.122582248
"1615","Fis-35453",187439,"Cirrhilabrus laboutei",NA,NA,"WRASSES","LC","Unknown",3247776.18290904,1457214.05504038
"1616","Fis-35454",154891,"Cirrhilabrus lineatus",NA,NA,"WRASSES","LC","Unknown",2287165.75452171,1079636.19036668
"1617","Fis-35455",187769,"Cirrhilabrus punctatus",NA,NA,"WRASSES","LC","Unknown",9515992.39187472,4875955.23305301
"1618","Fis-35456",187729,"Coris aurilineata",NA,NA,"WRASSES","LC","Unknown",6534588.08566361,530611.744209655
"1619","Fis-35461",187609,"Cirrhilabrus lubbocki",NA,NA,"WRASSES","LC","Unknown",6926103.47091194,3686999.11007998
"1620","Fis-35465",48342204,"Ecsenius schroederi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",7483344.57572824,2011597.63908955
"1621","Fis-35467",193599,"Arothron caeruleopunctatus",NA,NA,"PUFFERFISH","LC","Unknown",16200369.8006516,9344749.77083146
"1622","Fis-35500",187414,"Macropharyngodon kuiteri",NA,NA,"WRASSES","LC","Unknown",3008404.4394883,1290000.87717365
"1623","Fis-35506",187533,"Pseudolabrus guentheri",NA,NA,"WRASSES","LC","Unknown",2987016.2991481,516980.210083822
"1624","Fis-35548",183310,"Prionurus laticlavius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",1300723.49688557,1246719.23861709
"1625","Fis-35549",183646,"Prionurus punctatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",936959.379650722,710332.728489641
"1626","Fis-35625",48342191,"Petroscirtes fallax",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5245330.7357251,562522.171487933
"1627","Fis-35630",48342535,"Ecsenius mandibularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3917815.01734175,434125.273279281
"1628","Fis-35631",48342262,"Ecsenius stictus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1971666.24532068,478821.904976874
"1629","Fis-35632",158632,"Salarias sinuosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",15253868.6571511,10764828.7526274
"1630","Fis-35635",178007,"Acanthurus albipectoralis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",2746704.0474659,2506000.76076172
"1631","Fis-35647",183985,"Thalassoma grammaticum",NA,NA,"WRASSES","LC","Stable",1612080.85788721,1461638.58441114
"1632","Fis-35652",183923,"Decodon melasma",NA,NA,"WRASSES","LC","Unknown",1606093.74203028,1481490.43255808
"1633","Fis-35654",183378,"Halichoeres chierchiae",NA,NA,"WRASSES","LC","Stable",1832087.86578105,1482471.12434928
"1634","Fis-35803",165704,"Chaetodon lunulatus",NA,NA,"BUTTERFLYFISH","LC","Decreasing",23966355.3145383,23267999.7224645
"1635","Fis-35827",190759,"Scarus ferrugineus",NA,NA,"PARROTFISH","LC","Unknown",12873481.0294328,1725463.42714999
"1636","Fis-35891",48342493,"Ecsenius axelrodi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1984361.6454316,1684677.92713979
"1637","Fis-4576",177997,"Acanthurus tennentii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",7900540.66345835,6799762.60319506
"1638","Fis-46974",187534,"Halichoeres zeylonicus",NA,NA,"WRASSES","LC","Unknown",16459804.6024356,5829285.00922845
"1639","Fis-47531",187718,"Oxycheilinus arenatus",NA,NA,"WRASSES","LC","Unknown",13187711.1640998,8530256.12937117
"1640","Fis-47538",187423,"Oxycheilinus orientalis",NA,NA,"WRASSES","LC","Unknown",17319114.871788,14858877.0554845
"1641","Fis-47564",187762,"Oxycheilinus celebicus",NA,NA,"WRASSES","LC","Unknown",17008546.3710753,11846823.0717038
"1642","Fis-47651",178013,"Naso caesius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",11515517.6644838,8983915.40036707
"1643","Fis-47876",196041,"Eptatretus profundus",NA,NA,"hagfishes","LC","Unknown",168525.469385645,106122.662722891
"1644","Fis-47953",48342422,"Blenniella gibbifrons",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",14295743.3494019,8836632.90130877
"1645","Fis-47995",48342134,"Istiblennius bellus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10888027.2151165,3000931.7430222
"1646","Fis-48603",187436,"Coris gaimard",NA,NA,"WRASSES","LC","Stable",23163134.4406536,18228469.9838748
"1647","Fis-49074",185127,"Lipophrys trigloides",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2836644.44861305,2490688.87498544
"1648","Fis-49127",185181,"Parablennius incognitus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3426469.4831678,2728634.397893
"1649","Fis-49130",155013,"Parablennius parvicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",2114147.86865896,1983035.50651667
"1650","Fis-49149",185162,"Parablennius ruber",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1435820.36169811,592291.25672422
"1651","Fis-49160",187756,"Symphodus melanocercus",NA,NA,"WRASSES","LC","Stable",2420446.72928091,2201263.53129001
"1652","Fis-49220",21860,"Thunnus thynnus",NA,NA,"Tunas_and_billfishes2","EN","Decreasing",77547353.2645144,34299556.1823311
"1653","Fis-50498",48320397,"Alloblennius parvus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",2882777.49202368,1886142.278423
"1654","Fis-50524",46079775,"Hirculops cornifer",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4015644.16851495,3081089.6190985
"1655","Fis-50534",48342381,"Omobranchus banditus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1284257.07610569,245719.647153382
"1656","Fis-50545",48342109,"Parablennius cornutus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",726764.576711678,647219.554396402
"1657","Fis-50553",198774,"Parablennius pilicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10947392.020698,5349301.80416522
"1658","Fis-50562",48342462,"Scartella emarginata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4600975.79168262,967304.784850256
"1659","Fis-50786",46079476,"Blenniella periophthalmus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",17984790.2033666,13449185.9389155
"1660","Fis-51787",154818,"Acanthurus gahhm",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",29323175.3128876,29317782.6318464
"1661","Fis-51943",187455,"Centrolabrus trutta",NA,NA,"WRASSES","LC","Unknown",785630.572684812,785630.572684812
"1662","Fis-52009",187678,"Lappanella fasciata",NA,NA,"WRASSES","LC","Stable",2229390.13576545,1601453.64892637
"1663","Fis-52010",48342359,"Salarias segmentatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",9445153.81356278,6751762.66200272
"1664","Fis-52266",185129,"Ophioblennius atlanticus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",4671094.60928721,1344191.09240094
"1665","Fis-53116",193786,"Arothron inconditus",NA,NA,"PUFFERFISH","VU","Unknown",245781.745059833,166175.865701755
"1666","Fis-53989",187583,"Bodianus cylindriatus",NA,NA,"WRASSES","LC","Unknown",8235749.89843735,1288986.88264859
"1667","Fis-53996",187755,"Labroides rubrolabiatus",NA,NA,"WRASSES","LC","Unknown",4801541.90742715,4666116.81590614
"1668","Fis-54335",48342316,"Praealticus tanegasimae",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3448632.64140647,1235761.27764096
"1669","Fis-54493",154825,"Eptatretus cirrhatus",NA,NA,"hagfishes","LC","Unknown",9668329.62824599,2693022.4188965
"1670","Fis-55125",21342,"Takifugu poecilonotus",NA,NA,"PUFFERFISH","LC","Unknown",2218377.65539287,1726562.64047183
"1671","Fis-5681",190753,"Chlorurus gibbus",NA,NA,"PARROTFISH","LC","Unknown",13090338.2580034,644234.473124655
"1672","Fis-5683",190728,"Chlorurus microrhinos",NA,NA,"PARROTFISH","LC","Unknown",21611748.1820154,18745020.3778366
"1673","Fis-56917",172376,"Omobranchus zebra",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",6073478.13611014,1464026.36448167
"1674","Fis-57938",187467,"Halichoeres cosmetus",NA,NA,"WRASSES","LC","Unknown",5143646.71075925,3442020.31989516
"1675","Fis-57950",190742,"Chlorurus strongylocephalus",NA,NA,"PARROTFISH","LC","Unknown",13848325.8692403,5077177.31033443
"1676","Fis-57962",48342346,"Aspidontus taeniatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",20996314.5038572,17233013.9222377
"1677","Fis-58068",165649,"Chaetodon gardineri",NA,NA,"BUTTERFLYFISH","LC","Stable",5408352.89156836,1632241.04888041
"1678","Fis-58074",165842,"Pomacanthus rhomboides",NA,NA,"ANGELFISH","LC","Stable",1477617.04640756,274406.837600648
"1679","Fis-58081",165706,"Chelmonops curiosus",NA,NA,"BUTTERFLYFISH","LC","Stable",888180.878808246,854257.295247978
"1680","Fis-58115",48342458,"Ecsenius nalolo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4792027.88282182,3810975.38903693
"1681","Fis-58516",190719,"Chlorurus japanensis",NA,NA,"PARROTFISH","LC","Unknown",13949611.3263647,10137339.1953806
"1682","Fis-58535",187417,"Coris batuensis",NA,NA,"WRASSES","LC","Unknown",19478903.0117388,13573012.4182069
"1683","Fis-58538",187473,"Halichoeres vrolikii",NA,NA,"WRASSES","LC","Unknown",9564558.73404159,2448622.0269056
"1684","Fis-58548",172447,"Entomacrodus vermiculatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4895331.34689918,2896531.41438263
"1685","Fis-58702",187378,"Bodianus opercularis",NA,NA,"WRASSES","LC","Unknown",3484823.15657416,1661129.90523658
"1686","Fis-58709",187735,"Oxycheilinus mentalis",NA,NA,"WRASSES","LC","Unknown",2460086.64450392,1016596.54851421
"1687","Fis-58778",187524,"Thalassoma rueppellii",NA,NA,"WRASSES","LC","Unknown",994836.686629503,632119.208216002
"1688","Fis-58799",48342516,"Salarias alboguttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12854926.8931389,6019908.06508024
"1689","Fis-59174",185168,"Aidablennius sphynx",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2911590.65226178,2471943.19808152
"1690","Fis-59414",165612,"Chaetodon zanzibarensis",NA,NA,"BUTTERFLYFISH","LC","Stable",3496924.25437857,2982730.42515793
"1691","Fis-59453",165860,"Centropyge vrolikii",NA,NA,"ANGELFISH","LC","Stable",19199676.1345558,15540778.6277656
"1692","Fis-59583",48342298,"Blenniella cyanostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4854917.87965079,3176934.11921572
"1693","Fis-59608",46080027,"Pereulixia kosiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2078167.06473071,1313453.51786111
"1694","Fis-59731",154972,"Parablennius zvonimiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2135255.69063447,1454194.53943184
"1695","Fis-60581",193703,"Torquigener flavimaculosus",NA,NA,"PUFFERFISH","LC","Unknown",4992723.24144166,3103707.29305273
"1696","Fis-61198",183260,"Scartichthys viridis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",970019.109806608,706518.656966011
"1697","Fis-6123",170253,"Sparus aurata",NA,NA,"SEABREAMS_PORGIES","LC","Stable",9337151.69985696,8193818.94570623
"1698","Fis-61510",48342489,"Blenniella caudolineata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11001920.4769587,8967293.87589198
"1699","Fis-61523",48342431,"Blenniella interrupta",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8831293.3477014,7045773.06088643
"1700","Fis-61558",48342126,"Blenniella paula",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11837965.593558,7972160.89902548
"1701","Fis-61706",183607,"Sphoeroides lispus",NA,NA,"PUFFERFISH","LC","Unknown",645232.611818245,387827.795430147
"1702","Fis-61804",187787,"Thalassoma noronhanum",NA,NA,"WRASSES","LC","Unknown",1348170.24637891,1182402.77631173
"1703","Fis-61993",48342501,"Ecsenius portenoyi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2741345.35630129,247057.500218617
"1704","Fis-61995",48342512,"Ecsenius tessera",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2262132.47676436,794394.051599184
"1705","Fis-62262",48342341,"Ecsenius fourmanoiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1090109.46338567,876316.560487961
"1706","Fis-62298",48342201,"Entomacrodus niuafoouensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10568682.0327777,2404147.17640291
"1707","Fis-62626",187812,"Bodianus unimaculatus",NA,NA,"WRASSES","LC","Unknown",3629129.54783489,877144.320697462
"1708","Fis-62637",193704,"Torquigener altipinnis",NA,NA,"PUFFERFISH","LC","Unknown",869728.769196122,637101.618888719
"1709","Fis-62815",193785,"Marilyna darwinii",NA,NA,"PUFFERFISH","LC","Unknown",6856354.32303603,2663027.26930605
"1710","Fis-62867",48342383,"Entomacrodus epalzeocheilos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12060136.8756239,4692172.42146149
"1711","Fis-62923",165660,"Chelmon muelleri",NA,NA,"BUTTERFLYFISH","LC","Stable",2888329.28650993,1767637.0962259
"1712","Fis-63048",193686,"Marilyna pleurosticta",NA,NA,"PUFFERFISH","LC","Unknown",2214711.67384594,1315878.69126499
"1713","Fis-63983",190715,"Chlorurus sordidus",NA,NA,"PARROTFISH","LC","Unknown",17347315.1909484,7658784.67588904
"1714","Fis-64430",193718,"Lagocephalus guentheri",NA,NA,"PUFFERFISH","LC","Unknown",15944024.6802066,2733274.78768129
"1715","Fis-7176",187705,"Iniistius pavo",NA,NA,"WRASSES","LC","Unknown",31723390.8197642,26134352.562056
"1716","Fis-8229",170174,"Sparidentex hasta",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",1812454.01885626,550352.232129836
"1717","Fis-8368",190704,"Scarus tricolor",NA,NA,"PARROTFISH","LC","Unknown",20937433.7863106,13371757.9722628
"1718","Fis-9972",48342333,"Ecsenius midas",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",22870621.4661995,15144025.1796796
"1719","Fis-25661",187587,"Bodianus diana",NA,NA,"WRASSES","LC","Unknown",7219993.46749684,6856835.0408325
"1720","Fis-29373",132744,"Epinephelus analogus",NA,NA,"GROUPERS","LC","Stable",2103245.97919954,1957616.86158816
"1721","ITS-180420",20425,"Sousa teuszii",NA,NA,"MAMMMARINE","VU","Decreasing",2225139.71456216,2042407.27733763
"1722","ITS-180450",4160,"Cephalorhynchus eutropia",NA,NA,"MAMMMARINE","NT","Decreasing",788023.292822269,767026.286779657
"1723","ITS-180452",4162,"Cephalorhynchus hectori",NA,39427,"MAMMMARINE","EN","Decreasing",407782.520007918,303703.361230015
"1724","ITS-180474",17028,"Phocoena sinus",NA,NA,"MAMMMARINE","CR","Decreasing",129697.492481236,37216.30536958
"1725","ITS-180478",198920,"Neophocaena phocaenoides",NA,NA,"MAMMMARINE","VU","Decreasing",7949814.90398866,5983290.23863564
"1726","ITS-180488",16370739,"Physeter macrocephalus",41755,NA,"MAMMMARINE","EN","Decreasing",360043056.825026,357499387.364687
"1727","ITS-180488",41755,"Physeter macrocephalus",NA,16370739,"MAMMMARINE","VU","Unknown",360043056.825026,357499387.364687
"1728","ITS-180617",17026,"Phocarctos hookeri",NA,NA,"MAMMMARINE","VU","Decreasing",1842738.42712397,974155.05753904
"1729","ITS-180629",2060,"Arctocephalus pusillus",NA,NA,"MAMMMARINE","LC","Increasing",2747437.20423367,2303346.61574843
"1730","ITS-180634",2057,"Arctocephalus galapagoensis",NA,NA,"MAMMMARINE","EN","Decreasing",179653.692937392,154872.937750919
"1731","ITS-180635",2059,"Arctocephalus philippii",NA,NA,"MAMMMARINE","NT","Increasing",4112905.93118227,1308721.4574179
"1732","ITS-180659",13653,"Monachus monachus",NA,NA,"MAMMMARINE","CR","Decreasing",2548308.97634453,645752.3037199
"1733","ITS-180661",13654,"Monachus schauinslandi",NA,NA,"MAMMMARINE","CR","Decreasing",3641494.20724601,475770.862737733
"1734","ITS-180671",13583,"Mirounga leonina",NA,NA,"MAMMMARINE","LC","Unknown",170674274.56515,73573243.6887555
"1735","ITS-612591",41711,"Eubalaena japonica",NA,133706,"MAMMMARINE","EN","Unknown",38146115.8842391,6769317.0105323
"1736","ITS-612591",133706,"Eubalaena japonica",41711,NA,"MAMMMARINE","CR","Unknown",38146115.8842391,6769317.0105323
"1737","Fis-112900",187465,"Halichoeres stigmaticus",NA,NA,"WRASSES","LC","Unknown",1560595.35782934,593756.603098714
"1738","Fis-113012",46079214,"Antennablennius adenensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1876904.50880188,1625906.30531698
"1739","Fis-113020",46079868,"Mimoblennius cirrosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2265511.06262843,1508702.87918112
"1740","Fis-113024",46079911,"Parablennius opercularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1263485.45041775,691059.367724955
"1741","Fis-113197",187429,"Bodianus sanguineus",NA,NA,"WRASSES","LC","Unknown",477266.506776276,361663.524441125
"1742","Fis-113245",187505,"Cirrhilabrus flavidorsalis",NA,NA,"WRASSES","LC","Unknown",5212494.07660941,3836768.09032942
