iucn_sid,am_sid,sciname,match
192378,W-Msc-215430,Conus litoglyphus,id
192380,SLB-120088,Conus floridulus,id
192383,W-Msc-426315,Conus ammiralis,id
192386,W-Msc-215464,Conus leopardus,id
192393,W-Msc-215433,Conus coccineus,id
192399,SLB-118879,Conus monachus,id
192400,W-Msc-426383,Conus baileyi,id
192408,W-Msc-428212,Conus monile,id
192413,W-Msc-426369,Conus aureus,id
192419,W-Msc-215561,Conus frigidus,id
192424,W-Msc-215476,Conus obscurus,id
192425,W-Msc-426500,Conus flammeacolor,id
192426,W-Msc-430446,Conus kimioi,id
192428,W-Msc-215458,Conus rattus,id
192440,SLB-100648,Conus circumactus,id
192444,W-Msc-420226,Conus villepinii,id
192447,W-Msc-428976,Conus armadillo,id
192449,W-Msc-426424,Conus brunneus,id
192460,W-Msc-215520,Conus generalis,id
192477,W-Msc-215562,Conus articulatus,id
192498,W-Msc-428154,Conus howelli,id
192505,W-Msc-428144,Conus granum,id
192506,W-Msc-215492,Conus pulicarius,id
192507,W-Msc-215525,Conus capitaneus,id
192521,W-Msc-215537,Conus retifer,id
192532,W-Msc-420224,Conus stearnsii,id
192549,W-Msc-215429,Conus magus,id
192553,W-Msc-420213,Conus mazei,id
192562,W-Msc-215518,Conus flavidus,id
192563,W-Msc-215471,Conus aulicus,id
192564,W-Msc-215428,Conus moreleti,id
192566,W-Msc-426496,Conus fergusoni,id
192573,W-Msc-215551,Conus magnificus,id
192578,W-Msc-215538,Conus ermineus,id
192580,W-Msc-430457,Conus chaldaeus,id
192586,W-Msc-215550,Conus terebra,id
192587,W-Msc-215557,Conus bandanus,id
192589,W-Msc-430177,Conus sazanka,id
192590,W-Msc-215533,Conus miliaris,id
192593,W-Msc-215501,Conus imperialis,id
192599,W-Msc-420215,Conus mindanus,id
192611,W-Msc-215436,Conus ebraeus,id
192614,W-Msc-428375,Conus suratensis,id
192624,W-Msc-420211,Conus granulatus,id
192629,W-Msc-420203,Conus attenuatus,id
192633,W-Msc-420216,Conus mus,id
192634,W-Msc-215479,Conus miles,id
192636,W-Msc-215446,Conus coronatus,id
192637,W-Msc-428162,Conus jaspideus,id
192640,W-Msc-426407,Conus boholensis,id
192641,W-Msc-428225,Conus orbignyi,id
192647,W-Msc-215432,Conus spectrum,id
192648,W-Msc-215488,Conus tenuistriatus,id
192654,W-Msc-428259,Conus radiatus,id
192656,W-Msc-428195,Conus luteus,id
192664,W-Msc-215455,Conus episcopatus,id
192674,W-Msc-215451,Conus sponsalis,id
192681,W-Msc-426373,Conus teramachii,id
192686,SLB-118880,Conus parius,id
192692,W-Msc-428404,Conus viola,id
192693,W-Msc-420206,Conus cancellatus,id
192694,W-Msc-215511,Conus varius,id
192696,W-Msc-428255,Conus purpurascens,id
192697,SLB-103803,Conus chiangi,id
192699,W-Msc-215543,Conus striatellus,id
192700,W-Msc-215559,Conus eburneus,id
192701,W-Msc-215457,Conus marmoreus,id
192704,W-Msc-215510,Conus acutangulus,id
192708,W-Msc-426452,Conus cinereus,id
192712,W-Msc-215500,Conus pennaceus,id
192716,W-Msc-426366,Conus aurantius,id
192719,W-Msc-215522,Conus litteratus,id
192722,W-Msc-215567,Conus glans,id
192727,W-Msc-215431,Conus achatinus,id
192729,W-Msc-426467,Conus crocatus,id
192730,W-Msc-426322,Conus aphrodite,id
192737,W-Msc-215546,Conus canonicus,id
192743,W-Msc-215519,Conus tessulatus,id
192754,W-Msc-426459,Conus coffeae,id
192772,W-Msc-215499,Conus geographus,id
192778,W-Msc-215516,Conus vexillum,id
192789,W-Msc-215503,Conus tulipa,id
192793,W-Msc-215474,Conus cylindraceus,id
192796,W-Msc-215435,Conus musicus,id
192798,W-Msc-420217,Conus patae,id
192809,W-Msc-426448,Conus ceruttii,id
192811,W-Msc-215475,Conus planorbis,id
192812,W-Msc-215439,Conus quercinus,id
192815,W-Msc-215484,Conus auricomus,id
192819,SLB-100621,Conus omaria,id
192820,W-Msc-426443,Conus caracteristicus,id
192831,W-Msc-426447,Conus centurio,id
192837,W-Msc-426359,Conus archon,id
192843,W-Msc-215438,Conus legatus,id
192844,W-Msc-215541,Conus lividus,id
192847,W-Msc-426462,Conus consors,id
192849,W-Msc-215490,Conus balteatus,id
192853,W-Msc-215569,Conus virgo,id
192869,W-Msc-420220,Conus regius,id
192870,SLB-100581,Conus arenatus,id
192871,W-Msc-426444,Conus cardinalis,id
192879,W-Msc-215454,Conus pertusus,id
194298,Fis-142645,Albula argentea,id
194299,Fis-28123,Albula glossodonta,id
194301,Fis-161121,Albula oligolepis,id
194305,Fis-29498,Pterothrissus belloci,id
194306,Fis-52465,Pterothrissus gissu,id
194307,Fis-31830,Elops hawaiensis,id
194308,Fis-31194,Elops senegalensis,id
194853,Fis-166721,Microlipophrys dalmatinus,id
194854,Fis-165433,Microlipophrys nigriceps,id
194855,Fis-112810,Parablennius rouxi,id
194856,Fis-139731,Salaria basilisca,id
195291,Fis-26496,Epinephelus chabaudi,id
195409,Fis-22720,Epinephelus itajara,id
196307,Fis-28202,Meiacanthus anema,id
196310,Fis-31633,Omox biporos,id
198920,ITS-Mam-180478,Neophocaena phocaenoides,id
200715,W-Hol-732234,Holothuria fuscogilva,id
154708,Fis-51713,Diplodus cervinus,basic name
166947,Fis-25293,Lagocephalus sceleratus,basic name
167006,Fis-134094,Takifugu ocellatus,basic name
170031,ITS-660231,Panulirus femoristriga,basic name
170153,Fis-150124,Acanthopagrus schlegelii,basic name
170156,Fis-23374,Archosargus rhomboidalis,basic name
170157,Fis-138052,Dentex spariformis,basic name
170158,Fis-29364,Dentex angolensis,basic name
170159,Fis-25173,Pagrus caeruleostictus,basic name
170160,Fis-23177,Lithognathus mormyrus,basic name
170162,Fis-29463,Pagellus bellottii,basic name
170164,Fis-32587,Rhabdosargus thorpei,basic name
170165,Fis-26883,Rhabdosargus haffara,basic name
170166,Fis-31009,Dentex maroccanus,basic name
170167,Fis-23093,Pagrus major,basic name
170168,Fis-23283,Stenotomus chrysops,basic name
170169,Fis-22952,Sarpa salpa,basic name
170172,Fis-25688,Spondyliosoma emarginatum,basic name
170174,Fis-8229,Sparidentex hasta,basic name
170176,Fis-161802,Dentex abei,basic name
170178,Fis-29748,Calamus nodosus,basic name
170179,Fis-160906,Acanthopagrus chinshira,basic name
170180,Fis-30675,Stenotomus caprinus,basic name
170181,Fis-26856,Acanthopagrus palmaris,basic name
170182,Fis-29749,Calamus proridens,basic name
170183,Fis-25945,Chrysoblephus cristiceps,basic name
170184,Fis-25686,Polysteganus praeorbitalis,basic name
170186,Fis-25172,Dentex gibbosus,basic name
170187,Fis-29745,Calamus campechanus,basic name
170189,Fis-29194,Acanthopagrus butcheri,basic name
170190,Fis-23403,Calamus bajonado,basic name
170191,Fis-32670,Argyrops bleekeri,basic name
170192,Fis-31010,Dentex canariensis,basic name
170194,Fis-25681,Chrysoblephus anglicus,basic name
170197,Fis-23197,Oblada melanura,basic name
170198,Fis-25587,Rhabdosargus sarba,basic name
170201,Fis-25943,Pachymetopon aeneum,basic name
170203,Fis-25687,Rhabdosargus holubi,basic name
170204,Fis-25684,Cymatoceps nasutus,basic name
170205,Fis-22263,Calamus pennatula,basic name
170207,Fis-23405,Calamus penna,basic name
170208,Fis-25685,Pachymetopon grande,basic name
170213,Fis-23234,Pterogymnus laniarius,basic name
170214,Fis-26858,Diplodus noct,basic name
170215,Fis-32586,Polysteganus coeruleopunctatus,basic name
170216,Fis-26772,Crenidens crenidens,basic name
170218,Fis-31414,Boopsoidea inornata,basic name
170220,Fis-31224,Pagrus auriga,basic name
170221,Fis-23091,Cheimerius nufar,basic name
170222,Fis-26835,Diplodus bellottii,basic name
170223,Fis-23013,Archosargus probatocephalus,basic name
170224,Fis-23208,Pagellus erythrinus,basic name
170225,Fis-23238,Rhabdosargus globiceps,basic name
170226,Fis-25593,Sparodon durbanensis,basic name
170227,Fis-149383,Dentex fourmanoiri,basic name
170229,Fis-23206,Pagellus acarne,basic name
170231,Fis-23018,Argyrozona argyrozona,basic name
170232,Fis-23109,Dentex macrophthalmus,basic name
170233,Fis-29747,Calamus leucosteus,basic name
170238,Fis-23015,Argyrops spinifer,basic name
170239,Fis-25176,Acanthopagrus bifasciatus,basic name
170241,Fis-31225,Pagrus africanus,basic name
170244,Fis-23207,Pagellus bogaraveo,basic name
170245,Fis-23108,Dentex dentex,basic name
170246,Fis-26846,Virididentex acromegalus,basic name
170247,Fis-23217,Petrus rupestris,basic name
170248,Fis-26774,Polyamblyodon germanum,basic name
170249,Fis-23404,Calamus calamus,basic name
170250,Fis-24727,Lagodon rhomboides,basic name
170251,Fis-22849,Boops boops,basic name
170252,Fis-25174,Argyrops filamentosus,basic name
170253,Fis-6123,Sparus aurata,basic name
170256,Fis-25946,Chrysoblephus gibbiceps,basic name
170257,Fis-26855,Acanthopagrus australis,basic name
170258,Fis-23826,Spondyliosoma cantharus,basic name
170259,Fis-25683,Chrysoblephus puniceus,basic name
170260,Fis-23475,Diplodus annularis,basic name
170261,Fis-23480,Diplodus vulgaris,basic name
170262,Fis-23478,Diplodus puntazzo,basic name
170263,Fis-26067,Acanthopagrus latus,basic name
170264,Fis-16392,Diplodus holbrookii,basic name
170265,Fis-35835,Polysteganus baissaci,basic name
170266,Fis-25680,Acanthopagrus berda,basic name
170273,Fis-165278,Diplodus omanensis,basic name
172376,Fis-56917,Omobranchus zebra,basic name
172416,Fis-26219,Chelonodon patoca,basic name
172447,Fis-58548,Entomacrodus vermiculatus,basic name
172487,Fis-26596,Omobranchus punctatus,basic name
173343,Kew-308090,Halophila spinulosa,basic name
173346,Kew-308879,Thalassia testudinum,basic name
173352,SLB-159390,Halophila decipiens,basic name
173372,SLB-173431,Halodule wrightii,basic name
173375,Kew-293259,Thalassodendron ciliatum,basic name
173378,Kew-288211,Syringodium filiforme,basic name
178806,SLB-183508,Conocarpus erectus,basic name
178811,SLB-172427,Avicennia germinans,basic name
180218,SLB-189679,Holothuria coronopertusa,basic name
185126,Fis-29304,Blennius ocellaris,basic name
185127,Fis-49074,Lipophrys trigloides,basic name
185131,Fis-52186,Spaniblennius riodourensis,basic name
185136,Fis-125999,Parablennius salensis,basic name
185138,Fis-143808,Parablennius dialloi,basic name
185140,Fis-143809,Parablennius sierraensis,basic name
185141,Fis-24687,Hypleurochilus aequipinnis,basic name
185145,Fis-52218,Parablennius verryckeni,basic name
185149,Fis-127090,Hypleurochilus fissicornis,basic name
185153,Fis-52206,Parablennius goreensis,basic name
185156,Fis-167765,Microlipophrys canevae,basic name
185162,Fis-49149,Parablennius ruber,basic name
185165,Fis-26624,Coryphoblennius galerita,basic name
185168,Fis-59174,Aidablennius sphynx,basic name
185170,Fis-27546,Hypleurochilus langi,basic name
185175,Fis-117893,Salaria pavo,basic name
185178,Fis-52180,Bathyblennius antholops,basic name
185180,Fis-27330,Lipophrys pholis,basic name
185181,Fis-49127,Parablennius incognitus,basic name
185183,Fis-31232,Blennius normani,basic name
185185,Fis-23709,Parablennius tentacularis,basic name
185191,Fis-158435,Ophioblennius trinitatis,basic name
185193,Fis-23708,Parablennius sanguinolentus,basic name
188315,Fis-29814,Chromis enchrysura,basic name
188324,Fis-23437,Chromis chromis,basic name
188352,Fis-34876,Chromis cadenati,basic name
188419,Fis-28218,Abudefduf luridus,basic name
188425,Fis-25777,Chrysiptera unimaculata,basic name
188434,Fis-23319,Abudefduf taurus,basic name
188469,Fis-29815,Chromis scotti,basic name
188471,Fis-28531,Stegastes otophorus,basic name
188486,Fis-28235,Chromis limbata,basic name
188496,Fis-24914,Stegastes planifrons,basic name
188539,Fis-24913,Stegastes partitus,basic name
188551,Fis-149838,Stegastes adustus,basic name
188569,Fis-24912,Stegastes leucostictus,basic name
188581,Fis-23318,Abudefduf saxatilis,basic name
188586,Fis-35223,Stegastes imbricatus,basic name
188592,Fis-24910,Stegastes diencaeus,basic name
188607,Fis-23438,Chromis multilineata,basic name
188617,Fis-23636,Microspathodon chrysurus,basic name
188622,Fis-35180,Microspathodon frontatus,basic name
188624,Fis-24500,Chromis insolata,basic name
190172,Fis-150213,Canthigaster figueiredoi,basic name
190193,Fis-25001,Sphoeroides pachygaster,basic name
190246,Fis-23817,Sphoeroides maculatus,basic name
190380,Fis-23579,Lagocephalus laevigatus,basic name
190464,Fis-136019,Lagocephalus lagocephalus,basic name
192585,SLB-189630,Conus vicweei,basic name
193598,Fis-27753,Takifugu vermicularis,basic name
193599,Fis-35467,Arothron caeruleopunctatus,basic name
193602,Fis-145529,Takifugu bimaculatus,basic name
193611,Fis-30893,Sphoeroides parvus,basic name
193612,Fis-26899,Takifugu rubripes,basic name
193614,Fis-134060,Torquigener vicinus,basic name
193621,Fis-26955,Torquigener hypselogeneion,basic name
193622,Fis-26889,Lagocephalus spadiceus,basic name
193623,Fis-134077,Canthigaster papua,basic name
193624,Fis-145527,Takifugu reticularis,basic name
193628,Fis-134084,Lagocephalus suezensis,basic name
193630,Fis-23819,Sphoeroides spengleri,basic name
193631,Fis-127179,Contusus brevicaudus,basic name
193632,Fis-25618,Sphoeroides greeleyi,basic name
193636,Fis-29190,Torquigener pleurogramma,basic name
193637,Fis-127175,Torquigener andersonae,basic name
193642,Fis-133901,Canthigaster axiologus,basic name
193650,Fis-26564,Colomesus psittacus,basic name
193655,Fis-28622,Canthigaster margaritata,basic name
193656,Fis-26177,Canthigaster bennetti,basic name
193659,Fis-28766,Takifugu exascurus,basic name
193660,Fis-134051,Torquigener gloerfelti,basic name
193661,Fis-127185,Tetractenos glaber,basic name
193662,Fis-26098,Arothron meleagris,basic name
193663,Fis-26721,Canthigaster jactator,basic name
193664,Fis-26935,Lagocephalus lunaris,basic name
193666,Fis-55124,Takifugu flavidus,basic name
193667,Fis-27754,Takifugu porphyreus,basic name
193669,Fis-26178,Canthigaster compressa,basic name
193670,Fis-134062,Torquigener paxtoni,basic name
193671,Fis-26728,Arothron mappa,basic name
193672,Fis-34021,Torquigener parcuspinus,basic name
193675,Fis-26717,Canthigaster amboinensis,basic name
193676,Fis-29189,Omegophora armilla,basic name
193677,Fis-28092,Feroxodon multistriatus,basic name
193678,Fis-34404,Torquigener pallimaculatus,basic name
193686,Fis-63048,Marilyna pleurosticta,basic name
193689,Fis-113028,Torquigener randalli,basic name
193693,Fis-28768,Takifugu pardalis,basic name
193695,Fis-150910,Canthigaster natalensis,basic name
193696,Fis-55216,Takifugu chrysops,basic name
193697,Fis-58037,Canthigaster pygmaea,basic name
193698,Fis-141491,Sphoeroides tyleri,basic name
193699,Fis-25619,Arothron hispidus,basic name
193703,Fis-60581,Torquigener flavimaculosus,basic name
193704,Fis-62637,Torquigener altipinnis,basic name
193705,Fis-26249,Canthigaster rivulata,basic name
193709,Fis-28618,Canthigaster callisterna,basic name
193711,Fis-35347,Canthigaster smithae,basic name
193712,Fis-163987,Arothron stellatus,basic name
193716,Fis-26210,Arothron reticularis,basic name
193717,Fis-26839,Lagocephalus inermis,basic name
193718,Fis-64430,Lagocephalus guentheri,basic name
193722,Fis-58036,Arothron diadematus,basic name
193723,Fis-35313,Canthigaster ocellicincta,basic name
193725,Fis-150216,Canthigaster jamestyleri,basic name
193733,Fis-26723,Canthigaster epilampra,basic name
193735,Fis-34019,Torquigener hicksi,basic name
193741,Fis-127173,Torquigener perlevis,basic name
193742,Fis-32650,Chelonodon laticeps,basic name
193747,Fis-26842,Amblyrhynchotes honckenii,basic name
193749,Fis-26722,Canthigaster coronata,basic name
193758,Fis-25401,Ephippion guttifer,basic name
193759,Fis-30892,Sphoeroides dorsalis,basic name
193760,Fis-127171,Torquigener squamicauda,basic name
193762,Fis-23818,Sphoeroides nephelus,basic name
193766,Fis-26179,Canthigaster janthinoptera,basic name
193769,Fis-26843,Tylerius spinosissimus,basic name
193771,Fis-28989,Sphoeroides marmoratus,basic name
193772,Fis-28767,Takifugu stictonotus,basic name
193775,Fis-26199,Canthigaster solandri,basic name
193779,Fis-145524,Takifugu snyderi,basic name
193782,Fis-28169,Torquigener whitleyi,basic name
193784,Fis-133990,Tetractenos hamiltoni,basic name
193785,Fis-62815,Marilyna darwinii,basic name
193786,Fis-53116,Arothron inconditus,basic name
193789,Fis-145532,Takifugu alboplumbeus,basic name
193792,Fis-25271,Contusus richei,basic name
193793,Fis-24480,Canthigaster rostrata,basic name
193796,Fis-26180,Canthigaster valentini,basic name
193799,Fis-163700,Canthigaster cyanospilota,basic name
193803,Fis-133976,Omegophora cyanopunctata,basic name
193804,Fis-26097,Arothron nigropunctatus,basic name
193805,Fis-26418,Arothron immaculatus,basic name
193809,Fis-150207,Takifugu pseudommus,basic name
193810,Fis-26952,Takifugu oblongus,basic name
193813,Fis-23820,Sphoeroides testudineus,basic name
193820,Fis-35377,Canthigaster tyleri,basic name
193822,Fis-29188,Arothron firmamentum,basic name
196687,Fis-150312,Hypleurochilus caudovittatus,basic name
196688,Fis-145639,Hypleurochilus multifilis,basic name
198632,Fis-24942,Scartella cristata,basic name
198774,Fis-50553,Parablennius pilicornis,basic name
18263684,Fis-113043,Petroscirtes ancylodon,basic name
46079096,Fis-113010,Alticus kirkii,basic name
46079214,Fis-113012,Antennablennius adenensis,basic name
46079217,Fis-32641,Antennablennius australis,basic name
46079226,Fis-26821,Antennablennius bifilum,basic name
46079239,Fis-113013,Antennablennius hypenetes,basic name
46079321,Fis-113018,Antennablennius variopunctatus,basic name
46079476,Fis-50786,Blenniella periophthalmus,basic name
46079775,Fis-50524,Hirculops cornifer,basic name
46079801,Fis-25979,Istiblennius edentulus,basic name
46079816,Fis-61136,Istiblennius pox,basic name
46079868,Fis-113020,Mimoblennius cirrosus,basic name
46079911,Fis-113024,Parablennius opercularis,basic name
46079924,Fis-113029,Parablennius thysanius,basic name
46080027,Fis-59608,Pereulixia kosiensis,basic name
46080080,Fis-31636,Petroscirtes mitratus,basic name
46080101,Fis-28625,Plagiotremus townsendi,basic name
46080159,Fis-32416,Xiphasia setifer,basic name
46104027,Fis-29799,Chasmodes saburrae,basic name
46104049,Fis-29951,Entomacrodus nigricans,basic name
46104052,Fis-30135,Hypleurochilus bermudensis,basic name
46104061,Fis-30136,Hypleurochilus springeri,basic name
46104064,Fis-155663,Hypsoblennius hentz,basic name
46104090,Fis-146038,Ophioblennius macclurei,basic name
46104109,Fis-24847,Parablennius marmoreus,basic name
47137303,Fis-26857,Archosargus pourtalesii,basic name
47137465,Fis-24473,Calamus brachysomus,basic name
47137515,Fis-26853,Calamus taurinus,basic name
47140942,Fis-24491,Chasmodes bosquianus,basic name
47141089,Fis-24688,Hypleurochilus geminatus,basic name
47141104,Fis-150314,Hypleurochilus pseudoaequipinnis,basic name
47166659,Fis-169282,Acanthopagrus arabicus,basic name
48319933,Fis-127099,Alloblennius anuchalis,basic name
48320326,Fis-60360,Alloblennius jugularis,basic name
48320397,Fis-50498,Alloblennius parvus,basic name
48320496,Fis-127101,Alloblennius pictus,basic name
48321151,Fis-33723,Alticus monochrus,basic name
48321164,Fis-145460,Alticus montanoi,basic name
48321187,Fis-130767,Alticus saliens,basic name
48342089,Fis-25100,Cirripectes obscurus,basic name
48342093,Fis-25992,Meiacanthus atrodorsalis,basic name
48342097,Fis-26713,Plagiotremus ewaensis,basic name
48342099,Fis-113542,Meiacanthus tongaensis,basic name
48342103,Fis-30953,Cirripectes randalli,basic name
48342105,Fis-30944,Cirripectes auritus,basic name
48342109,Fis-50545,Parablennius cornutus,basic name
48342111,Fis-25988,Salarias fasciatus,basic name
48342115,Fis-22136,Blenniella chrysospilos,basic name
48342117,Fis-30946,Cirripectes fuscoguttatus,basic name
48342122,Fis-145633,Praealticus triangulus,basic name
48342125,Fis-61525,Blenniella leopardus,basic name
48342126,Fis-61558,Blenniella paula,basic name
48342130,Fis-34720,Salarias guttatus,basic name
48342133,Fis-61831,Istiblennius flaviumbrinus,basic name
48342134,Fis-47995,Istiblennius bellus,basic name
48342137,Fis-25968,Exallias brevis,basic name
48342145,Fis-32482,Ecsenius pictus,basic name
48342148,Fis-145643,Enchelyurus brunneolus,basic name
48342154,Fis-25993,Meiacanthus grammistes,basic name
48342158,Fis-113449,Meiacanthus limbatus,basic name
48342160,Fis-28968,Enchelyurus ater,basic name
48342162,Fis-31626,Ecsenius sellifer,basic name
48342164,Fis-35341,Meiacanthus mossambicus,basic name
48342166,Fis-10516,Aspidontus tractus,basic name
48342168,Fis-142714,Omobranchus obliquus,basic name
48342170,Fis-61944,Ecsenius oculatus,basic name
48342171,Fis-145444,Omobranchus germaini,basic name
48342173,Fis-32479,Ecsenius monoculus,basic name
48342174,Fis-26598,Mimoblennius atrocinctus,basic name
48342177,Fis-26711,Entomacrodus marmoratus,basic name
48342179,Fis-154079,Ecsenius shirleyae,basic name
48342180,Fis-62699,Omox lupus,basic name
48342182,Fis-30947,Cirripectes gilberti,basic name
48342183,Fis-32481,Ecsenius bimaculatus,basic name
48342185,Fis-113469,Meiacanthus geminatus,basic name
48342186,Fis-150288,Praealticus oortii,basic name
48342187,Fis-31637,Petroscirtes variabilis,basic name
48342191,Fis-35625,Petroscirtes fallax,basic name
48342195,Fis-115417,Ecsenius fijiensis,basic name
48342197,Fis-35892,Ecsenius paroculus,basic name
48342201,Fis-62298,Entomacrodus niuafoouensis,basic name
48342204,Fis-35465,Ecsenius schroederi,basic name
48342206,Fis-62703,Ecsenius prooculis,basic name
48342207,Fis-113599,Meiacanthus reticulatus,basic name
48342209,Fis-130762,Andamia heteroptera,basic name
48342210,Fis-30955,Cirripectes stigmaticus,basic name
48342213,Fis-25974,Entomacrodus striatus,basic name
48342217,Fis-145453,Praealticus bilineatus,basic name
48342219,Fis-22135,Blenniella bilitonensis,basic name
48342223,Fis-138277,Parablennius tasmanianus,basic name
48342225,Fis-25997,Petroscirtes breviceps,basic name
48342229,Fis-150289,Praealticus caesius,basic name
48342232,Fis-145447,Enchelyurus flavipes,basic name
48342234,Fis-115419,Ecsenius lubbocki,basic name
48342237,Fis-61949,Ecsenius pardus,basic name
48342238,Fis-31639,Xiphasia matsubarai,basic name
48342240,Fis-35287,Ecsenius bandanus,basic name
48342246,Fis-58823,Atrosalarias fuscus,basic name
48342248,Fis-25101,Cirripectes polyzona,basic name
48342250,Fis-32476,Ecsenius lividanalis,basic name
48342254,Fis-35624,Meiacanthus luteus,basic name
48342256,Fis-144755,Salarias patzneri,basic name
48342258,Fis-138294,Parablennius cyclops,basic name
48342262,Fis-35631,Ecsenius stictus,basic name
48342264,Fis-113473,Meiacanthus vicinus,basic name
48342265,Fis-25975,Entomacrodus thalassinus,basic name
48342269,Fis-32478,Ecsenius stigmatura,basic name
48342271,Fis-61807,Istiblennius muelleri,basic name
48342274,Fis-30952,Cirripectes perustus,basic name
48342277,Fis-25097,Cirripectes alboapicalis,basic name
48342278,Fis-35316,Ecsenius bathi,basic name
48342285,Fis-28573,Ecsenius gravieri,basic name
48342287,Fis-130760,Cirrisalarias bunares,basic name
48342289,Fis-145465,Praealticus striatus,basic name
48342290,Fis-50532,Mimoblennius rusi,basic name
48342292,Fis-31632,Stanulus seychellensis,basic name
48342295,Fis-31635,Meiacanthus ditrema,basic name
48342298,Fis-59583,Blenniella cyanostigma,basic name
48342300,Fis-25998,Petroscirtes thepassii,basic name
48342303,Fis-30945,Cirripectes chelomatus,basic name
48342306,Fis-30950,Cirripectes jenningsi,basic name
48342307,Fis-35286,Ecsenius aequalis,basic name
48342309,Fis-31638,Petroscirtes xestus,basic name
48342312,Fis-26820,Omobranchus elongatus,basic name
48342314,Fis-35294,Stanulus talboti,basic name
48342316,Fis-54335,Praealticus tanegasimae,basic name
48342317,Fis-26631,Ecsenius namiyei,basic name
48342321,Fis-25980,Istiblennius lineatus,basic name
48342325,Fis-54316,Petroscirtes springeri,basic name
48342326,Fis-31628,Entomacrodus sealei,basic name
48342328,Fis-142123,Ecsenius randalli,basic name
48342329,Fis-32418,Ecsenius lineatus,basic name
48342333,Fis-9972,Ecsenius midas,basic name
48342337,Fis-58117,Istiblennius unicolor,basic name
48342339,Fis-146176,Ecsenius tricolor,basic name
48342341,Fis-62262,Ecsenius fourmanoiri,basic name
48342342,Fis-25985,Praealticus natalis,basic name
48342346,Fis-57962,Aspidontus taeniatus,basic name
48342349,Fis-32477,Ecsenius melarchus,basic name
48342352,Fis-30949,Cirripectes imitator,basic name
48342354,Fis-144754,Salarias ramosus,basic name
48342356,Fis-145099,Entomacrodus lemuria,basic name
48342357,Fis-145632,Mimoblennius lineathorax,basic name
48342359,Fis-52010,Salarias segmentatus,basic name
48342362,Fis-32417,Laiphognathus multimaculatus,basic name
48342366,Fis-25996,Plagiotremus tapeinosoma,basic name
48342373,Fis-35466,Meiacanthus vittatus,basic name
48342376,Fis-35293,Meiacanthus nigrolineatus,basic name
48342378,Fis-150301,Meiacanthus urostigma,basic name
48342381,Fis-50534,Omobranchus banditus,basic name
48342383,Fis-62867,Entomacrodus epalzeocheilos,basic name
48342385,Fis-25969,Ecsenius bicolor,basic name
48342388,Fis-113623,Plagiotremus spilistius,basic name
48342389,Fis-25972,Entomacrodus decussatus,basic name
48342392,Fis-26714,Plagiotremus goslinei,basic name
48342394,Fis-28967,Petroscirtes lupus,basic name
48342398,Fis-113466,Meiacanthus crinitus,basic name
48342402,Fis-25104,Cirripectes variolosus,basic name
48342407,Fis-26680,Andamia reyi,basic name
48342410,Fis-161616,Laiphognathus longispinis,basic name
48342411,Fis-162302,Rhabdoblennius nigropunctatus,basic name
48342412,Fis-35355,Plagiotremus phenax,basic name
48342414,Fis-52255,Entomacrodus textilis,basic name
48342416,Fis-145631,Meiacanthus fraseri,basic name
48342422,Fis-47953,Blenniella gibbifrons,basic name
48342425,Fis-30954,Cirripectes springeri,basic name
48342427,Fis-145458,Atrosalarias hosokawai,basic name
48342428,Fis-25102,Cirripectes quagga,basic name
48342431,Fis-61523,Blenniella interrupta,basic name
48342433,Fis-150321,Enchelyurus kraussii,basic name
48342437,Fis-61874,Paralticus amboinensis,basic name
48342440,Fis-54337,Andamia tetradactylus,basic name
48342441,Fis-54244,Istiblennius rivulatus,basic name
48342442,Fis-28971,Istiblennius meleagris,basic name
48342444,Fis-165431,Atrosalarias holomelas,basic name
48342445,Fis-32541,Meiacanthus smithi,basic name
48342448,Fis-145446,Dodekablennos fraseri,basic name
48342449,Fis-58789,Ecsenius aroni,basic name
48342451,Fis-25970,Ecsenius yaeyamaensis,basic name
48342456,Fis-31625,Ecsenius opsifrontalis,basic name
48342458,Fis-58115,Ecsenius nalolo,basic name
48342460,Fis-113380,Meiacanthus abditus,basic name
48342462,Fis-50562,Scartella emarginata,basic name
48342464,Fis-64651,Parablennius laticlavius,basic name
48342467,Fis-50550,Parablennius lodosus,basic name
48342469,Fis-28572,Ecsenius frontalis,basic name
48342471,Fis-25987,Rhabdoblennius snowi,basic name
48342473,Fis-25982,Litobranchus fowleri,basic name
48342477,Fis-25995,Plagiotremus rhinorhynchos,basic name
48342482,Fis-26594,Istiblennius dussumieri,basic name
48342486,Fis-30948,Cirripectes hutchinsi,basic name
48342488,Fis-162304,Rhabdoblennius nitidus,basic name
48342489,Fis-61510,Blenniella caudolineata,basic name
48342492,Fis-146160,Salarias obscurus,basic name
48342493,Fis-35891,Ecsenius axelrodi,basic name
48342498,Fis-62000,Ecsenius alleni,basic name
48342499,Fis-25103,Cirripectes vanderbilti,basic name
48342501,Fis-61993,Ecsenius portenoyi,basic name
48342502,Fis-139086,Parablennius intermedius,basic name
48342505,Fis-150326,Nannosalarias nativitatis,basic name
48342508,Fis-32419,Ecsenius oculus,basic name
48342512,Fis-61995,Ecsenius tessera,basic name
48342513,Fis-25098,Cirripectes castaneus,basic name
48342516,Fis-58799,Salarias alboguttatus,basic name
48342518,Fis-145098,Entomacrodus williamsi,basic name
