am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,spp_group,id_no,spatial_source,name_verified
W-Por-166701,Amphimedon viridis,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-166774,Niphates caycedoi,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-166912,Aka coralliphaga,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-378581,Neopetrosia proxima,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-385326,Neopetrosia rosariensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-166934,Calyx podatypa,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-164823,Agelas clathrodes,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-169016,Monanchora arbuscula,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-169121,Desmapsamma anchorata,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-168252,Biemna caribea,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-366652,Mycale laevis,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-418834,Mycale laxissima,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-192555,Mycale microsigmatosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-192550,Mycale magnirhaphidifera,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-387433,Mycale citrina,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-394727,Clathria venosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-394726,Clathria schoenus,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-165702,Scopalina ruetzleri,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-191435,Halichondria lutea,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-171294,Cinachyrella apion,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-170154,Geodia papyracea,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-170613,Placospongia intermedia,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-170775,Prosuberites laughlini,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-505704,Mactra luzonica,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-540724,Mactra mera,null,NA,NA,NA,NA,NA,am,TRUE
SLB-89653,Pharella acutidens,null,NA,NA,NA,NA,NA,am,TRUE
SLB-89700,Glycymeris scripta,null,NA,NA,NA,NA,NA,am,TRUE
SLB-89701,Glycymeris vovan,null,NA,NA,NA,NA,NA,am,TRUE
SLB-89714,Modiolus nitens,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-207798,Ostrea cucullata,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-224536,Atrina chautardi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-225605,Ensis goreensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-225607,Apolymetis papyracea,null,NA,NA,NA,NA,NA,am,TRUE
W-Hol-174058,Cladodactyla crocea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-181361,Venerupis dura,null,NA,NA,NA,NA,NA,am,TRUE
SLB-89754,Cassis tessellata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-225279,Natica fulminea,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708795,Loxosoma pectinaricola,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708796,Loxosoma rhodinicola,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92338,Patella safiana,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-224255,Strombus latus,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708797,Loxosomella elegans,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708798,Loxosomella similis,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708799,Loxosomella polita,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92367,Apolymetis ephippium,null,NA,NA,NA,NA,NA,am,FALSE
ITS-708754,Loxosomella marsypos,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708801,Loxosomella harmeri,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708803,Loxosomella nitschei,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708805,Loxosomella phascolosomata,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708806,Loxosomella fauveli,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708716,Loxosomella compressa,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708794,Loxosomella nordgaardi,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708808,Loxosomella discopoda,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708887,Loxosomella obesa,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92490,Corymorpha gracilis,null,NA,NA,NA,NA,NA,am,TRUE
W-Hyd-291318,Zyzzyzus warreni,null,NA,NA,NA,NA,NA,am,TRUE
W-Hyd-117547,Eudendrium fragile,null,NA,NA,NA,NA,NA,am,TRUE
W-Hyd-117550,Eudendrium merulum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92562,Clarkcomanthus alternans,null,NA,NA,NA,NA,NA,am,TRUE
W-Ase-178200,Mithrodia clavigera,null,NA,NA,NA,NA,NA,am,TRUE
W-Ase-292787,Celerina heffernani,null,NA,NA,NA,NA,NA,am,TRUE
W-Ase-370898,Pentaceraster alveolatus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-507769,Marcia opima,null,NA,NA,NA,NA,NA,am,TRUE
W-Oph-213439,Astroboa nuda,null,NA,NA,NA,NA,NA,am,TRUE
W-Oph-212371,Ophiocoma erinaceus,null,NA,NA,NA,NA,NA,am,TRUE
W-Oph-243728,Ophiomastix janualis,null,NA,NA,NA,NA,NA,am,TRUE
W-Oph-212392,Ophiomastix variabilis,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-212466,Metalia dicrana,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-213369,Eucidaris metularia,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-513443,Peronella lesueuri,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-513533,Salmacis sphaeroides,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-212449,Toxopneustes pileolus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-445330,Haliotis glabra,null,NA,NA,NA,NA,NA,am,TRUE
W-Oct-209621,Sarcophyton glaucum,null,NA,NA,NA,NA,NA,am,TRUE
W-Oct-288314,Sarcophyton tenuispiculatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92891,Umbonium costatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-164605,Sycon protectum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92931,Turbo crassus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92955,Nerita picea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-92956,Opheodesoma grisea,null,NA,NA,NA,NA,NA,am,TRUE
W-Hol-210974,Synapta maculata,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-134380,Aphrocallistes beatrix,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-446938,Tectarius grandinatus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-549429,Serpulorbis medusae,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215385,Tibia fusus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-571879,Natica stellata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-181380,Histioteuthis elongata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-342377,Nototodarus philippinensis,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-567143,Volema myristica,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-568006,Cymbiola vespertilio,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-385403,Melo amphora,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93542,Oliva vidua,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215421,Hydatina amplustre,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93654,Bulla vernicosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-213149,Chelidonura amoena,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-213150,Chelidonura electra,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599444,Philinopsis gardineri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-531560,Philinopsis lineolata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-531562,Philinopsis taronga,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93676,Philinopsis orientalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599450,Sagaminopteron psychedelicum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208626,Aplysia oculifera,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93681,Aplysia reticulata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-139594,Notarchus indicus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-531606,Tylodina corticalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-111675,Walkeria tuberosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-494686,Stiliger smaragdinus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-233601,Elysia tomentosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-527325,Nembrotha lineolata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-527322,Nembrotha kubaryana,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-494525,Polybranchia westralis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-531173,Tambja morosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-531168,Tambja verconis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93794,Conchoecia aequiseta,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-597104,Gymnodoris aurita,null,NA,NA,NA,NA,NA,am,FALSE
SLB-93807,Gymnodoris citrina,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93808,Conchoecia mamillata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-597106,Gymnodoris rubropapulosa,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-558237,Chromodoris kuiteri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-558198,Chromodoris lochi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-558229,Chromodoris annae,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-558301,Chromodoris colemani,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-559728,Chromodoris collingwoodi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-560061,Chromodoris reticulata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93873,Ascobulla fischeri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-559920,Chromodoris albopunctata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-558308,Chromodoris daphne,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-457497,Chromodoris michaeli,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-558431,Cadlinella ornatissima,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533928,Mexichromis macropus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533942,Verconia verconis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-559951,Glossodoris electra,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-559949,Glossodoris hikuerensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-559955,Glossodoris undaurum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-93984,Glossodoris symmetricus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-209597,Hypselodoris maculosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533954,Archidoris wellingtonensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599522,Platydoris cruenta,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-221067,Platydoris scabra,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533972,Hoplodoris nodulosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599499,Halgerda brunneomaculata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-221080,Halgerda tessellata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-536725,Phyllidiopsis annae,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-537017,Dendrodoris denisoni,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533886,Doriopsilla carneola,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-194740,Leucosolenia blanca,null,NA,NA,NA,NA,NA,am,TRUE
SLB-94100,Leucosolenia canariensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-94111,Leucosolenia cerebrum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-181237,Melibe viridis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-221065,Melibe bucephala,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-534011,Melibe australis,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-236224,Leucosolenia clathrus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-94124,Leucosolenia coriacea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-534021,Madrella sanguinea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-94137,Leucosolenia dictyoides,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-534062,Cratena lineata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-534057,Austraeolis ornata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-534073,Phyllodesmium poindimiei,null,NA,NA,NA,NA,NA,am,TRUE
SLB-94177,Leucosolenia lamarckii,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-534041,Baeolidia australis,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-414516,Leucosolenia protogenes,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-164750,Leucetta chagosensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599461,Haminoea ovalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-492588,Berthelinia chloris,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-164758,Leucetta microraphis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-141564,Placida cremoniana,null,NA,NA,NA,NA,NA,am,TRUE
W-Por-234256,Leuconia rudifera,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-159929,Chaetoderma canadense,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-545036,Chaetoderma montereyense,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-545051,Chaetoderma scabrum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97520,Falcidens macracanthus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-139115,Falcidens sagittiferus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-544999,Prochaetoderma gladiatum,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-544986,Prochaetoderma californicum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-140249,Scutopus robustus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-567558,Cadlina luarna,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-224346,Tyrinna evelinae,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-534076,Embletonia gracilis,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708791,Loxosoma significans,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-391075,Meiomenia arenicola,null,NA,NA,NA,NA,NA,am,TRUE
SLB-95116,Bathystyeloides magnus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-95117,Monandrocarpa abyssa,null,NA,NA,NA,NA,NA,am,TRUE
W-Cha-105463,Solidosagitta zetesios,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-340759,Ocheyoherpia lituifera,null,NA,NA,NA,NA,NA,am,TRUE
URM-2-2430,Lissoclinum timorense,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-140859,Dorymenia sarsii,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-180823,Acanthomenia arcuata,1,NA,NA,NA,NA,NA,am,TRUE
W-Msc-393692,Epimenia australis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-385853,Parachiton hodgsoni,null,NA,NA,NA,NA,NA,am,TRUE
SLB-95494,Perophora modificata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-95512,Chiton hululensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344188,Fissidentalium aegeum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-95617,Colossendeis sinuosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-140892,Pulsellum affine,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344506,Graptacme africana,null,NA,NA,NA,NA,NA,am,TRUE
URM-2-593,Colossendeis fijigrypos,null,NA,NA,NA,NA,NA,am,TRUE
W-Acl-142698,Notocelis gullmarensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-95860,Cystodytes philippinensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344461,Polyschides andersoni,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344328,Gadila angustior,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344568,Rhomboxiphus colmani,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344268,Cadulus aratus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344448,Antalis suteri,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344462,Polyschides arnaudi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344489,Calliodentalium balanoides,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344227,Laevidentalium banale,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344529,Paradentalium intercalatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344413,Pulsellum beecheyi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344396,Episiphon bordaensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344132,Dentalium burtonae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344272,Cadulus campylus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344412,Episiphon virgula,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344191,Fissidentalium ceras,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344134,Dentalium cheverti,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344338,Gadila clavata,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344339,Gadila cobbi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344384,Siphonodentalium colubridens,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344495,Compressidentalium compressiusculum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344496,Compressidentalium hungerfordi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344553,Tesseracme quadrapicalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344590,Megaentalina cornucopiae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344230,Laevidentalium coruscum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-196375,Antalis dentalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344279,Cadulus cyathoides,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-386126,Callistochiton granifer,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344140,Dentalium decemcostatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344340,Gadila desaintlaurentae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344434,Antalis disparile,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-196376,Antalis inaequicostata,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344250,Entalina dorsicostata,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344343,Gadila doumenci,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344415,Pulsellum eboracense,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344557,Costentalina elegans,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344643,Antalis infracta,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344281,Cadulus euloides,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344416,Pulsellum falklandicum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-342224,Graneledone gonzalezi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-342227,Graneledone yamana,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344537,Pictodentalium formosum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344435,Antalis gardineri,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344552,Tesseracme quadrangularis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344145,Dentalium garrardi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344164,Dentalium majorinum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344486,Coccodentalium gemmiparum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344468,Polyschides gibbosus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344234,Laevidentalium gofasi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-140004,Cadulus gracilis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344147,Dentalium grahami,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344201,Fissidentalium horikoshii,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344235,Laevidentalium houbricki,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344454,Antalis nana,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344517,Graptacme semistriata,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344151,Dentalium hyperhemileuron,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344558,Costentalina indica,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344571,Spadentalina ingrata,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344564,Entalinopsis intercostata,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344236,Laevidentalium jaffaensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344402,Episiphon jamiesoni,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344153,Dentalium javanum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344530,Paradentalium katowense,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344511,Graptacme lactea,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344237,Laevidentalium largicrescens,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344240,Laevidentalium lubricatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-96874,Ischnochiton rissoi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344239,Laevidentalium leptosceles,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344213,Fissidentalium profundorum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344163,Dentalium lochi,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344391,Siphonodentalium magnum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344252,Entalina mirifica,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344206,Fissidentalium malayanum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344165,Dentalium mannarense,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344500,Compressidentalium subcurvatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-231830,Liothyrella uva,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-183141,Eucalathis ergastica,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-235577,Macandrevia americana,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-235579,Macandrevia diamantina,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97067,Didemnum conchyliatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97079,Herdmania pennata,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-235658,Phaneropora galatheae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344459,Striopulsellum minimum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344531,Paradentalium natalense,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-235415,Cryptopora boettgeri,null,NA,NA,NA,NA,NA,am,TRUE
W-Bra-235518,Xenobrochus africanus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97151,Xenobrochus naudei,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97188,Eudistoma atrum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344513,Graptacme nielseni,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344377,Gadila virginalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344169,Dentalium obscurum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344532,Paradentalium octopleuron,null,NA,NA,NA,NA,NA,am,TRUE
URM-2-2088,Rhopalaea desme,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344173,Dentalium oryx,null,NA,NA,NA,NA,NA,am,TRUE
URM-2-3915,Polycarpa carpocincta,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97336,Halocynthia microspinosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344474,Polyschides pelamidae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344442,Antalis perinvoluta,null,NA,NA,NA,NA,NA,am,TRUE
W-Aca-341179,Echinorhynchus petrotschenkoi,null,NA,NA,NA,NA,NA,am,TRUE
W-Oct-291762,Alcyonium rudyi,null,NA,NA,NA,NA,NA,am,TRUE
W-Oct-156103,Gersemia rubiformis,null,NA,NA,NA,NA,NA,am,TRUE
W-Oct-125397,Spinimuricea atlantica,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344443,Antalis phanea,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344406,Episiphon pichoni,null,NA,NA,NA,NA,NA,am,TRUE
Hex-190948,Urticina columbiana,null,NA,NA,NA,NA,NA,am,TRUE
SLB-56007,Urticina coriacea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-56831,Urticina lofotensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97619,Urticina mcpeaki,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97620,Urticina piscivora,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97646,Leptoseris cucullata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97714,Notopharyngoides aruensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Hyd-117926,Sertularia turbinata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97744,Cylichna tubulosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-492585,Julia zebra,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-397164,Oxynoe viridis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97776,Elysia moebii,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-494470,Elysia rufescens,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97786,Berthella tupala,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97795,Halgerda wasinensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-221078,Halgerda punctata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599221,Rostanga muscula,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-209587,Chromodoris hamiltoni,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-559731,Chromodoris sinensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-558469,Noumea varians,null,NA,NA,NA,NA,NA,am,TRUE
SLB-97812,Hexabranchus sanguineus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533888,Doriopsilla miniata,null,NA,NA,NA,NA,NA,am,TRUE
