am_sid,sciname,iucn_id,sciname_worrms,status,sciname_accepted,am_name_ver
SLB-93769,Astreopora scabra,133137,Astreopora scabra,accepted,Astreopora scabra,TRUE
URM-Cn-4873,Astreopora suggesta,133048,Astreopora suggesta,accepted,Astreopora suggesta,TRUE
W-Ase-123856,Astropecten aranciacus,NA,Astropecten aranciacus,accepted,Astropecten aranciacus,TRUE
W-Ase-123867,Astropecten irregularis,NA,Astropecten irregularis,accepted,Astropecten irregularis,TRUE
W-Ase-123867,Astropecten irregularis,NA,NA,deleted,Astropecten jonstoni,FALSE
W-Ase-213245,Astropecten polyacanthus,NA,Astropecten polyacanthus,accepted,Astropecten polyacanthus,TRUE
W-Oph-214611,Astrothorax waitei,NA,Astrothorax waitei,accepted,Astrothorax waitei,TRUE
SLB-88859,Astrotia stokesii,176708,Astrotia stokesii,accepted,Astrotia stokesii,TRUE
W-Oph-173167,Astrotoma agassizii,NA,Astrotoma agassizii,accepted,Astrotoma agassizii,TRUE
W-Msc-160102,Astyris lunata,NA,Astyris lunata,accepted,Astyris lunata,TRUE
W-Cep-221006,Asymmetron lucayanum,NA,Asymmetron lucayanum,accepted,Asymmetron lucayanum,TRUE
W-Msc-140349,Atactodea striata,NA,Atactodea striata,accepted,Atactodea striata,TRUE
W-Bch-209061,Atergatis floridus,NA,Atergatis floridus,accepted,Atergatis floridus,TRUE
SLB-155195,Atergatis integerrimus,NA,Atergatis integerrimus,accepted,Atergatis integerrimus,TRUE
SLB-189559,Atergatopsis signata,NA,Atergatopsis signata,accepted,Atergatopsis signata,TRUE
SLB-130994,Athanas areteformis,NA,Athanas areteformis,accepted,Athanas areteformis,TRUE
SLB-131010,Athanas djiboutensis,NA,Athanas djiboutensis,accepted,Athanas djiboutensis,TRUE
SLB-131019,Athanas indicus,NA,Athanas indicus,unaccepted,Arete indicus,FALSE
SLB-131024,Athanas parvus,NA,Athanas parvus,accepted,Athanas parvus,TRUE
W-Msc-138838,Atlanta peronii,NA,Atlanta peronii,accepted,Atlanta peronii,TRUE
URM-Cn-10097,Atolla vanhoeffeni,NA,Atolla vanhoeffeni,accepted,Atolla vanhoeffeni,TRUE
URM-Cn-10098,Atolla wyvillei,NA,Atolla wyvillei,accepted,Atolla wyvillei,TRUE
W-Msc-140779,Atrina pectinata,NA,Atrina pectinata,accepted,Atrina pectinata,TRUE
W-Msc-420740,Atrina seminuda,NA,Atrina seminuda,accepted,Atrina seminuda,TRUE
W-Msc-216652,Atrina vexillum,NA,Atrina vexillum,accepted,Atrina vexillum,TRUE
URM-2-2067,Atriolum robustum,NA,Atriolum robustum,accepted,Atriolum robustum,TRUE
SLB-174409,Atyloella magellanica,NA,Atyloella magellanica,accepted,Atyloella magellanica,TRUE
ITS-206422,Atylus vedlomensis,NA,Atylus vedlomensis,accepted,Atylus vedlomensis,TRUE
ITS-95777,Atypopenaeus compressipes,NA,Atypopenaeus compressipes,accepted,Atypopenaeus compressipes,TRUE
ITS-95772,Atypopenaeus stenodactylus,NA,Atypopenaeus stenodactylus,accepted,Atypopenaeus stenodactylus,TRUE
W-Msc-345303,Atys caribaeus,NA,Atys caribaeus,accepted,Atys caribaeus,TRUE
W-Msc-140067,Atys macandrewi,NA,NA,error,NA,NA
W-Msc-215008,Atys naucum,NA,Atys naucum,accepted,Atys naucum,TRUE
W-Msc-410785,Atys sandersoni,NA,Atys sandersoni,accepted,Atys sandersoni,TRUE
W-Bch-410797,Aulacolambrus hoplonotus,NA,Aulacolambrus hoplonotus,accepted,Aulacolambrus hoplonotus,TRUE
SLB-88643,Aulacomya ater,NA,Aulacomya ater,unaccepted,Aulacomya atra,FALSE
SLB-170204,Aulactinia verrucosa,NA,Aulactinia verrucosa,accepted,Aulactinia verrucosa,TRUE
URM-Cn-10261,Aurelia aurita,NA,Aurelia aurita,accepted,Aurelia aurita,TRUE
URM-Cn-5858,Australomussa rowleyensis,133573,Australomussa rowleyensis,unaccepted,Lobophyllia rowleyensis,FALSE
W-Msc-464091,Austriella corrugata,NA,Austriella corrugata,accepted,Austriella corrugata,TRUE
URM-2-382,Austrodecus breviceps,NA,Austrodecus breviceps,accepted,Austrodecus breviceps,TRUE
URM-2-382,Austrodecus breviceps,NA,Austrodecus breviceps,unaccepted,Austrodecus crenatum,FALSE
URM-2-383,Austrodecus calcaricauda,NA,Austrodecus calcaricauda,accepted,Austrodecus calcaricauda,TRUE
URM-2-388,Austrodecus crenatum,NA,Austrodecus crenatum,accepted,Austrodecus crenatum,TRUE
URM-2-389,Austrodecus curtipes,NA,Austrodecus curtipes,accepted,Austrodecus curtipes,TRUE
URM-2-393,Austrodecus fagei,NA,Austrodecus fagei,accepted,Austrodecus fagei,TRUE
URM-2-396,Austrodecus glabrum,NA,Austrodecus glabrum,accepted,Austrodecus glabrum,TRUE
URM-2-397,Austrodecus glaciale,NA,Austrodecus glaciale,accepted,Austrodecus glaciale,TRUE
URM-2-412,Austrodecus simulans,NA,Austrodecus simulans,accepted,Austrodecus simulans,TRUE
W-Iso-174985,Austrofilius furcatus,NA,Austrofilius furcatus,accepted,Austrofilius furcatus,TRUE
URM-2-439,Austropallene brachyura,NA,Austropallene brachyura,accepted,Austropallene brachyura,TRUE
URM-2-441,Austropallene calmani,NA,Austropallene calmani,accepted,Austropallene calmani,TRUE
URM-2-442,Austropallene cornigera,NA,Austropallene cornigera,accepted,Austropallene cornigera,TRUE
URM-2-443,Austropallene cristata,NA,Austropallene cristata,accepted,Austropallene cristata,TRUE
URM-2-444,Austropallene gracilipes,NA,Austropallene gracilipes,accepted,Austropallene gracilipes,TRUE
URM-2-449,Austropallene tibicina,NA,Austropallene tibicina,accepted,Austropallene tibicina,TRUE
ITS-551527,Austropenaeus nitidus,NA,Austropenaeus nitidus,accepted,Austropenaeus nitidus,TRUE
URM-2-225,Austroraptus juvenilis,NA,Austroraptus juvenilis,accepted,Austroraptus juvenilis,TRUE
URM-2-227,Austroraptus praecox,NA,Austroraptus praecox,accepted,Austroraptus praecox,TRUE
SLB-71337,Austrorossia enigmatica,162611,Austrorossia enigmatica,accepted,Austrorossia enigmatica,TRUE
W-Iso-175069,Austrosignum glaciale,NA,Austrosignum glaciale,accepted,Austrosignum glaciale,TRUE
ITS-96682,Automate dolichognatha,NA,Automate dolichognatha,accepted,Automate dolichognatha,TRUE
SLB-142668,Avrainvillea erecta,NA,Avrainvillea erecta,accepted,Avrainvillea erecta,TRUE
ITS-564709,Axiopsis serratifrons,NA,Axiopsis serratifrons,accepted,Axiopsis serratifrons,TRUE
W-Msc-715239,Azorinus coarctatus,NA,Azorinus coarctatus,accepted,Azorinus coarctatus,TRUE
W-Msc-234158,Babelomurex dalli,NA,Babelomurex dalli,accepted,Babelomurex dalli,TRUE
SLB-93444,Babylonia lutosa,NA,Babylonia lutosa,accepted,Babylonia lutosa,TRUE
W-Msc-527395,Bactronophorus thoracites,NA,Bactronophorus thoracites,accepted,Bactronophorus thoracites,TRUE
W-Msc-419962,Bailya parva,NA,Bailya parva,accepted,Bailya parva,TRUE
ITS-Mam-180533,Balaena mysticetus,2467,Balaena mysticetus,accepted,Balaena mysticetus,TRUE
ITS-Mam-180524,Balaenoptera acutorostrata,2474,Balaenoptera acutorostrata,accepted,Balaenoptera acutorostrata,TRUE
ITS-Mam-612592,Balaenoptera bonaerensis,2480,Balaenoptera bonaerensis,accepted,Balaenoptera bonaerensis,TRUE
ITS-Mam-180526,Balaenoptera borealis,2475,Balaenoptera borealis,accepted,Balaenoptera borealis,TRUE
ITS-Mam-612597,Balaenoptera brydei,NA,Balaenoptera brydei,unaccepted,Balaenoptera edeni,FALSE
ITS-Mam-180525,Balaenoptera edeni,2476,Balaenoptera edeni,accepted,Balaenoptera edeni,TRUE
ITS-Mam-180528,Balaenoptera musculus,2477,Balaenoptera musculus,accepted,Balaenoptera musculus,TRUE
ITS-Mam-180528,Balaenoptera musculus,2477,Balaenoptera musculus,unaccepted,Balaenoptera physalus,FALSE
ITS-Mam-180527,Balaenoptera physalus,2478,Balaenoptera physalus,accepted,Balaenoptera physalus,TRUE
URM-Cn-5327,Balanophyllia desmophyllioides,NA,NA,error,NA,NA
URM-Cn-5333,Balanophyllia elegans,NA,NA,error,NA,NA
SLB-102108,Balanus albicostatus,NA,Balanus albicostatus,unaccepted,Fistulobalanus albicostatus,FALSE
ITS-89616,Balanus amphitrite,NA,Balanus amphitrite,unaccepted,Amphibalanus amphitrite,FALSE
ITS-89606,Balanus crenatus,NA,Balanus crenatus,accepted,Balanus crenatus,TRUE
ITS-89622,Balanus improvisus,NA,Balanus improvisus,unaccepted,Amphibalanus improvisus,FALSE
ITS-89640,Balanus laevis,NA,Balanus laevis,accepted,Balanus laevis,TRUE
SLB-27845,Balanus nubilis,NA,NA,error,NA,NA
ITS-206258,Balanus spongicola,NA,Balanus spongicola,accepted,Balanus spongicola,TRUE
ITS-89628,Balanus trigonus,NA,Balanus trigonus,accepted,Balanus trigonus,TRUE
SLB-137904,Ballia callitricha,NA,Ballia callitricha,accepted,Ballia callitricha,TRUE
SLB-118425,Bamarooka bathycephala,NA,Bamarooka bathycephala,accepted,Bamarooka bathycephala,TRUE
SLB-118428,Bamarooka endota,NA,Bamarooka endota,accepted,Bamarooka endota,TRUE
SLB-62376,Barabattoia amicorum,133084,Barabattoia amicorum,unaccepted,Dipsastraea amicorum,FALSE
W-Msc-138793,Barbatia barbata,NA,Barbatia barbata,accepted,Barbatia barbata,TRUE
W-Msc-207774,Barbatia foliata,NA,Barbatia foliata,accepted,Barbatia foliata,TRUE
W-Msc-207767,Barbatia fusca,NA,Barbatia fusca,unaccepted,Barbatia amygdalumtostum,FALSE
ITS-156744,Barentsia gracilis,NA,Barentsia gracilis,accepted,Barentsia gracilis,TRUE
W-Msc-216464,Barnea manilensis,NA,Barnea manilensis,accepted,Barnea manilensis,TRUE
SLB-30474,Basiliola beecheri,NA,Basiliola beecheri,accepted,Basiliola beecheri,TRUE
SLB-65075,Bassia bassensis,NA,Bassia bassensis,accepted,Bassia bassensis,TRUE
W-Msc-420830,Basterotia quadrata,NA,Basterotia quadrata,accepted,Basterotia quadrata,TRUE
W-Msc-139422,Bathothauma lyromma,163338,Bathothauma lyromma,accepted,Bathothauma lyromma,TRUE
W-Sca-139690,Bathoxiphus ensiculus,NA,Bathoxiphus ensiculus,accepted,Bathoxiphus ensiculus,TRUE
W-Msc-138800,Bathyarca philippiana,NA,Bathyarca philippiana,accepted,Bathyarca philippiana,TRUE
SLB-184857,Bathyarctus faxoni,185077,Bathyarctus faxoni,accepted,Bathyarctus faxoni,TRUE
SLB-184862,Bathyarctus rubens,185035,Bathyarctus rubens,accepted,Bathyarctus rubens,TRUE
SLB-157947,Bathycheles incisus,NA,Bathycheles incisus,accepted,Bathycheles incisus,TRUE
SLB-166044,Bathycheles integer,NA,Bathycheles integer,accepted,Bathycheles integer,TRUE
W-Msc-536893,Bathymargarites symplector,NA,Bathymargarites symplector,accepted,Bathymargarites symplector,TRUE
SLB-174475,Bathymunida polae,NA,Bathymunida polae,accepted,Bathymunida polae,TRUE
W-Bch-107377,Bathynectes maravigna,NA,NA,deleted,Bathynectes maravigna,TRUE
W-Bch-107377,Bathynectes maravigna,NA,Bathynectes maravigna,accepted,Bathynectes maravigna,TRUE
SLB-111670,Bathynomus doederleini,NA,NA,error,NA,NA
W-Iso-259252,Bathynomus giganteus,NA,Bathynomus giganteus,accepted,Bathynomus giganteus,TRUE
W-Iso-259254,Bathynomus kapala,NA,Bathynomus kapala,accepted,Bathynomus kapala,TRUE
ITS-96209,Bathypalaemonella serratipalma,NA,Bathypalaemonella serratipalma,accepted,Bathypalaemonella serratipalma,TRUE
URM-2-3504,Bathypera ovoida,NA,Bathypera ovoida,accepted,Bathypera ovoida,TRUE
URM-2-3505,Bathypera splendens,NA,Bathypera splendens,accepted,Bathypera splendens,TRUE
W-Msc-140596,Bathypolypus arcticus,NA,Bathypolypus arcticus,accepted,Bathypolypus arcticus,TRUE
W-Msc-140598,Bathypolypus sponsalis,NA,Bathypolypus sponsalis,accepted,Bathypolypus sponsalis,TRUE
ITS-93994,Bathyporeia pilosa,NA,Bathyporeia pilosa,unaccepted,Bathyporeia sarsi,FALSE
ITS-93994,Bathyporeia pilosa,NA,Bathyporeia pilosa,accepted,Bathyporeia pilosa,TRUE
URM-2-3507,Bathypyura celata,NA,Bathypyura celata,accepted,Bathypyura celata,TRUE
SLB-98704,Bathysquilla crassispinosa,NA,Bathysquilla crassispinosa,accepted,Bathysquilla crassispinosa,TRUE
ITS-682544,Bathysquilla microps,NA,Bathysquilla microps,accepted,Bathysquilla microps,TRUE
URM-2-3711,Bathystyeloides enderbyanus,NA,Bathystyeloides enderbyanus,accepted,Bathystyeloides enderbyanus,TRUE
URM-2-3712,Bathystyeloides laubieri,NA,Bathystyeloides laubieri,accepted,Bathystyeloides laubieri,TRUE
W-Msc-138848,Bathyteuthis abyssicola,163288,Bathyteuthis abyssicola,accepted,Bathyteuthis abyssicola,TRUE
SLB-92514,Batissa violacea,NA,Batissa violacea,accepted,Batissa violacea,TRUE
W-Bry-172946,Beania erecta,NA,Beania erecta,accepted,Beania erecta,TRUE
W-Msc-504841,Beguina semiorbiculata,NA,Beguina semiorbiculata,accepted,Beguina semiorbiculata,TRUE
ITS-96081,Bentheogennema borealis,NA,Bentheogennema borealis,accepted,Bentheogennema borealis,TRUE
ITS-96082,Bentheogennema burkenroadi,NA,Bentheogennema burkenroadi,accepted,Bentheogennema burkenroadi,TRUE
ITS-96083,Bentheogennema intermedia,NA,Bentheogennema intermedia,accepted,Bentheogennema intermedia,TRUE
ITS-551529,Bentheogennema stephenseni,NA,Bentheogennema stephenseni,accepted,Bentheogennema stephenseni,TRUE
ITS-551530,Benthesicymus altus,NA,Benthesicymus altus,accepted,Benthesicymus altus,TRUE
ITS-96085,Benthesicymus bartletti,NA,Benthesicymus bartletti,accepted,Benthesicymus bartletti,TRUE
ITS-96086,Benthesicymus brasiliensis,NA,Benthesicymus brasiliensis,accepted,Benthesicymus brasiliensis,TRUE
ITS-551534,Benthesicymus investigatoris,NA,Benthesicymus investigatoris,accepted,Benthesicymus investigatoris,TRUE
ITS-551537,Benthesicymus tanneri,NA,Benthesicymus tanneri,accepted,Benthesicymus tanneri,TRUE
SLB-71004,Benthoctopus piscatorum,NA,Benthoctopus piscatorum,unaccepted,Bathypolypus bairdii,FALSE
W-Hol-241785,Benthodytes sanguinolenta,NA,Benthodytes sanguinolenta,accepted,Benthodytes sanguinolenta,TRUE
ITS-96093,Benthonectes filipes,NA,Benthonectes filipes,accepted,Benthonectes filipes,TRUE
SLB-76764,Benthonella tenella,NA,Benthonella tenella,accepted,Benthonella tenella,TRUE
ITS-667658,Benthoxynus spiculifer,NA,Benthoxynus spiculifer,accepted,Benthoxynus spiculifer,TRUE
ITS-Mam-180495,Berardius arnuxii,2762,Berardius arnuxii,accepted,Berardius arnuxii,TRUE
ITS-Mam-180496,Berardius bairdii,2763,Berardius bairdii,accepted,Berardius bairdii,TRUE
SLB-71509,Berryteuthis anonychus,163247,Berryteuthis anonychus,accepted,Berryteuthis anonychus,TRUE
SLB-71510,Berryteuthis magister,176070,Berryteuthis magister,accepted,Berryteuthis magister,TRUE
W-Msc-140812,Berthella plumula,NA,Berthella plumula,accepted,Berthella plumula,TRUE
W-Msc-140814,Berthella stellata,NA,Berthella stellata,accepted,Berthella stellata,TRUE
W-Msc-140815,Berthellina citrina,NA,Berthellina citrina,accepted,Berthellina citrina,TRUE
W-Msc-140816,Berthellina engeli,NA,Berthellina engeli,taxon inquirendum,Berthellina engeli,TRUE
W-Pol-129925,Bhawania goodei,NA,Bhawania goodei,accepted,Bhawania goodei,TRUE
W-Bry-111147,Bicellariella ciliata,NA,Bicellariella ciliata,accepted,Bicellariella ciliata,TRUE
W-Por-168259,Biemna fortis,NA,Biemna fortis,accepted,Biemna fortis,TRUE
W-Hyd-174415,Billardia subrufa,NA,Billardia subrufa,accepted,Billardia subrufa,TRUE
W-Hyd-117320,Bimeria vestita,NA,Bimeria vestita,accepted,Bimeria vestita,TRUE
Chn-ae156111-0d32-4a94-8720-9d7733c99831,Birgus latro,2811,Birgus latro,accepted,Birgus latro,TRUE
W-Msc-160174,Bittiolum varium,NA,Bittiolum varium,accepted,Bittiolum varium,TRUE
W-Msc-139054,Bittium reticulatum,NA,Bittium reticulatum,accepted,Bittium reticulatum,TRUE
URM-Cn-5859,Blastomussa merleti,133528,Blastomussa merleti,accepted,Blastomussa merleti,TRUE
URM-Cn-5860,Blastomussa wellsi,133253,Blastomussa wellsi,accepted,Blastomussa wellsi,TRUE
Rep-2093,Boa constrictor,NA,NA,error,NA,NA
W-Hol-210768,Bohadschia argus,180541,Bohadschia argus,accepted,Bohadschia argus,TRUE
W-Hol-210762,Bohadschia marmorata,180411,Bohadschia marmorata,accepted,Bohadschia marmorata,TRUE
W-Hol-210761,Bohadschia similis,180386,Bohadschia similis,unaccepted,Bohadschia vitiensis,FALSE
W-Hol-210759,Bohadschia vitiensis,180352,Bohadschia vitiensis,accepted,Bohadschia vitiensis,TRUE
W-Msc-140389,Bolinus brandaris,NA,Bolinus brandaris,accepted,Bolinus brandaris,TRUE
SLB-70969,Bolitaena pygmaea,NA,Bolitaena pygmaea,accepted,Bolitaena pygmaea,TRUE
SLB-114669,Bolma girgylla,NA,NA,error,NA,NA
Hex-2314,Boloceroides mcmurrichi,NA,Boloceroides mcmurrichi,accepted,Boloceroides mcmurrichi,TRUE
URM-2-3509,Boltenia echinata,NA,Boltenia echinata,accepted,Boltenia echinata,TRUE
URM-2-3511,Boltenia ovifera,NA,Boltenia ovifera,accepted,Boltenia ovifera,TRUE
URM-2-3512,Boltenia pilosa,NA,Boltenia pilosa,accepted,Boltenia pilosa,TRUE
URM-2-3514,Boltenia villosa,NA,Boltenia villosa,accepted,Boltenia villosa,TRUE
SLB-142228,Boodlea composita,NA,Boodlea composita,accepted,Boodlea composita,TRUE
W-Iso-118204,Bopyroides hippolytes,NA,Bopyroides hippolytes,accepted,Bopyroides hippolytes,TRUE
ITS-89928,Boreomysis arctica,NA,Boreomysis arctica,accepted,Boreomysis arctica,TRUE
URM-2-686,Boreonymphon robustum,NA,Boreonymphon robustum,accepted,Boreonymphon robustum,TRUE
URM-2-686,Boreonymphon robustum,NA,Boreonymphon robustum,unaccepted,Boreonymphon abyssorum,FALSE
W-Msc-532448,Bornella calcarata,NA,Bornella calcarata,accepted,Bornella calcarata,TRUE
SLB-142355,Bornetella oligospora,NA,Bornetella oligospora,accepted,Bornetella oligospora,TRUE
SLB-142358,Bornetella sphaerica,NA,Bornetella sphaerica,accepted,Bornetella sphaerica,TRUE
SLB-95478,Botrylloides nigrum,NA,Botrylloides nigrum,accepted,Botrylloides nigrum,TRUE
SLB-96287,Botrylloides violaceus,NA,Botrylloides violaceus,accepted,Botrylloides violaceus,TRUE
URM-2-3739,Botryllus perspicuum,NA,Botryllus perspicuum,accepted,Botryllus perspicuum,TRUE
URM-2-3740,Botryllus planus,NA,Botryllus planus,accepted,Botryllus planus,TRUE
URM-2-3747,Botryllus schlosseri,NA,Botryllus schlosseri,accepted,Botryllus schlosseri,TRUE
URM-2-3750,Botryllus tuberatus,NA,Botryllus tuberatus,accepted,Botryllus tuberatus,TRUE
W-Hyd-117328,Bougainvillia muscus,NA,Bougainvillia muscus,accepted,Bougainvillia muscus,TRUE
URM-Cn-5022,Bourneotrochus stellulatus,NA,Bourneotrochus stellulatus,accepted,Bourneotrochus stellulatus,TRUE
W-Bry-111665,Bowerbankia gracilis,NA,Bowerbankia gracilis,unaccepted,Amathia gracilis,FALSE
W-Msc-140437,Brachidontes pharaonis,NA,Brachidontes pharaonis,accepted,Brachidontes pharaonis,TRUE
SLB-71412,Brachioteuthis picta,162956,Brachioteuthis picta,accepted,Brachioteuthis picta,TRUE
W-Msc-138852,Brachioteuthis riisei,163095,Brachioteuthis riisei,accepted,Brachioteuthis riisei,TRUE
ITS-96545,Brachycarpus biunguiculatus,NA,Brachycarpus biunguiculatus,accepted,Brachycarpus biunguiculatus,TRUE
W-Msc-420326,Brachycythara biconica,NA,Brachycythara biconica,accepted,Brachycythara biconica,TRUE
ITS-176998,Brachyramphus brevirostris,22694875,Brachyramphus brevirostris,accepted,Brachyramphus brevirostris,TRUE
ITS-176996,Brachyramphus marmoratus,22694870,Brachyramphus marmoratus,accepted,Brachyramphus marmoratus,TRUE
ITS-554143,Brachyramphus perdix,22729000,Brachyramphus perdix,accepted,Brachyramphus perdix,TRUE
W-Msc-394391,Bractechlamys vexillum,NA,Bractechlamys vexillum,accepted,Bractechlamys vexillum,TRUE
SLB-3837,Branchiomma nigromaculata,NA,NA,error,NA,NA
W-Cep-214516,Branchiostoma belcheri,NA,Branchiostoma belcheri,accepted,Branchiostoma belcheri,TRUE
W-Cep-104906,Branchiostoma lanceolatum,NA,Branchiostoma lanceolatum,accepted,Branchiostoma lanceolatum,TRUE
W-Cep-266212,Branchiostoma longirostrum,NA,Branchiostoma longirostrum,accepted,Branchiostoma longirostrum,TRUE
W-Ech-213575,Brissus latecarinatus,NA,Brissus latecarinatus,accepted,Brissus latecarinatus,TRUE
W-Por-132521,Bubaris vermiculata,NA,Bubaris vermiculata,accepted,Bubaris vermiculata,TRUE
W-Msc-138878,Buccinum undatum,NA,Buccinum undatum,accepted,Buccinum undatum,TRUE
ITS-175145,Bucephala albeola,22680462,Bucephala albeola,accepted,Bucephala albeola,TRUE
ITS-175141,Bucephala clangula,22680455,Bucephala clangula,accepted,Bucephala clangula,TRUE
ITS-175144,Bucephala islandica,22680459,Bucephala islandica,accepted,Bucephala islandica,TRUE
W-Msc-476439,Bufonaria crumena,NA,Bufonaria crumena,accepted,Bufonaria crumena,TRUE
W-Msc-216963,Bufonaria rana,NA,Bufonaria rana,accepted,Bufonaria rana,TRUE
W-Bry-111159,Bugula plumosa,NA,Bugula plumosa,unaccepted,Crisularia plumosa,FALSE
W-Msc-181195,Bulla ampulla,NA,Bulla ampulla,accepted,Bulla ampulla,TRUE
W-Msc-420522,Bulla solida,NA,Bulla solida,accepted,Bulla solida,TRUE
W-Msc-420522,Bulla solida,NA,Bulla solida,unaccepted,Bulla mabillei,FALSE
W-Msc-420522,Bulla solida,NA,Bulla solida,unaccepted,Aliculastrum cylindricum,FALSE
W-Msc-420522,Bulla solida,NA,Bulla solida,unaccepted,Aliculastrum solidum,FALSE
W-Msc-212841,Bullina lineata,NA,Bullina lineata,accepted,Bullina lineata,TRUE
SLB-182660,Bunodactis octoradiata,NA,Bunodactis octoradiata,accepted,Bunodactis octoradiata,TRUE
W-Msc-216967,Bursa bufonia,NA,Bursa bufonia,accepted,Bursa bufonia,TRUE
W-Msc-216982,Bursa cruentata,NA,Bursa cruentata,accepted,Bursa cruentata,TRUE
W-Msc-216964,Bursa granularis,NA,Bursa granularis,accepted,Bursa granularis,TRUE
W-Msc-216968,Bursa rhodostoma,NA,Bursa rhodostoma,accepted,Bursa rhodostoma,TRUE
W-Msc-216977,Bursa rosa,NA,Bursa rosa,accepted,Bursa rosa,TRUE
W-Msc-138759,Bursatella leachii,NA,Bursatella leachii,accepted,Bursatella leachii,TRUE
ITS-682586,Busquilla plantei,NA,Busquilla plantei,accepted,Busquilla plantei,TRUE
ITS-682587,Busquilla quadraticauda,NA,Busquilla quadraticauda,accepted,Busquilla quadraticauda,TRUE
W-Bry-111229,Caberea boryi,NA,Caberea boryi,accepted,Caberea boryi,TRUE
W-Msc-476466,Cabestana spengleri,NA,Cabestana spengleri,accepted,Cabestana spengleri,TRUE
W-Msc-139134,Cadlina laevis,NA,Cadlina laevis,accepted,Cadlina laevis,TRUE
W-Msc-430397,Cadlina sparsa,NA,Cadlina sparsa,accepted,Cadlina sparsa,TRUE
W-Sca-344266,Cadulus aequatorialis,NA,Cadulus aequatorialis,accepted,Cadulus aequatorialis,TRUE
W-Sca-140001,Cadulus artatus,NA,Cadulus artatus,accepted,Cadulus artatus,TRUE
W-Sca-140002,Cadulus cylindratus,NA,Cadulus cylindratus,accepted,Cadulus cylindratus,TRUE
W-Sca-140005,Cadulus jeffreysi,NA,Cadulus jeffreysi,accepted,Cadulus jeffreysi,TRUE
W-Sca-344291,Cadulus parvus,NA,Cadulus parvus,accepted,Cadulus parvus,TRUE
W-Sca-140008,Cadulus propinquus,NA,Cadulus propinquus,accepted,Cadulus propinquus,TRUE
W-Sca-140010,Cadulus subfusiformis,NA,Cadulus subfusiformis,accepted,Cadulus subfusiformis,TRUE
W-Sca-344305,Cadulus transitorius,NA,Cadulus transitorius,accepted,Cadulus transitorius,TRUE
W-Iso-257105,Caecognathia calva,NA,Caecognathia calva,accepted,Caecognathia calva,TRUE
W-Msc-160149,Caecum pulchellum,NA,Caecum pulchellum,accepted,Caecum pulchellum,TRUE
URM-2-1870,Caenagnesia bocki,NA,Caenagnesia bocki,accepted,Caenagnesia bocki,TRUE
URM-2-1872,Caenagnesia schmitti,NA,Caenagnesia schmitti,accepted,Caenagnesia schmitti,TRUE
Rep-2410,Caiman crocodilus,NA,NA,error,NA,NA
ITS-85272,Calanus finmarchicus,NA,Calanus finmarchicus,accepted,Calanus finmarchicus,TRUE
W-Bch-209498,Calappa calappa,NA,Calappa calappa,accepted,Calappa calappa,TRUE
W-Bch-209502,Calappa gallus,NA,Calappa gallus,accepted,Calappa gallus,TRUE
SLB-9249,Calappa granulata,NA,Calappa granulata,accepted,Calappa granulata,TRUE
W-Bch-209501,Calappa hepatica,NA,Calappa hepatica,accepted,Calappa hepatica,TRUE
SLB-88532,Calappa lophos,NA,Calappa lophos,accepted,Calappa lophos,TRUE
W-Bch-107269,Calappa pelii,NA,Calappa pelii,accepted,Calappa pelii,TRUE
W-Bch-209500,Calappa philargius,NA,Calappa philargius,accepted,Calappa philargius,TRUE
W-Bch-241043,Calappa rubroguttata,NA,Calappa rubroguttata,accepted,Calappa rubroguttata,TRUE
W-Iso-118497,Calathura brachiata,NA,Calathura brachiata,accepted,Calathura brachiata,TRUE
ITS-660156,Calcinus elegans,NA,Calcinus elegans,accepted,Calcinus elegans,TRUE
ITS-660157,Calcinus gaimardii,NA,Calcinus gaimardii,accepted,Calcinus gaimardii,TRUE
SLB-189574,Calcinus gouti,NA,Calcinus gouti,accepted,Calcinus gouti,TRUE
ITS-660158,Calcinus guamensis,NA,Calcinus guamensis,accepted,Calcinus guamensis,TRUE
ITS-660159,Calcinus haigae,NA,Calcinus haigae,accepted,Calcinus haigae,TRUE
SLB-189575,Calcinus hakahau,NA,Calcinus hakahau,accepted,Calcinus hakahau,TRUE
SLB-184260,Calcinus imperialis,NA,Calcinus imperialis,accepted,Calcinus imperialis,TRUE
SLB-189576,Calcinus isabellae,NA,Calcinus isabellae,accepted,Calcinus isabellae,TRUE
ITS-660161,Calcinus laevimanus,NA,Calcinus laevimanus,accepted,Calcinus laevimanus,TRUE
ITS-660162,Calcinus latens,NA,Calcinus latens,accepted,Calcinus latens,TRUE
SLB-101114,Calcinus lineapropodus,NA,Calcinus lineapropodus,accepted,Calcinus lineapropodus,TRUE
SLB-155442,Calcinus minutus,NA,Calcinus minutus,accepted,Calcinus minutus,TRUE
SLB-101107,Calcinus morgani,NA,Calcinus morgani,accepted,Calcinus morgani,TRUE
SLB-155443,Calcinus pulcher,NA,Calcinus pulcher,accepted,Calcinus pulcher,TRUE
ITS-660164,Calcinus seurati,NA,Calcinus seurati,accepted,Calcinus seurati,TRUE
SLB-189579,Calcinus spicatus,NA,Calcinus spicatus,accepted,Calcinus spicatus,TRUE
SLB-118012,Calcinus vachoni,NA,Calcinus vachoni,accepted,Calcinus vachoni,TRUE
Hex-2829,Calliactis parasitica,NA,Calliactis parasitica,accepted,Calliactis parasitica,TRUE
