am_sid,env_area,geom_area,reviewed,occurcells,sciname,geom_area_per_cells,env_area_per_cells,clipped
W-Msc-141630,1862857.2586,2643105.93,null,6,Cuthona perca,440517.655,310476.2097666667,FALSE
W-Msc-141636,1465366.7095,2497408.51,null,25,Cuthona viridis,99896.34039999999,58614.66838,FALSE
W-Msc-141659,171786.4053,479608.49,null,4,Thyasira equalis,119902.1225,42946.601325,FALSE
W-Msc-141662,6211331.5596,8891696.31,null,12,Thyasira flexuosa,740974.6925,517610.9633,FALSE
W-Msc-141680,22935876.1121,28920486.15,null,392,Thysanoteuthis rhombus,73776.75038265306,58509.888041071434,FALSE
W-Msc-141686,6099361.2427,10378838.4,null,9,Eudolium bairdii,1153204.2666666666,677706.8047444444,FALSE
W-Msc-141687,6504129.6061,8969999.0,null,20,Tonna galea,448499.95,325206.48030500003,FALSE
W-Msc-141710,1729636.5738,4952170.55,null,12,Kaloplocamus ramosus,412680.87916666665,144136.38115,FALSE
W-Msc-141714,1824931.3652000001,2740251.56,null,11,Cosmotriphora melanura,249113.7781818182,165902.85138181818,FALSE
W-Msc-141737,474273.1054,940496.62,null,31,Tritonia nilsodhneri,30338.60064516129,15299.132432258064,FALSE
W-Msc-141765,337882.0845,551921.0,null,3,Calliostoma occidentale,183973.66666666666,112627.3615,FALSE
W-Msc-141790,1930689.9868,2902362.72,null,108,Gibbula magus,26873.72888888889,17876.75913703704,FALSE
W-Msc-141819,397877.1927,897117.45,null,34,Margarites costalis,26385.807352941174,11702.270373529413,FALSE
W-Msc-141820,81633.5616,218226.18,null,4,Margarites groenlandicus,54556.545,20408.3904,FALSE
W-Msc-141821,5277922.6594,7115279.87,null,11,Margarites helicinus,646843.6245454545,479811.15085454547,FALSE
W-Msc-141822,384972.6506,858477.33,null,6,Margarites olivaceus,143079.555,64162.108433333335,FALSE
W-Msc-141840,2133570.1449,3959375.91,null,10,Solariella obscura,395937.591,213357.01449000003,FALSE
W-Msc-141846,987317.222,1846433.92,null,4,Solariella varicosa,461608.48,246829.3055,FALSE
W-Msc-141866,1663135.0181,3486306.47,null,3,Leucosyrinx verrillii,1162102.1566666667,554378.3393666666,FALSE
W-Msc-141872,2199221.9984,3167854.74,null,274,Turritella communis,11561.513649635037,8026.35765839416,FALSE
W-Msc-141879,15533551.8645,19866228.32,null,21,Umbraculum umbraculum,946010.8723809524,739692.9459285714,FALSE
W-Msc-141887,22981948.601,29370509.6,null,213,Vampyroteuthis infernalis,137889.7164319249,107896.47230516432,FALSE
W-Msc-141902,341387.0636,740917.55,null,6,Velutina plicatilis,123486.25833333335,56897.84393333333,FALSE
W-Msc-141905,2910548.248,3596059.42,null,5,Velutina velutina,719211.884,582109.6496,FALSE
W-Msc-141906,1103428.6762,1284542.06,null,37,Callista chione,34717.35297297298,29822.396654054057,FALSE
W-Msc-141907,675446.4386,1534179.76,null,279,Chamelea gallina,5498.852186379929,2420.954977060932,FALSE
W-Msc-141909,605172.1039,1220587.46,null,132,Clausinella fasciata,9246.874696969697,4584.637150757576,FALSE
W-Msc-141910,8886111.5275,12361886.51,null,12,Clementia papyracea,1030157.2091666666,740509.2939583333,TRUE
W-Msc-141911,794623.3251,1226125.85,1,162,Dosinia exoleta,7568.6780864197535,4905.082253703704,FALSE
W-Msc-141912,709384.457,1323542.61,null,225,Dosinia lupinus,5882.4116,3152.819808888889,FALSE
W-Msc-141914,9098838.3654,11201287.85,null,63,Gafrarium pectinatum,177798.21984126983,144426.00579999998,FALSE
W-Msc-141919,154160.1707,212207.81,null,51,Mercenaria mercenaria,4160.937450980392,3022.748445098039,FALSE
W-Msc-141936,2354169.0558,3541722.07,null,75,Venus verrucosa,47222.96093333333,31388.920744000003,FALSE
W-Msc-141962,28854184.1637,48736482.22,null,328,Vitreledonella richardi,148586.83603658536,87970.07366981707,FALSE
W-Msc-141983,12980427.3241,17548856.18,null,20,Megayoldia thraciaeformis,877442.809,649021.3662050001,FALSE
W-Msc-141987,11964430.290000001,15071585.48,null,22,Portlandia arctica,685072.0672727273,543837.7404545455,FALSE
W-Msc-141997,9733503.1564,16901152.06,null,8,Yoldiella frigida,2112644.0075,1216687.89455,FALSE
W-Msc-142002,6186105.7467,9031744.41,null,11,Yoldiella lucida,821067.6736363637,562373.2497,FALSE
W-Msc-142010,711862.9261,1127321.9,null,8,Yoldiella solidula,140915.2375,88982.8657625,FALSE
W-Msc-142011,1648405.1087,7208396.47,null,3,Yoldiella subaequilatera,2402798.8233333332,549468.3695666667,FALSE
W-Msc-146466,2869389.7141,4867117.04,null,4,Trichomusculus semigranatus,1216779.26,717347.428525,FALSE
W-Msc-146791,1666616.1872,3280134.15,null,10,Chaetoderma productum,328013.415,166661.61872,FALSE
W-Msc-146868,598211.8946,1039824.92,null,6,Cylichna magna,173304.15333333335,99701.98243333334,FALSE
W-Msc-146988,15994939.3794,22290898.75,null,24,Issena pacifica,928787.4479166666,666455.807475,FALSE
W-Msc-147146,838078.0368,1297403.64,null,8,Scabrotrophon fabricii,162175.455,104759.7546,FALSE
W-Msc-147456,6331071.1185,7389979.66,null,89,Haliotis asinina,83033.4793258427,71135.63054494382,TRUE
W-Msc-152651,1023787.5589,1575659.77,null,7,Chiton tuberculatus,225094.25285714286,146255.36555714285,FALSE
W-Msc-152887,777871.702,824323.65,null,19,Loripes lucinalis,43385.4552631579,40940.615894736846,FALSE
W-Msc-153063,18882417.8548,32201021.73,null,47,Galiteuthis armata,685128.1219148936,401753.5713787234,FALSE
W-Msc-153083,3428465.9588,6690484.01,null,113,Rossia palpebrosa,59207.82309734513,30340.40671504425,FALSE
W-Msc-153087,2542132.8169,4053136.77,null,687,Illex illecebrosus,5899.762401746725,3700.3388892285298,FALSE
W-Msc-153094,1845465.4269,2845601.39,null,12,Grimpoteuthis wuelkeri,237133.4491666667,153788.78557500002,FALSE
W-Msc-153097,3651794.8683,6380089.81,null,14,Gonatus fabricii,455720.70071428566,260842.49059285715,FALSE
W-Msc-153122,4909443.5457,8735300.72,null,9,Stauroteuthis syrtensis,970588.968888889,545493.7272999999,FALSE
W-Msc-153131,1767983.5134,2518165.54,null,21,Alloteuthis subulata,119912.64476190477,84189.69111428571,FALSE
W-Msc-153380,1532348.0112,2179816.18,null,4,Cuthona gymnota,544954.045,383087.0028,FALSE
W-Msc-153507,6564381.122,10112348.19,null,15,Flabellina verrucosa,674156.546,437625.4081333334,FALSE
W-Msc-156105,951458.6711,1011496.11,null,33,Glycymeris pilosa,30651.397272727274,28832.080942424243,FALSE
W-Msc-156225,3301265.0848,6739555.98,null,6,Macoma loveni,1123259.33,550210.8474666666,FALSE
W-Msc-156226,2468728.5236,3371367.1,null,3,Macoma moesta,1123789.0333333334,822909.5078666667,FALSE
W-Msc-156383,4850807.3802000005,7549248.01,null,27,Rossia moelleri,279601.77814814815,179659.5326,FALSE
W-Msc-156447,797152.7882,1896276.27,null,6,Tachyrhynchus reticulatus,316046.045,132858.79803333333,FALSE
W-Msc-156655,375402.2363,768429.59,null,3,Haminoea solitaria,256143.19666666666,125134.07876666666,FALSE
W-Msc-156668,3733300.8664,6896872.18,null,29,Ringicula nitida,237823.17862068964,128734.51263448276,FALSE
W-Msc-156694,1266691.6011,2950934.05,null,4,Scaphander bathymophila,737733.5125,316672.900275,FALSE
W-Msc-156708,513510.2589,904360.79,null,3,Cuthona veronicae,301453.5966666667,171170.0863,FALSE
W-Msc-156711,713443.1162,1313876.98,null,4,Doriopsilla pharpa,328469.245,178360.77905,FALSE
W-Msc-156712,3096393.113,5273958.33,null,6,Eubranchus olivaceus,878993.055,516065.51883333334,FALSE
W-Msc-156714,962746.5259,1565842.58,null,4,Flabellina gracilis,391460.645,240686.631475,FALSE
W-Msc-156715,2510729.3845,4052438.21,null,6,Flabellina nobilis,675406.3683333333,418454.8974166667,FALSE
W-Msc-156716,11214774.6631,17230895.29,null,28,Flabellina salmonacea,615389.1174999999,400527.66653928574,FALSE
W-Msc-156725,310946.9123,620695.66,null,3,Onchidoris grisea,206898.55333333334,103648.97076666668,FALSE
W-Msc-156730,872963.9588,1253138.67,null,4,Abra lioica,313284.6675,218240.9897,FALSE
W-Msc-156732,1038895.7259,2055956.04,null,5,Aequipecten glyptus,411191.208,207779.14518,FALSE
W-Msc-156742,678962.6359999999,1305505.32,null,3,Doto formosa,435168.44,226320.87866666666,FALSE
W-Msc-156743,1270321.343,2258250.42,null,6,Issena ramosa,376375.07,211720.22383333335,FALSE
W-Msc-156744,184906.7068,500238.24,null,3,Astarte castanea,166746.08,61635.568933333336,FALSE
W-Msc-156747,283201.3485,818893.03,null,3,Astarte undata,272964.3433333333,94400.4495,FALSE
W-Msc-156765,765151.0947,1229327.39,null,4,Crenella glandula,307331.8475,191287.773675,FALSE
W-Msc-156786,2603717.7551,3723666.24,null,8,Limopsis sulcata,465458.28,325464.7193875,FALSE
W-Msc-156787,7735557.3907,21007696.81,null,4,Limopsis tenella,5251924.2025,1933889.347675,FALSE
W-Msc-156789,4091567.976,6570695.12,null,7,Lucinoma filosa,938670.7314285714,584509.7108571428,FALSE
W-Msc-156799,1228569.5878,1930286.77,null,4,Macoma tenta,482571.6925,307142.39695,FALSE
W-Msc-156803,818029.1099,1215764.55,null,7,Gemma gemma,173680.65,116861.30141428571,FALSE
W-Msc-156811,2100949.8218,3447859.2,null,8,Cratena pilata,430982.4,262618.727725,FALSE
W-Msc-156817,16982.4078,28239.4,null,8,Argopecten irradians,3529.925,2122.800975,FALSE
W-Msc-156819,5244756.2876,7113756.55,null,5,Clinocardium ciliatum,1422751.31,1048951.25752,FALSE
W-Msc-156840,718887.6422,881852.21,null,23,Cyrtopleura costata,38341.400434782605,31255.98444347826,FALSE
W-Msc-156843,372208.8425,1123533.04,null,3,Dinocardium robustum,374511.01333333337,124069.61416666668,FALSE
W-Msc-156861,225689.5094,436166.52,null,3,Ischadium recurvum,145388.84,75229.83646666667,FALSE
W-Msc-156870,318370.4458,560702.34,null,3,Mulinia lateralis,186900.78,106123.48193333333,FALSE
W-Msc-156878,218676.87900000002,449642.15,null,3,Mysella planulata,149880.71666666667,72892.293,FALSE
W-Msc-156879,1112911.4582,3064646.4,null,3,Mysella triquetra,1021548.7999999999,370970.48606666666,FALSE
W-Msc-156901,1685702.0996,2553839.89,null,6,Nemocardium peramabile,425639.9816666667,280950.34993333335,FALSE
W-Msc-156909,283643.4133,565230.02,null,3,Noetia ponderosa,188410.00666666668,94547.80443333334,FALSE
W-Msc-156914,1304294.1967,2081822.56,null,4,Nucula delphinodonta,520455.64,326073.549175,FALSE
W-Msc-156916,3871253.8371,5488670.67,null,5,Nucula proxima,1097734.134,774250.76742,FALSE
W-Msc-156917,4059385.5328,5212334.91,null,10,Nuculana acuta,521233.49100000004,405938.55328,FALSE
W-Msc-156920,1466184.1641,3136573.43,null,6,Nuculana caudata,522762.23833333334,244364.02735,FALSE
W-Msc-156923,5960037.8494,8561527.96,null,9,Nuculana tenuisulcata,951280.8844444446,662226.427711111,FALSE
W-Msc-156963,286977.582,833170.26,null,3,Pitar morrhuanus,277723.42,95659.194,FALSE
W-Msc-156972,1114156.6964,1892224.56,null,202,Placopecten magellanicus,9367.448316831684,5515.62720990099,FALSE
W-Msc-156974,3332355.6649,7122955.4,null,10,Portlandia intermedia,712295.54,333235.56649,FALSE
W-Msc-156986,1824884.1503,3316121.43,null,6,Pteria vitrea,552686.905,304147.35838333337,FALSE
W-Msc-156993,4598264.9867,12813775.87,null,7,Solemya grandis,1830539.41,656894.9981000001,FALSE
W-Msc-156994,644916.9977,1012435.38,null,4,Solemya velum,253108.845,161229.249425,FALSE
W-Msc-156996,551355.8902,1291275.19,null,4,Spisula solidissima,322818.7975,137838.97255,FALSE
W-Msc-156999,444164.4241,755108.65,null,3,Tagelus divisus,251702.88333333333,148054.80803333333,FALSE
W-Msc-157001,1011792.3447,1420280.04,null,29,Tagelus plebeius,48975.17379310345,34889.391196551725,FALSE
W-Msc-157005,904026.2511,1546854.99,null,4,Yoldia limatula,386713.7475,226006.562775,FALSE
W-Msc-157006,3529222.8774,7301790.59,null,10,Yoldia myalis,730179.059,352922.28774,FALSE
W-Msc-157007,4152377.5033,6779860.45,null,6,Yoldia sapotilla,1129976.7416666667,692062.9172166666,FALSE
W-Msc-157019,3409037.5176,5896860.71,null,40,Graneledone verrucosa,147421.51775,85225.93794,FALSE
W-Msc-157022,1357043.6907,2044816.85,null,6,Illex oxygonius,340802.80833333335,226173.94845,FALSE
W-Msc-157028,1025217.0522,1345494.72,null,15,Lolliguncula brevis,89699.648,68347.80348,FALSE
W-Msc-157031,247467705.78939998,305897892.12,null,455,Pyroteuthis margaritifera,672303.0596043956,543885.067669011,FALSE
W-Msc-157032,1249773.8507,2010655.5,null,46,Rossia megaptera,43709.90217391304,27168.996754347827,FALSE
W-Msc-157036,1358137.1698,1794218.58,null,91,Semirossia tenera,19716.687692307692,14924.584283516484,FALSE
W-Msc-157037,1237835.317,3508508.63,1,103,Stoloteuthis leucoptera,34063.19058252427,12017.818611650486,FALSE
W-Msc-159757,432866.6025,766937.12,null,6,Fedikovella beanii,127822.85333333333,72144.43375,FALSE
W-Msc-159883,130376.5663,230235.38,null,3,Iothia radiata,76745.12666666666,43458.85543333334,FALSE
W-Msc-159895,488971.52030000003,936165.34,null,3,Kurtziella cerina,312055.11333333334,162990.5067666667,FALSE
W-Msc-159903,540328.4622,1125294.94,null,6,Limneria undata,187549.15666666665,90054.74369999999,FALSE
W-Msc-159928,2368313.9876,3728027.91,null,4,Amicula vestita,932006.9775,592078.4969,FALSE
W-Msc-159929,786648.8143,1399059.46,null,3,Chaetoderma canadense,466353.1533333333,262216.27143333334,FALSE
W-Msc-159949,1634964.7682,2347878.55,null,6,Olivella mutica,391313.0916666666,272494.12803333334,FALSE
W-Msc-159968,3909649.4139,10721834.98,null,5,Acteon melampoides,2144366.9960000003,781929.88278,FALSE
W-Msc-160004,627995.3756,829067.57,null,3,Propilidium reticulatum,276355.85666666663,209331.79186666667,FALSE
W-Msc-160031,672975.7011,1034190.54,null,4,Aplysia morio,258547.635,168243.925275,FALSE
W-Msc-160051,1873973.9933,2152487.25,null,14,Seila adamsii,153749.0892857143,133855.28523571428,FALSE
W-Msc-160053,1494642.8042,2040898.33,null,14,Sinum perspectivum,145778.45214285716,106760.2003,FALSE
W-Msc-160060,1347032.7102,2414733.53,null,4,Cylichna gouldii,603683.3825,336758.17755,FALSE
W-Msc-160061,810720.4415,1406688.4,null,3,Cylichna eburnea,468896.1333333333,270240.14716666663,FALSE
W-Msc-160063,1878943.0312,2793373.67,null,10,Tectonatica pusilla,279337.36699999997,187894.30312,FALSE
W-Msc-160066,3971456.19,5578322.26,null,28,Acteocina bidentata,199225.79499999998,141837.72107142856,FALSE
W-Msc-160074,1345033.416,1831785.69,null,12,Vermicularia spirata,152648.8075,112086.118,FALSE
W-Msc-160082,2988192.2932,4637028.76,null,10,Turbonilla interrupta,463702.876,298819.22932000004,FALSE
W-Msc-160102,3129682.6988,4052546.8,null,12,Astyris lunata,337712.23333333334,260806.89156666666,FALSE
W-Msc-160106,265675.4831,584150.44,null,3,Astyris pura,194716.81333333332,88558.49436666667,FALSE
W-Msc-160127,502467.7709,657079.75,null,6,Buccinum plectrum,109513.29166666667,83744.62848333333,FALSE
W-Msc-160133,395129.9647,855218.99,null,6,Buccinum sericatum,142536.49833333332,65854.99411666667,FALSE
W-Msc-160143,840360.9252,1299676.0,null,8,Buccinum finmarkianum,162459.5,105045.11565,FALSE
W-Msc-160147,877974.885,1757295.48,null,3,Caecum johnsoni,585765.16,292658.295,FALSE
W-Msc-160149,1365138.0008,1844538.07,null,14,Caecum pulchellum,131752.7192857143,97509.8572,FALSE
W-Msc-160150,2673060.2626,7448526.82,null,6,Calliotropis infundibulum,1241421.1366666667,445510.04376666667,FALSE
W-Msc-160161,2097012.2576,2739538.94,null,13,Cerithiopsis greenii,210733.7646153846,161308.6352,FALSE
W-Msc-160168,869726.5176,1096743.77,null,11,Assiminea succinea,99703.9790909091,79066.04705454546,FALSE
W-Msc-160174,684287.7784,946223.81,null,12,Bittiolum varium,78851.98416666668,57023.98153333333,FALSE
W-Msc-160193,305055.6417,592205.01,null,3,Caecum cooperi,197401.67,101685.21389999999,FALSE
W-Msc-160198,243626.4904,471713.74,null,3,Chrysallida cancellata,157237.91333333333,81208.83013333334,FALSE
W-Msc-160204,11502096.804,15634737.66,null,20,Clio recurva,781736.883,575104.8402,FALSE
W-Msc-160212,496089.5279,1127468.79,null,4,Colus pubescens,281867.1975,124022.381975,FALSE
W-Msc-160240,867543.9508,1250610.55,null,6,Curtitoma incisula,208435.09166666667,144590.65846666667,FALSE
W-Msc-160244,210790.1549,342408.26,null,4,Curtitoma reticulata,85602.065,52697.538725,FALSE
W-Msc-160248,1604696.9416,3706512.31,null,8,Curtitoma violacea,463314.03875,200587.1177,FALSE
W-Msc-160251,827592.751,1010547.28,null,13,Cyclostremiscus pentagonus,77734.40615384615,63660.98084615385,FALSE
W-Msc-160259,405571.3658,675480.86,null,6,Dentimargo eburneolus,112580.14333333333,67595.22763333334,FALSE
W-Msc-160262,2070725.5386,3646288.79,null,6,Diacavolinia elegans,607714.7983333333,345120.9231,FALSE
W-Msc-160265,3441150.4172,4561358.62,1,96,Diodora cayenensis,47514.152291666665,35845.31684583333,FALSE
W-Msc-160267,1043467.8264,1400829.25,null,8,Diodora tanneri,175103.65625,130433.4783,FALSE
W-Msc-160293,1304406.4735,1942361.35,null,4,Epitonium humphreysii,485590.3375,326101.618375,FALSE
W-Msc-160295,1767875.7727,2228414.89,null,10,Epitonium multistriatum,222841.489,176787.57727,FALSE
W-Msc-160297,2237563.8729,2817386.78,null,32,Epitonium novangliae,88043.336875,69923.871028125,FALSE
W-Msc-160302,393072.5729,677617.86,null,3,Epitonium rupicola,225872.62,131024.19096666668,FALSE
W-Msc-160307,2386961.6182,3603373.57,null,10,Eubela limacina,360337.35699999996,238696.16181999998,FALSE
W-Msc-160330,2404682.257,4485167.37,null,3,Fargoa bushiana,1495055.79,801560.7523333334,FALSE
W-Msc-160363,972312.0077,1232802.63,null,12,Marshallora nigrocincta,102733.55249999999,81026.00064166666,FALSE
W-Msc-160377,824635.8701000001,1569592.93,null,3,Melanella oleacea,523197.6433333333,274878.62336666667,FALSE
W-Msc-160395,944080.0944000001,1301700.64,null,4,Nassarius acutus,325425.16,236020.02360000001,FALSE
W-Msc-160401,1266573.1107,1774557.66,null,12,Nassarius vibex,147879.805,105547.759225,FALSE
W-Msc-160407,620167.2969,885614.0,null,5,Neverita duplicata,177122.8,124033.45937999999,FALSE
W-Msc-160428,1240836.4149,1872240.23,null,10,Terebra dislocata,187224.023,124083.64149,FALSE
W-Msc-160440,1576436.3541,1986663.71,null,13,Parvanachis obesa,152820.2853846154,121264.33493076924,FALSE
W-Msc-160441,357654.55809999997,614982.17,null,4,Pelseneeria stimpsonii,153745.5425,89413.63952499999,FALSE
W-Msc-160443,1086300.2315,1766905.31,null,5,Sayella fusca,353381.06200000003,217260.0463,FALSE
W-Msc-160456,891491.5469,1326773.23,null,4,Propebela concinnula,331693.3075,222872.886725,FALSE
W-Msc-160476,581022.6448,826144.11,null,4,Pyrgocythara plicosa,206536.0275,145255.6612,FALSE
W-Msc-180823,2511986.5503000002,3764322.61,1,9,Acanthomenia arcuata,418258.0677777778,279109.6167,FALSE
W-Msc-180862,1996362.4089,3080995.09,null,7,Shinkailepas briandi,440142.1557142857,285194.62984285713,FALSE
W-Msc-180897,1469426.7986,3428885.48,null,3,Stomatella impertusa,1142961.8266666667,489808.9328666667,FALSE
W-Msc-180917,73934.4971,118285.98999999999,null,4,Peltospira smaragdina,29571.497499999998,18483.624275,FALSE
W-Msc-180921,7138236.1178,9396979.81,null,16,Cerithium egenum,587311.238125,446139.7573625,FALSE
W-Msc-180990,8642008.1896,11105967.67,null,150,Strombus mutabilis,74039.78446666666,57613.38793066667,FALSE
W-Msc-180992,2977842.3477,4220803.46,null,4,Sabia conica,1055200.865,744460.586925,FALSE
W-Msc-181006,2158061.4399,2998551.92,null,61,Charonia variegata,49156.58885245901,35378.05639180328,FALSE
W-Msc-181093,604373.3053,1265620.26,null,3,Mathilda barbadensis,421873.42,201457.76843333335,FALSE
W-Msc-181195,2880737.9368,4824146.53,null,22,Bulla ampulla,219279.38772727273,130942.63349090908,FALSE
W-Msc-181213,1392793.4866,1927790.21,null,7,Elysia papillosa,275398.60142857145,198970.49808571427,FALSE
W-Msc-181218,6353029.3816,9017286.62,null,34,Pleurobranchus areolatus,265214.31235294114,186853.80534117646,FALSE
W-Msc-181223,824829.3537,1504287.11,null,5,Okenia zoobotryon,300857.422,164965.87073999998,FALSE
W-Msc-181237,6455140.8697,8242530.79,null,7,Melibe viridis,1177504.3985714286,922162.9813857143,FALSE
W-Msc-181239,940068.1544,1354495.64,null,17,Phidiana lynceus,79676.21411764705,55298.126729411764,FALSE
W-Msc-181244,352519.8925,574035.38,null,3,Eubranchus leopoldoi,191345.12666666668,117506.63083333334,FALSE
W-Msc-181246,177748.20679999999,256037.95,null,10,Dondice occidentalis,25603.795000000002,17774.820679999997,FALSE
W-Msc-181254,884826.9013,1246564.91,null,4,Flabellina dushia,311641.2275,221206.725325,FALSE
W-Msc-181287,212076.0956,371177.45,null,4,Parvamussium fenestratum,92794.3625,53019.0239,FALSE
W-Msc-181316,9601118.7944,11630050.48,null,51,Saccostrea cucullata,228040.2054901961,188257.23126274507,FALSE
W-Msc-181361,731940.833,1188203.92,null,4,Venerupis dura,297050.98,182985.20825,FALSE
W-Msc-181371,1426378.9737,2711130.41,null,15,Laternula anatina,180742.02733333333,95091.93158,FALSE
W-Msc-181376,7378671.9216,9175604.44,null,40,Sepia pharaonis,229390.11099999998,184466.79804,FALSE
W-Msc-181379,202112791.8317,247127500.44999996,null,170,Octopoteuthis sicula,1453691.1791176468,1188898.7754805882,FALSE
W-Msc-181380,340719.8149,526992.1,null,3,Histioteuthis elongata,175664.03333333333,113573.27163333334,FALSE
W-Msc-181381,2154873.8106,2619994.84,null,14,Histioteuthis reversa,187142.48857142855,153919.55789999999,FALSE
W-Msc-181382,27151736.635,49371788.4,null,280,Ommastrephes bartramii,176327.8157142857,96970.48798214286,FALSE
W-Msc-181386,263559744.39279997,303421179.44,null,143,Cranchia scabra,2121826.4296503495,1843075.1356139858,FALSE
W-Msc-181528,1094828.6376,1411178.62,null,5,Lima hians,282235.72400000005,218965.72752000001,FALSE
W-Msc-183000,2486225.0905,4149230.6,null,6,Bathymodiolus thermophilus,691538.4333333333,414370.8484166667,FALSE
W-Msc-183133,3592047.1673,5835160.7,null,46,Drilliola loprestiana,126851.31956521739,78087.98189782609,FALSE
W-Msc-196391,430283.9641,947057.01,null,7,Tachyrhynchus erosus,135293.85857142857,61469.137728571426,FALSE
W-Msc-197020,2915443.0916,3992449.88,null,72,Adacnarca nitens,55450.692777777775,40492.26516111111,FALSE
W-Msc-197021,951394.2584,1219029.2,null,54,Adamussium colbecki,22574.614814814813,17618.412192592594,FALSE
W-Msc-197027,378243.9269,524945.53,null,30,Aforia multispiralis,17498.184333333335,12608.130896666667,FALSE
W-Msc-197030,242394.8714,330571.27999999997,null,5,Amauropsis aureolutea,66114.256,48478.97428,FALSE
W-Msc-197041,6817838.0286,11923873.19,null,20,Anatoma euglypta,596193.6595,340891.90142999997,FALSE
W-Msc-197060,96436.2033,165466.01,null,3,Bathydoris clavigera,55155.33666666667,32145.4011,FALSE
W-Msc-197073,1608555.8838,4254927.23,null,3,Brookula powelli,1418309.076666667,536185.2946,FALSE
W-Msc-197079,729203.6887,1265070.24,null,4,Bulbus carcellesi,316267.56,182300.922175,FALSE
W-Msc-197080,108629.3909,139455.12,null,4,Bulbus scotianus,34863.78,27157.347725,FALSE
W-Msc-197111,246661.3101,377823.27,null,4,Chlanidota signeyana,94455.8175,61665.327525,FALSE
W-Msc-197120,1561801.6807,2147916.87,null,8,Cuspidaria concentrica,268489.60875,195225.2100875,FALSE
W-Msc-197124,849150.6836,1722939.9,null,7,Cuspidaria tenella,246134.2714285714,121307.24051428572,FALSE
W-Msc-197127,1215194.5952,1334580.27,null,6,Cyamiocardium crassilabrum,222430.045,202532.43253333334,FALSE
W-Msc-197132,3353199.7667,5076436.12,null,100,Cyclocardia astartoides,50764.3612,33531.997667,FALSE
W-Msc-197138,706749.944,1120751.8,null,4,Cylichna georgiana,280187.95,176687.486,FALSE
W-Msc-197144,337586.5452,685027.74,null,6,Diaphana paessleri,114171.29,56264.4242,FALSE
W-Msc-197154,23281.470999999998,38919.92,null,3,Eatoniella glacialis,12973.306666666665,7760.490333333332,FALSE
W-Msc-197185,2337482.0631,3244212.04,null,11,Gaimardia trapesina,294928.36727272725,212498.36937272726,FALSE
W-Msc-197189,604924.8292,1004030.17,null,8,Harpovoluta charcoti,125503.77125,75615.60365,FALSE
W-Msc-197205,115174.7318,185234.75,null,4,Laevilitorina caliginosa,46308.6875,28793.68295,FALSE
W-Msc-197227,2061629.7395,3012114.87,null,60,Limatula hodgsoni,50201.9145,34360.49565833333,FALSE
W-Msc-197236,5956209.6081,7937752.44,null,22,Limopsis marionensis,360806.92909090914,270736.80036818184,FALSE
W-Msc-197240,976207.6059,1317886.4,null,8,Lissarca miliaris,164735.8,122025.9507375,FALSE
W-Msc-197241,1864298.2067,2907779.44,null,92,Lissarca notorcadensis,31606.298260869564,20264.110942391304,FALSE
W-Msc-197251,1095660.2859,1458589.51,null,31,Lyonsia arcaeformis,47051.27451612903,35343.88019032258,FALSE
W-Msc-197270,57377.633499999996,93684.37,null,3,Marseniopsis pacifica,31228.123333333333,19125.877833333332,FALSE
W-Msc-197303,262402.4559,399976.5,null,4,Neobuccinum eatoni,99994.125,65600.613975,FALSE
W-Msc-197309,245481.3039,330571.27999999997,null,5,Nothoadmete antarctica,66114.256,49096.26078,FALSE
W-Msc-197316,684916.7366,1149740.59,null,8,Nucula falklandica,143717.57375,85614.592075,FALSE
W-Msc-197317,435401.7465,698222.44,null,4,Nuculana inaequisculpta,174555.61,108850.436625,FALSE
W-Msc-197324,761816.3677,1532537.3,null,10,Onoba gelida,153253.73,76181.63677,FALSE
W-Msc-197336,64235.0515,96134.13,null,3,Onoba turqueti,32044.710000000003,21411.683833333333,FALSE
W-Msc-197341,418130.0804,576852.34,null,6,Paradmete curta,96142.05666666666,69688.34673333332,FALSE
W-Msc-197342,257005.4061,379275.06,null,5,Paradmete fragillima,75855.012,51401.08122,FALSE
W-Msc-197350,145244.372,201074.71,null,5,Pellilitorina pellita,40214.941999999995,29048.8744,FALSE
W-Msc-197351,136189.3721,188174.59,null,5,Pellilitorina setosa,37634.918,27237.87442,FALSE
W-Msc-197353,323303.3646,544691.15,null,8,Philine alata,68086.39375,40412.920575,FALSE
W-Msc-197365,3340679.1114,5621423.73,null,122,Philobrya sublaevis,46077.24368852459,27382.615667213115,FALSE
W-Msc-197366,2422447.8664,3479499.96,null,12,Philobrya wandelensis,289958.33,201870.65553333334,FALSE
W-Msc-197377,139836.8361,391472.89,null,3,Pleurotomella simillima,130490.96333333333,46612.278699999995,FALSE
W-Msc-197393,2227489.8482,3940611.46,null,69,Propeleda longicaudata,57110.311014492756,32282.46156811594,FALSE
W-Msc-197401,25942.7241,41893.44,null,3,Prosipho contrarius,13964.480000000001,8647.5747,FALSE
W-Msc-197409,20631.0316,31444.77,null,3,Prosipho hunteri,10481.59,6877.010533333333,FALSE
W-Msc-197413,134244.3193,172783.76,null,4,Prosipho pellitus,43195.94,33561.079825,FALSE
W-Msc-197424,657662.0927,1016836.29,null,9,Pseudokellya cardiformis,112981.81,73073.56585555556,FALSE
W-Msc-197465,1636823.359,1943373.01,null,14,Tectonatica impervia,138812.35785714287,116915.95421428571,FALSE
