iucn_sid,habitat,shallow
133468,"This species occurs in most reef environments, especially back reef margins. It is commonly found from 1-15 m, with mass colonies from 3-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. It may be found in the outer reef channel. This species is found to 30 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983).",T
133470,This species is found in all reef areas including high energy sites. This species is found to 30 m.,T
133474,This species is found on most reef environments. This species can be found to 40 m.,T
133476,"This species is found in intermediate to deep-water fore reef environments, from 12-200 m.",F
133478,This species is found in all reef environments but especially lagoons and reef slopes. This species is found to 30 m.,T
133479,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and outer reef flats, intertidally on reef flats, and subtidally on reef edges, slopes and submerged reefs (Wallace 1999).This species is considered to be a main reef-framework builder and is found at 4-10 m on the Chagos lagoon (Sheppard 1982). <em>Acropora hyacinthus</em> likely spawns annually in October in French Polynesia. (Carroll <em>et al</em>. 2006) This species is found from 5-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133481,"This species occurs in shallow, tropical reef environments. It is found on reef slopes and in lagoons. It is found from 3-20 m depth. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133483,"This species occurs in shallow, tropical reef environments on shallow reef slopes. This species is found from 2-25 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133484,"This species occurs in shallow, tropical reef environments. It is found in turbid environments at the base of reefs and in intertidal pools, generally to depths of 20 m.",T
133485,"This species is found in shallow, tropical reef environments. This species is found from 5-15 m.",T
133488,"This species is found in shallow reef environments. <em>Pectinia</em> colonies occasionally reach 1 m or more in diameter (Wood 1983). For <em>P. africana</em>, colonies are usually less than 0.3 m across. This species is found from 3-30 m. <br/><br/><em>Pectinia</em> occurs in most reef habitats, both in shallow and deep areas (Wood 1983). This genus is typically conspicuous (Veron 1995).",T
133489,"This species occurs in shallow, tropical reef environments. It is restricted to shallow reef edges. This species is found to at least 15 m.",T
133492,"This species is found in shallow reef environments. It is a common coral in the Indo-Pacific, which is especially successful in shallow reef areas. Branched colonies often form large tracts along the reef front, while massive and encrusting species thrive at more exposed sites. (Wood 1983). <em>P. rus</em> is commonly found from 1 to 11 m, rarely from 12 to 20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).<br/><br/>At SÃ¡mara, Costa Rica, <em>P. rus</em> was found on exposed rocky outcrops (CortÃ©s pers. comm.).",T
133493,"This species occurs in shallow reef environments. It prefers tropical habitats. This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. This species is found to 30 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983).",T
133494,"This species occurs in shallow, tropical reef environments exposed to wave action, intertidal reef flats (Wallace 1999), and ultra shallow and exposed reef (Richards pers. comm.). This is found in depths of between 1 and 5 m.",T
133495,This species is common at greater depths where it can grow in large fields. It reproduces asexually by fragmentation. This species is found to 25 m.,T
133497,"This species occurs in shallow, tropical reef environments. It is found on slopes and horizontal substrates protected from wave action and with turbid water. This species is found in lagoons. This species is found to at least 18 m. <br/><br/>General genus information: <em>Caulastrea</em> is an uncommon coral. It often forms small colonies less than 30 cm in diameter (Wood 1983).",T
133498,"It occurs shallow on sandy reef flats and deep sandy reef bases. It forms plates of over 1 m. <em>T. peltata</em> is commonly found from 9-20 m, rarely from 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found from 0.5-25 m.",T
133500,"This species occurs in shallow reef environments. It is found subtidally on outer reefs, upper slopes or walls, and submerged reefs (Wallace 1999). This species is found from 8-20 m.",T
133502,"<em>Psammocora superficialis</em> occurs in a wide range of reef environments; on rocky substrata and rubble from shallow water to 30 m. Sparse colonies of <em>P. superficialis</em> were found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).<br/><br/>In general, <em>Psammocora</em> species are very slow growing corals; with a calculated growth rate of 0.6cm/year for <em>P. superficialis</em> in Costa Rica (GuzmÃ¡n and CortÃ©s 1993, GuzmÃ¡n and CortÃ©s 1989). Sexual reproduction is important, but asexual reproduction and fragmentation are more effective strategies for colonizing free areas within the reef (CortÃ©s and GuzmÃ¡n 1998).",T
133504,"This species is found in shallow to mid-slope reef environments, and sometimes in shallow seagrass habitats. On the south coast of Puerto Rico, occurs from 0.2-50 m, and is most abundant from 1-15 m (Goreau and Wells 1967, Weil 1992b). This species may be the dominant coral on the reef flat forming monospecific stands; colonies form a dense framework at 0.5-1.5 m depth, immediately behind the <em>Millepora</em> dominated reef crest and extending into the back reef (Goreau 1959, Glynn 1973).",T
133509,This species is found in reef slope as an attached polyp with multiple mouths. Maximum size is over 50 cm. This species is found from 5-20 m.,T
133511,"This species is found on rocky foreshores and caves.<br/><br/>This species is abundant in wide areas along the Israeli coast at a depth range of 0.5-10 m. It is found in natural habitats of sandstone reefs and disturbed sites such as areas exposed to domestic and industrial pollution, artificial boulders, submerged metal objects, jetties and marinas. Azooxanthellate colonies can be found in dark caves and crevices at a depth of 1-6 m. This species has the ability to live and reproduce under varying and diversified environmental conditions, such as a wide range of water temperatures, salinity, UV radiation, turbidity and strong wave energy (Fine <em>et al</em>. 2001).<br/><br/>This species is a gonochoric coral, which spawns for only two nights every year, precisely during the September full moon. This species is able to reproduce sexually while still at small colony size (Fine <em>et al</em>. 2001).",T
133513,This species occurs on shallow reefs. It is found on upper reef slopes exposed to strong wave action. This species is found from 5 to ~10 m depth.,T
133516,"This species occurs in most shallow reef environments. This species is found in the outer reef channel, on the back and foreslope, and in lagoons. It can be found on subtidal rock and rocky reefs.",T
133521,"This species is found in most reef communities, from depths of 1-100 m (Reed, 1985). The crustos form is the more abundant form of the species in shallower habitats, lagoons, and silty environments (5-15 m), while the boulder form is mostly in fore reef habitats, channels, and deep lagoons, and is more abundant from 10-20 m. The deep-boulder form is often encountered associated with a pinkish-brown polychaete worm.",T
133522,"This species is found in intermediate to deep fore reef habitats, deep lagoons, and channels from 10-40 m, though most abundant from 10-20 m. Occurs in cryptic habitats (under overhands, ledges) in shallower waters, but in exposed areas in deeper waters.",T
133525,"This species occurs in shallow, tropical reef environments. It is found mostly on upper reef slopes, but also grows deeper. This species is found to at least 40 m.",T
133527,"This species occurs in shallow turbid reef environments. The genus occurs in a variety of reef habitats, but is a relatively small coral with a restricted range, so it is not often encountered (Wood 1983).",T
133528,"This species is found in a wide range of reef environments including crevices and deep, steep slopes. This species is found to 50 m.",T
133530,It is found in most reef environments. The maximum size is approximately 25 cm across. This species is found to 30 m.,T
133532,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes, especially those exposed to wave action or currents. It is found in shallow reef top and reef edge habitats often filling in spaces between other <em>Acropora</em> species (Wallace 1999). This species is found from 2-15 m.",T
133534,This species occurs in shallow reef environments. It may form fields of at least 1 m across. This species is found to 15 m.,T
133535,"This species is found in all reef environments from shallow back reef habitats, lagoons, channels, reef platforms, seagrass beds, and fore reefs. It occurs to depths of 75 m (Reed, 1985). This species is one of the early colonizers of formerly disturbed areas.",T
133538,This species is found on reef slopes and reef flats as a free-living polyp with multiple mouths. The depth range is from 1-30 m (Hoeksema 1990). The maximum size is 62 cm in diameter.,T
133538,This species is found on reef slopes and reef flats as a free-living polyp with multiple mouths. The depth range is from 1-30 m (Hoeksema 1990). The maximum size is 62 cm in diameter.,T
133538,This species is found on reef slopes and reef flats as a free-living polyp with multiple mouths. The depth range is from 1-30 m (Hoeksema 1990). The maximum size is 62 cm in diameter.,T
133543,"This species is found in shallow reef environments. It is known to what depth this species can occur. It is a common coral which is especially successful in shallow reef areas, and forms small colonies of 10 cm or less.",T
133545,This species is found in most reef environments. This species is found to 20 m.,T
133547,"This species occurs in shallow, tropical reef environments and on rocky foreshores. It occurs subtidally (Wallace 1999). This species is found from 5-20 m.",T
133548,"This species occurs in most areas on a reef, mostly in shady areas, in crevices and over-hangs. This species is found from 1-50 m.",T
133551,This species is widespread on reefs but prefers calmer conditions where it may develop into super-colonies covering many square metres. This species is found to 40 m.,T
133556,"This species occurs in most reef environments, including in semi-turbid areas. It prefers tropical reef environments. This species is found to at least 30 m.",T
133557,This species is found in all reef habitats at depths of 1-20 m.,T
133560,"This species occurs in most tropical reef environments. This species may be found on the back and foreslope of the reef, as well as in lagoons. This species is found to 25 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",T
133563,"This species occurs in shallow, tropical reef environments. It is found on shallow to mid reef slopes. This species is found to at least 30 m.",T
133566,"It is found in reef environments or on rocky headlands in high latitudes. This species is found from 10-40 m. <br/><br/>This genus is rounded, disk-like and attached to the substrate by a broad or narrow stem. It is fairly common on deep reefs, but is seldom found in areas of dense coral growth in shallow areas  (Wood 1983).",T
133569,"This species occurs in shallow, tropical reef environments. It may be a dominant species on reef back margins. It is common in nearly all reef localities, but does not usually form heads more than a metre or two in diameter. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the foreslope, in lagoons, and in inter-reef substrate. It can be found in inter-reef rubble substrate. This species is found to 50 m.",T
133570,"This species occurs in most reef environments, generally to depths of 30 m. However, it is commonly found from 9 to 15 m and rarely from 1 to 5 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",T
133571,"This species occurs in shallow reef environments. It prefers tropical habitats. This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. This species is found to 15 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983). This one of the main reef-building corals in Hong Kong, but uncommon to rare elsewhere, as far as is known.",T
133574,"This species is found in shallow, protected reef environments, especially lagoons. Reef slope only (D. Fenner pers. comm.). It is not known to which depth this species occurs.",T
133575,"This species occurs in seagrass beds, soft-bottom lagoon environments, soft-bottom and cobble back reef and fore reef slopes, and at the base of the reef, from 1-25 m. It is found in turbid environments with high rates of sedimentation, and is tolerant of fluctuations in temperature and salinity.",T
133581,This species occurs in most reef environments. This species is found from 5-20 m.,T
133582,700,
133584,"This species is found in shallow back-reef environments, especially seagrass beds. According to Goreau and Wells (1967), occurs from 0.1-47 m, but is found most commonly from 0.5-3.0 m (Glynn 1973, Weil 1992b).",T
133587,"This species is found in reef slopes as a free-living polyp with multiple mouths. The depth range is from 6-25 m (Hoeksema 1990). The maximum size is 34 cm in diameter. In some areas, individuals reproduce asexually by fragmentation.",T
133589,"This species occurs in shallow, tropical reef environments, generally to depths of 30 m.",T
133590,"This species occurs in shallow reef environments or sandy lagoons, generally to depths of 10 m. Colonies are often partly buried in sand. This species is one of the hardiest Scleractinian species, and is often found in very high salinity and high temperature environments.",T
133591,"This species is found in shallow to intermediate fore reef, back reef, lagoon, grassbed, and rocky reef environments, from 1-15 m. This species may be found to 20 m.",T
133592,"This species occurs in shallow, protected reef environments, especially lagoons. This species is found from 2-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133595,"In the Indo-Pacific, this species is most abundant in shallow reef habitat at depths of less than 15 m. In the Gulf of ChiriquÃ_, <em>M. platyphylla</em> has been reported to occur at depths of 2 to 18 m on coral reefs and coral communities.<br/><br/><em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.).",T
133597,This species is found on fore-reef slopes in depths of 15-30 m. It is a single polyp attached to hard substrata.,T
133599,"This species occurs in shallow, tropical reef environments. It is found mostly on upper reef slopes. This species is found to at least 30 m.",T
133604,"This species occurs on shallow reefs. It is found on the upper reef slopes and lagoons. This species is found from 0.5-12 m depth.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133606,This species is found on all reef habitats. This species lives in a wide range of depths and may be more resistant to increased temperatures. This species is found to 40 m.,T
133607,"This species is found in subtidal reef environments, especially lagoons, generally to depths of 30 m. In the Red Sea this species is a relatively inconspicuous coral found on reef slopes down to 20 m deep (Sheppard and Sheppard 1991).",T
133611,"This species is found in deep water fore reef environments, and also found at intermediate depths in murky reef areas, from 12-25 m, but most abundant below 15 m in reef environments adjacent to sandy substrates. This species may be found to 30 m.",T
133613,"This species is found in shallow reef environments, generally to depths of 30 m.",T
133614,"This species is found in shallow reef environments, especially where protected from strong wave action, including vertical walls and beneath overhangs. The maximum size is 30 cm across. This species is found to 40 m.",T
133619,This species is found on upper reef slopes and lagoons. This species is found to 10 m.,T
133621,"This species occurs in shallow, tropical reef environments. It is found on upper and lower reef slopes protected from wave action and inter-reef channels. This species is found from 5-25 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133622,"This species occurs in shallow, tropical reef environments. It is found in shallow reef environments and on soft substrates. In Hawaii it occurs in highly disturbed environments where it is one of the two dominant species of coral. This species is found to at least 20 m.",T
133631,"This species occurs in shallow, tropical reef environments. It is found on reef slopes protected from wave action. This species is found in lagoons. This species is found to at least 25 m.",T
133633,"It is common in shallow turbid environments. Mass colonies of <em>T. mesenterina</em> are found from 9-15 m, rarely from 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to 20 m.",T
133634,"This species occurs in shallow, tropical reef environments. It is sometimes a dominant species of intertidal habitats. This species can be a primary reef builder in East Africa, Gulf of Aden, and Hong Kong (DeVantier, Obura, Huang, Johan, Syahrir, and Hodgson pers. comm.). It is commonly found from 1-15 m, with mass colonies at 1-2 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 20 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",T
133636,It usually occurs on lower reef slopes with soft substrates. It can form large fields even on sandy bottoms. This species is found from 10-30 m.,T
133637,This species occurs in shallow reef environments. The maximum size is over 1 m across. This species is found from 2-20 m.,T
133638,"This species occurs in shallow and deeper, tropical reefs in turbid environments and muddy bottoms. It is found on reef slopes. This species is found on subtidal rock and rocky reefs, in lagoons, and in inter-reef soft substrate. This species is found from 5 m to at least 30 m.",T
133639,"It is found on protected reef slopes below 30 metres, on reef walls (Wallace 1999), on submerged shelf reefs 10-70 m, and shipwrecks (Richards pers. comm.).",T
133642,This species is found in mid-reef slopes. This species is found to 20 m.,T
133645,"This species is found in shallow reef environments, generally to depths of 20 m.",T
133646,"This species occurs in shallow, tropical reef environments. It is found on upper and mid reef slopes and in lagoons. This species is found to at least 30 m.",T
133647,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes exposed to strong wave action. This species appears to be confined to reef-edge habitats with good water circulation (Wallace 1999). <em>Acropora polystoma</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 3-10 m.",T
133648,"This species occurs in most tropical reef environments. It is very common on shallow reef flats in highly fluctuating environments, and is resistant to warming and high salinity. It is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslopes of reefs, in lagoons and in inter-reef soft and rubble substrate. This species is found to at least 30 m.",T
133649,"This species is found in shallow reef environments, especially reef margins and reef crests exposed to strong wave action. It is commonly found in subtidal reef flats. The maximum depth it is found is to 10-15 m. Often occurs in sympatry with <em>Acropora robusta</em>, which is its sister species (Richards pers. comm.).",T
133649,"This species is found in shallow reef environments, especially reef margins and reef crests exposed to strong wave action. It is commonly found in subtidal reef flats. The maximum depth it is found is to 10-15 m. Often occurs in sympatry with <em>Acropora robusta</em>, which is its sister species (Richards pers. comm.).",T
133651,"This species occurs in most tropical reef environments, especially back reef margins. This species is found on the back and foreslope of the reef and in lagoons.<br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983).",
133654,"This species occurs in a wide range of shallow reef environments. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It can be found on inter-tidal rubble substrate. This species is found to 20 m.",T
133658,"This species occurs on shallow reefs. It occurs on upper reef slopes. This species is found from 1-25 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133659,This species occurs in shallow reef environments. The maximum size is approximately 25 cm across. This species is found to 40 m.,T
133660,"This species occurs in all shallow, tropical reef environments, especially upper reef slopes and reef flats. It is found intertidally or just subtidally on reef flats, reef tops or submerged reefs (Wallace 1999). This species is found to 15 m depth.",T
133662,"This species is common on reef slopes. This species is found in reef environments protected from strong wave action. It is commonly found from 3-15 m, rarely from 1-2 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). The maximum size is over 5 m.",T
133665,"This species occurs in shallow, tropical reef environments on semi-exposed reef slopes. This species is found in lagoons. It is found to 15 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",T
133666,"This species occurs in shallow, tropical reef environments, usually reef flats, but also lagoons and upper reef slopes. This species is typically found in intertidal or shallow subtidal areas (Wallace 1999). This species is found from 2-12 m.",T
133668,"This species is usually found free-living on soft substrates, generally to depths of 30 m.. It is commonly found from 9-20 m, but rarely from 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",T
133672,"This species occurs in shallow, tropical reef environments on steep reef slopes. This species is found from 10-40 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133673,"This species is found on reef slopes and is a free living adult. It is commonly found from 12-20 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). The depth range is from 1-25 m (Hoeksema 1990).",T
133674,"This species occurs in shallow, tropical and subtropical reef environments. It is found in subtidal muddy reef flats and in other inshore habitats. This species is found to at least 40 m.",T
133676,"This species occurs in shallow reef environments, generally to depths of 20 m.",T
133679,It is almost always found on soft horizontal and gently sloping sandy bottoms as a free-living polyp with one mouth. It usually occurs in association with <em>Heterocyathus</em> and <em>Cycloseris</em> species. The maximum size is 1.5 cm. It has a depth range of 10-35 m on the Great Barrier Reef (Fisk 1983). This species may be found to 100 m.,T
133680,"This species is found in all reef and near-reef environments. <em>Porites astreoides</em> dominates on the shallow exposed fore reef where other massive species are rare, and it is found on the deep reef and in the back reef; depths range from 0.2-70 m, with the highest abundance from 1-15 m (Goreau and Wells 1967, Lang 2003). Also present in subtidal rocky environments and seagrass beds. They commonly inhabit disturbed reef surfaces (and are often the first to recolonize areas following disturbance), and are also common in areas of high sedimentation and high turbidity.",T
133682,"This species occurs in shallow, tropical reef environments. It is found on shallow reef slopes with a high <em>Acropora</em> spp. diversity, but it is protected from strong wave action. It is found subtidally on submerged reefs and gentle reef slopes (Wallace 1999). This species is found from 5-25 m.",T
133685,It is primarily found in shallow water reef environments exposed to strong wave action. Sparse colonies of <em>S. pistillata</em> are found from 3-11 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is considered to be a main reef-framework builder and is found from 0-4 m of Eilat (Sheppard 1982). The maximum size is approximately 30 cm across. It can be found to 15 m.,T
133686,"This species is found in tropical reef environments, restricted to deeper water from 30-150 m.",T
133690,"This species occurs in shallow, exposed reef environments. It prefers tropical and subtropical reef habitats. It is found on subtidal rock and rocky reefs and on the back and foreslopes of reefs. It is also found in lagoons. This species is found to at least 20 m.",T
133693,This species is found in reef slopes and reef flats as a free-living polyp with multiple mouths. The depth range is from 1-21 m (Hoeksema 1990). The maximum size is 45 cm in diameter.,T
133697,It may form large stands on fringing reefs where the water is turbid. It forms plates of over 1 m in diameter. This species is found from 2-15 m.,T
133702,"This species occurs in most reef environments and forms large colonies on horizontal shallow substrata. It forms big boulders over 1 m. This species is found from 3-15 m. <br/><br/>In Panama and GalÃ¡pagos occurs on broken reef and rock habitats in shallow depths (&lt;15 m) (GuzmÃ¡n and Chiriboga pers. comm.). According to GuzmÃ¡n (pers. comm.), <em>P. duerdemi</em> forms very large colonies in the Gulf of Chiriqui and Gulf of Panama, PanamÃ¡.",T
